name,value
71,375.956
212,374.297
141,372.724
181,356.597
90,346.638
220,346.551
160,335.644
131,325.895
21,305.24
13,304.647
65,304.551
74,302.982
1,298.813
229,290.302
22,281.473
19,262.958
43,260.331
83,256.759
233,250.029
76,249.683
188,245.724
178,243.735
193,237.703
126,228.495
79,224.835
232,218.353
107,217.252
179,214.268
84,213.039
117,212.3
105,210.636
158,210.119
88,207.157
56,205.343
14,201.656
29,200.15
59,183.76
222,179.381
45,174.74
183,172.648
161,172.623
102,172.006
48,167.858
134,163.158
28,162.61
216,161.784
104,159.333
118,157.191
209,146.88
198,144.713
172,144.014
98,143.221
221,143.196
182,141.732
37,139.934
80,137.431
55,137.097
85,136.525
70,135.783
49,125.952
224,125.672
219,120.881
91,119.287
51,117.248
26,115.826
67,115.51
204,115.457
60,114.508
20,109.388
87,106.293
197,104.824
196,101.402
11,100.654
227,97.335
115,95.94
54,95.715
190,95.602
163,92.063
6,90.35
157,88.934
42,88.571
17,86.514
36,80.3
194,78.852
23,71.358
93,70.698
89,64.056
187,63.062
195,62.843
15,60.121
169,59.519
100,59.394
173,58.787
38,55.639
201,54.193
25,50.724
33,49.378
206,44.691
46,42.147
30,40.809
2,40.601
64,39.831
66,33.159
176,29.107
199,28.198
99,25.36
149,25.29
200,22.791
108,17.606
52,16.255
217,15.571
226,12.503
140,7.347
72,6.018
73,5.686
144,4.986
143,2.484
18,1.296
185,-1.911
27,-3.875
8,-4.525
68,-8.779
34,-10.364
192,-13.568
231,-13.928
208,-15.111
31,-16.461
82,-21.52
97,-26.502
189,-30.612
180,-32.381
234,-33.273
127,-40.266
10,-43.059
225,-45.666
151,-50.963
39,-57.477
9,-66.611
214,-67.616
139,-71.379
146,-78.061
50,-79.998
211,-81.42
41,-81.49
207,-89.847
223,-93.131
58,-105.26
174,-117.671
171,-120.543
142,-121.881
170,-124.322
120,-132.173
103,-134.471
81,-168.44
150,-169.587
111,-172.699
202,-175.329
109,-186.379
164,-189.954
167,-190.433
61,-191.917
57,-202.72
165,-213.42
166,-213.786
40,-214.786
184,-225.889
4,-226.07
53,-226.51
113,-227.189
130,-229.383
186,-236.625
44,-236.799
63,-239.448
132,-239.911
128,-241.143
86,-246.485
230,-249.19
122,-251.104
16,-269.326
5,-270.948
191,-273.68
112,-276.107
205,-278.685
138,-295.441
24,-300.114
133,-300.509
3,-317.158
218,-317.329
35,-327.7
7,-331.249
145,-333.894
177,-341.432
94,-346.234
137,-353.537
116,-355.895
153,-364.763
215,-365.139
129,-366.972
92,-387.089
168,-389.869
152,-396.077
203,-402.775
213,-424.575
62,-428.1
228,-432.836
210,-446.295
