judge,A,B,choseA,choseB
16,36196841,20196843,1,0
12,36196841,61199655,1,0
12,36196841,97196412,0,1
12,36196841,34196814,1,0
12,36196841,90196451,0,1
12,36196841,29196851,0,1
8,36196841,87196456,1,0
7,36196841,99196414,1,0
7,36196841,95196448,0,1
15,36196841,77201218,1,0
9,36196841,84201243,1,0
11,36196841,68201257,1,0
11,36196841,57199655,0,1
18,36196842,20196847,0,1
1,36196842,64199614,0,1
19,36196842,74201216,1,0
19,36196842,34196818,0,1
7,36196842,61199658,0,1
20,36196842,68201252,0,1
11,36196842,81201248,1,0
10,36196842,67199611,1,0
10,36196842,20196841,0,1
10,36196842,68201255,0,1
10,36196842,671996113,1,0
16,36196843,79201242,1,0
18,36196843,78201213,1,0
1,36196843,37196843,1,0
19,36196843,611996510,0,1
19,36196843,78201217,1,0
6,36196843,37196847,1,0
17,36196843,90196452,0,1
20,36196843,21196819,1,0
11,36196843,80201241,1,0
11,36196843,37196844,0,1
10,36196843,59199652,1,0
20,36196846,57199658,1,0
14,36196846,66199611,1,0
16,36196847,21196813,1,0
12,36196847,65199614,1,0
6,36196847,23196852,0,1
6,36196847,84201246,1,0
20,36196847,31196841,1,0
13,36196847,62199616,1,0
11,36196847,72201251,1,0
2,36196847,35196856,1,0
10,36196847,70201254,1,0
12,36196848,103201255,1,0
3,36196848,57199659,1,0
4,36196848,62199613,1,0
7,36196848,92196445,1,0
7,36196848,72201252,0,1
13,36196848,20196847,0,1
13,36196848,86196455,0,1
14,36196848,85196453,0,1
10,36196848,29196858,0,1
16,36196849,33196858,0,1
16,36196849,97196413,1,0
16,36196849,81201247,1,0
12,36196849,37196846,0,1
12,36196849,63199611,1,0
20,36196849,85196452,0,1
5,36196849,90196454,0,1
9,36196849,97196416,1,0
14,36196849,67199616,1,0
16,37196841,22196843,0,1
1,37196841,94196443,1,0
19,37196841,77201214,1,0
6,37196841,84201248,1,0
7,37196841,21196818,0,1
17,37196841,94196445,0,1
5,37196841,82201247,0,1
5,37196841,59199654,1,0
9,37196841,82201241,1,0
9,37196841,95196444,0,1
9,37196841,80201241,1,0
2,37196841,91196444,0,1
14,37196841,68201257,0,1
14,37196841,84201246,1,0
10,37196841,601996510,0,1
1,37196843,97196413,1,0
12,37196843,84201244,1,0
4,37196843,65199615,1,0
7,37196843,1001964110,1,0
20,37196843,71201251,1,0
9,37196843,89196456,0,1
14,37196843,57199654,1,0
18,37196844,99196414,1,0
1,37196844,93196442,1,0
1,37196844,92196444,0,1
1,37196844,68201252,1,0
6,37196844,103201254,1,0
8,37196844,101196415,1,0
4,37196844,84201247,1,0
4,37196844,24196815,0,1
7,37196844,86196455,1,0
9,37196844,79201248,1,0
11,37196844,69201253,1,0
10,37196844,621996112,1,0
18,37196845,68201258,0,1
1,37196845,56199655,0,1
8,37196845,24196813,0,1
4,37196845,61199657,1,0
17,37196845,32196851,1,0
20,37196845,36196843,0,1
15,37196845,34196817,1,0
15,37196845,100196412,0,1
11,37196845,63199615,1,0
2,37196845,58199655,0,1
2,37196845,34196814,1,0
14,37196845,37196848,0,1
1,37196846,57199651,0,1
12,37196846,752012115,1,0
3,37196846,631996112,0,1
3,37196846,81201244,1,0
6,37196846,981964110,0,1
17,37196846,102196419,1,0
20,37196846,33196859,1,0
13,37196846,752012116,0,1
9,37196846,88196455,0,1
10,37196846,71201252,0,1
10,37196846,30196816,1,0
18,37196847,21196811,1,0
6,37196847,58199652,0,1
4,37196847,571996513,1,0
7,37196847,31196849,1,0
15,37196847,89196451,0,1
16,37196848,561996511,0,1
16,37196848,91196448,0,1
6,37196848,102196413,0,1
6,37196848,25196813,1,0
8,37196848,37196846,1,0
15,37196848,62199616,1,0
9,37196848,64199618,1,0
11,37196848,91196442,1,0
14,37196848,28196855,1,0
16,56199651,20196843,1,0
18,56199651,103201256,1,0
3,56199651,89196456,0,1
3,56199651,61199655,0,1
13,56199651,76201214,1,0
9,56199651,61199655,0,1
9,56199651,57199653,1,0
6,56199652,34196818,1,0
6,56199652,100196415,1,0
17,56199652,60199651,0,1
9,56199652,37196844,0,1
9,56199652,78201215,1,0
14,56199652,93196444,0,1
18,56199653,69201255,0,1
18,56199653,62199614,1,0
19,56199653,70201251,0,1
12,56199653,72201258,0,1
3,56199653,88196458,1,0
3,56199653,70201256,0,1
3,56199653,62199614,1,0
3,56199653,33196856,0,1
6,56199653,57199656,1,0
8,56199653,66199611,1,0
8,56199653,84201241,0,1
4,56199653,78201218,1,0
4,56199653,95196442,0,1
17,56199653,71201251,1,0
20,56199653,90196456,1,0
13,56199653,752012116,1,0
13,56199653,28196857,0,1
13,56199653,87196453,1,0
11,56199653,21196819,1,0
16,56199654,101196417,1,0
16,56199654,61199655,1,0
18,56199654,58199652,0,1
18,56199654,71201258,1,0
1,56199654,92196445,1,0
19,56199654,58199653,1,0
12,56199654,24196816,0,1
17,56199654,64199616,1,0
17,56199654,91196444,0,1
9,56199654,62199617,1,0
1,56199655,61199654,1,0
19,56199655,92196447,0,1
3,56199655,68201257,0,1
7,56199655,24196818,0,1
2,56199655,21196814,1,0
2,56199655,101196411,0,1
19,56199656,84201246,1,0
17,56199656,621996113,1,0
17,56199656,69201258,0,1
9,56199656,83201246,1,0
9,56199656,20196846,0,1
11,56199656,26196843,0,1
11,56199656,89196452,1,0
14,56199656,64199618,1,0
18,56199657,26196841,0,1
1,56199657,68201252,0,1
1,56199657,67199612,1,0
1,56199657,73201215,0,1
19,56199657,71201252,1,0
3,56199657,651996112,0,1
17,56199657,87196453,1,0
20,56199657,601996512,0,1
20,56199657,60199652,1,0
5,56199657,89196454,0,1
15,56199657,89196452,0,1
11,56199657,28196859,1,0
1,56199658,66199616,1,0
19,56199658,84201248,1,0
19,56199658,28196853,0,1
12,56199658,70201254,1,0
12,56199658,101196414,0,1
8,56199658,82201243,1,0
8,56199658,73201211,1,0
9,56199658,26196845,1,0
9,56199658,82201241,0,1
11,56199658,69201256,1,0
11,56199658,91196442,0,1
16,56199659,67199618,1,0
16,56199659,85196452,1,0
1,56199659,59199655,1,0
9,56199659,66199619,1,0
9,56199659,65199616,1,0
2,56199659,37196841,1,0
10,56199659,65199616,1,0
16,57199651,37196841,1,0
1,57199651,76201214,1,0
19,57199651,103201257,0,1
12,57199651,25196816,0,1
20,57199651,90196454,1,0
20,57199651,33196854,0,1
2,57199651,651996112,1,0
14,57199651,611996513,0,1
14,57199651,631996113,1,0
18,57199652,991964110,1,0
18,57199652,84201245,1,0
1,57199652,57199658,0,1
19,57199652,31196848,0,1
8,57199652,101196413,1,0
4,57199652,76201213,0,1
17,57199652,60199654,0,1
5,57199652,57199653,1,0
15,57199652,83201242,1,0
13,57199652,64199612,1,0
13,57199652,87196455,0,1
2,57199652,90196454,1,0
3,57199653,98196416,0,1
3,57199653,24196814,1,0
19,57199654,20196847,1,0
6,57199654,27196816,0,1
2,57199654,64199611,0,1
14,57199654,29196855,0,1
18,57199655,70201257,1,0
1,57199655,76201213,1,0
6,57199655,33196857,0,1
17,57199655,74201213,1,0
20,57199655,62199617,1,0
5,57199655,80201246,1,0
2,57199655,90196454,0,1
10,57199655,102196413,1,0
16,57199656,37196843,1,0
16,57199656,67199619,0,1
12,57199656,23196856,0,1
12,57199656,92196445,1,0
3,57199656,90196453,0,1
3,57199656,98196414,1,0
6,57199656,79201247,1,0
7,57199656,73201217,1,0
17,57199656,70201255,1,0
9,57199656,24196818,1,0
11,57199656,37196846,1,0
14,57199656,70201253,1,0
17,57199657,88196456,0,1
20,57199657,103201257,0,1
5,57199657,67199619,0,1
2,57199657,91196448,0,1
18,57199658,33196858,0,1
1,57199658,68201258,1,0
3,57199658,29196859,0,1
8,57199658,601996510,1,0
20,57199658,31196847,0,1
5,57199658,21196814,1,0
13,57199658,86196456,1,0
1,57199659,69201251,1,0
1,57199659,94196442,0,1
3,57199659,24196813,0,1
3,57199659,99196417,1,0
6,57199659,71201256,1,0
17,57199659,59199654,0,1
20,57199659,79201245,1,0
20,57199659,29196851,0,1
15,57199659,28196857,1,0
14,57199659,35196859,1,0
10,57199659,69201256,1,0
12,58199651,79201241,0,1
8,58199651,95196448,0,1
15,58199651,37196846,0,1
9,58199651,29196851,0,1
11,58199651,103201253,1,0
2,58199651,82201246,1,0
18,58199652,57199658,1,0
12,58199652,661996111,0,1
3,58199652,99196417,0,1
6,58199652,68201254,1,0
7,58199652,33196858,0,1
20,58199652,97196413,1,0
11,58199652,561996510,1,0
14,58199652,83201245,1,0
16,58199653,37196848,1,0
1,58199653,60199652,0,1
19,58199653,103201255,0,1
19,58199653,752012113,0,1
6,58199653,94196442,0,1
8,58199653,99196411,0,1
4,58199653,57199653,0,1
20,58199653,69201252,1,0
15,58199653,81201242,0,1
13,58199653,57199658,0,1
11,58199653,74201213,0,1
11,58199653,971964111,1,0
1,58199654,621996110,0,1
3,58199654,61199658,1,0
6,58199654,631996111,1,0
8,58199654,83201242,0,1
8,58199654,60199651,1,0
8,58199654,591996511,0,1
7,58199654,86196454,0,1
5,58199654,78201216,0,1
15,58199654,94196441,0,1
15,58199654,21196818,0,1
13,58199654,631996112,0,1
14,58199654,74201214,0,1
16,58199655,991964110,1,0
18,58199655,58199652,1,0
18,58199655,67199615,0,1
1,58199655,78201213,1,0
8,58199655,65199617,1,0
8,58199655,90196459,0,1
4,58199655,87196452,0,1
13,58199655,102196414,0,1
11,58199655,68201256,1,0
2,58199655,25196813,1,0
10,58199655,57199655,0,1
16,58199656,95196444,1,0
19,58199656,103201257,1,0
19,58199656,941964410,0,1
12,58199656,69201256,1,0
12,58199656,28196859,0,1
12,58199656,27196818,0,1
12,58199656,65199613,1,0
3,58199656,27196819,0,1
3,58199656,752012116,1,0
6,58199656,62199617,1,0
6,58199656,29196853,0,1
8,58199656,60199651,1,0
8,58199656,1021964110,1,0
17,58199656,83201245,1,0
11,58199656,70201256,1,0
11,58199656,62199618,1,0
11,58199656,581996512,0,1
2,58199656,57199657,1,0
18,58199657,91196444,0,1
6,58199657,79201245,0,1
17,58199657,87196455,0,1
5,58199657,25196813,0,1
9,58199657,581996511,0,1
14,58199657,25196811,0,1
10,58199657,25196813,0,1
19,58199658,72201252,0,1
12,58199658,25196819,0,1
12,58199658,97196413,0,1
6,58199658,103201252,0,1
8,58199658,25196813,0,1
8,58199658,62199613,1,0
4,58199658,33196851,0,1
13,58199658,32196859,0,1
10,58199658,29196851,0,1
18,58199659,97196419,1,0
19,58199659,74201215,1,0
3,58199659,82201248,1,0
6,58199659,26196843,1,0
6,58199659,59199655,0,1
7,58199659,60199653,1,0
7,58199659,63199618,1,0
17,58199659,98196413,1,0
9,58199659,56199659,0,1
9,58199659,82201243,1,0
11,58199659,72201257,1,0
16,59199651,28196855,1,0
3,59199651,21196818,0,1
3,59199651,62199618,1,0
6,59199651,70201253,0,1
11,59199651,64199613,1,0
14,59199651,23196857,1,0
14,59199651,591996513,1,0
18,59199652,70201255,0,1
19,59199652,98196414,0,1
3,59199652,95196444,0,1
6,59199652,65199613,1,0
6,59199652,66199614,0,1
4,59199652,61199653,1,0
4,59199652,68201255,0,1
13,59199652,72201258,0,1
2,59199652,641996112,1,0
10,59199652,92196442,0,1
18,59199653,37196845,1,0
12,59199653,76201213,1,0
12,59199653,28196852,0,1
12,59199653,79201242,0,1
6,59199653,89196456,0,1
6,59199653,70201256,0,1
4,59199653,72201258,0,1
9,59199653,82201248,0,1
19,59199654,36196841,1,0
6,59199654,59199651,1,0
8,59199654,591996511,1,0
17,59199654,100196411,1,0
5,59199654,79201241,0,1
15,59199654,74201214,1,0
2,59199654,99196414,1,0
16,59199655,20196843,1,0
12,59199655,27196819,1,0
3,59199655,87196456,1,0
6,59199655,34196813,1,0
8,59199655,77201211,1,0
9,59199655,30196818,1,0
11,59199655,80201244,1,0
11,59199655,103201253,0,1
14,59199655,95196446,1,0
1,59199656,72201257,1,0
11,59199656,621996112,1,0
2,59199656,88196459,0,1
14,59199656,94196442,0,1
18,59199657,67199617,1,0
18,59199657,56199651,0,1
18,59199657,57199652,0,1
18,59199657,30196814,1,0
12,59199657,83201242,1,0
3,59199657,37196841,0,1
4,59199657,34196818,0,1
4,59199657,28196859,1,0
4,59199657,33196859,1,0
5,59199657,58199658,0,1
9,59199657,69201257,0,1
11,59199657,20196848,0,1
2,59199657,69201253,1,0
1,59199658,78201214,1,0
6,59199658,61199655,1,0
8,59199658,64199619,1,0
4,59199658,77201218,1,0
17,59199658,76201213,1,0
20,59199658,64199612,1,0
13,59199658,103201255,1,0
9,59199658,100196415,1,0
11,59199658,103201258,1,0
2,59199658,103201251,1,0
2,59199658,28196853,0,1
2,59199658,84201248,1,0
10,59199658,671996111,1,0
16,59199659,71201256,1,0
18,59199659,97196419,1,0
1,59199659,86196455,1,0
17,59199659,71201252,0,1
15,59199659,89196452,0,1
13,59199659,77201215,1,0
10,59199659,80201241,1,0
16,60199651,74201218,1,0
16,60199651,33196859,0,1
1,60199651,78201216,0,1
1,60199651,78201211,1,0
12,60199651,34196814,0,1
12,60199651,31196847,0,1
8,60199651,661996111,0,1
8,60199651,83201245,0,1
8,60199651,98196416,0,1
5,60199651,581996512,1,0
5,60199651,601996513,0,1
9,60199651,30196814,1,0
9,60199651,28196853,0,1
2,60199651,33196857,0,1
2,60199651,66199616,1,0
16,60199652,35196859,0,1
16,60199652,82201243,1,0
1,60199652,101196413,1,0
1,60199652,61199654,1,0
19,60199652,95196448,0,1
12,60199652,70201256,0,1
8,60199652,66199615,1,0
7,60199652,73201216,1,0
9,60199652,70201257,0,1
10,60199652,92196445,1,0
1,60199653,671996113,1,0
1,60199653,32196853,0,1
12,60199653,95196449,0,1
3,60199653,33196851,0,1
6,60199653,100196419,0,1
7,60199653,28196852,0,1
9,60199653,26196848,0,1
9,60199653,62199617,1,0
9,60199653,83201241,0,1
11,60199653,93196447,0,1
14,60199653,29196859,0,1
6,60199654,94196446,0,1
6,60199654,97196416,1,0
8,60199654,61199654,0,1
7,60199654,86196455,0,1
7,60199654,25196816,0,1
17,60199654,65199619,1,0
20,60199654,37196843,0,1
20,60199654,95196442,0,1
5,60199654,571996512,0,1
15,60199654,752012116,0,1
10,60199654,102196413,0,1
5,60199655,91196442,0,1
15,60199655,95196449,0,1
15,60199655,79201248,1,0
16,60199656,90196459,0,1
18,60199656,87196454,0,1
18,60199656,82201245,1,0
12,60199656,29196855,0,1
6,60199656,661996111,1,0
6,60199656,951964410,0,1
9,60199656,581996513,1,0
11,60199656,86196459,0,1
2,60199656,63199611,1,0
19,60199657,73201216,1,0
19,60199657,83201245,0,1
3,60199657,74201217,1,0
3,60199657,88196456,0,1
4,60199657,571996513,0,1
15,60199657,611996513,0,1
11,60199657,77201214,1,0
16,60199658,651996112,1,0
18,60199658,88196458,1,0
18,60199658,99196413,1,0
19,60199658,78201216,0,1
19,60199658,87196454,0,1
12,60199658,92196445,0,1
13,60199658,641996112,1,0
18,60199659,94196449,0,1
19,60199659,24196811,1,0
12,60199659,56199653,1,0
4,60199659,96196449,1,0
7,60199659,79201246,1,0
5,60199659,82201241,1,0
5,60199659,69201255,0,1
5,60199659,87196459,0,1
14,60199659,59199656,1,0
14,60199659,86196454,0,1
14,60199659,651996113,1,0
19,61199651,591996513,0,1
9,61199651,98196414,1,0
2,61199651,24196814,1,0
10,61199651,26196847,0,1
16,61199652,58199659,0,1
18,61199652,30196814,0,1
3,61199652,36196848,0,1
8,61199652,63199614,0,1
17,61199652,73201212,0,1
17,61199652,58199657,1,0
17,61199652,91196447,0,1
20,61199652,73201212,0,1
13,61199652,94196446,0,1
14,61199652,96196441,0,1
12,61199653,97196411,0,1
8,61199653,71201256,0,1
8,61199653,66199615,1,0
15,61199653,62199614,1,0
10,61199653,32196858,0,1
10,61199653,20196843,1,0
1,61199654,641996110,0,1
1,61199654,72201257,0,1
12,61199654,85196456,0,1
3,61199654,59199656,0,1
8,61199654,84201241,1,0
4,61199654,86196452,0,1
7,61199654,27196816,0,1
20,61199654,72201253,0,1
13,61199654,101196412,1,0
14,61199654,26196841,0,1
14,61199654,78201217,1,0
14,61199654,611996510,1,0
10,61199654,80201242,0,1
16,61199655,571996512,0,1
1,61199655,22196841,1,0
19,61199655,56199655,1,0
12,61199655,31196849,0,1
4,61199655,72201253,1,0
4,61199655,70201251,0,1
9,61199655,34196816,1,0
19,61199656,23196857,1,0
6,61199656,74201212,0,1
7,61199656,86196452,1,0
13,61199656,28196855,1,0
13,61199656,56199653,0,1
9,61199656,57199656,0,1
16,61199657,99196417,1,0
18,61199657,99196413,0,1
18,61199657,69201254,0,1
19,61199657,33196857,1,0
12,61199657,91196446,0,1
5,61199657,72201255,0,1
14,61199657,34196811,0,1
18,61199658,611996510,0,1
1,61199658,86196455,0,1
1,61199658,752012114,1,0
12,61199658,25196813,0,1
3,61199658,641996111,0,1
8,61199658,79201242,0,1
4,61199658,20196843,0,1
7,61199658,631996113,1,0
15,61199658,73201212,1,0
9,61199658,651996110,1,0
9,61199658,73201218,0,1
2,61199658,87196453,0,1
16,61199659,25196819,1,0
3,61199659,101196413,0,1
17,61199659,37196845,0,1
20,61199659,25196819,1,0
16,62199611,80201242,0,1
18,62199611,641996110,0,1
18,62199611,87196458,1,0
1,62199611,59199655,0,1
19,62199611,96196442,0,1
3,62199611,79201244,0,1
8,62199611,32196855,0,1
9,62199611,27196813,0,1
2,62199611,34196819,0,1
14,62199611,94196445,0,1
14,62199611,34196819,1,0
10,62199611,26196843,0,1
16,62199612,59199651,0,1
16,62199612,74201215,1,0
18,62199612,60199658,0,1
12,62199612,83201245,0,1
4,62199612,35196856,0,1
17,62199612,91196443,0,1
5,62199612,96196442,0,1
15,62199612,97196413,0,1
13,62199612,101196411,0,1
18,62199613,58199657,1,0
12,62199613,29196858,0,1
3,62199613,99196414,0,1
8,62199613,37196848,0,1
8,62199613,93196444,0,1
4,62199613,641996113,0,1
7,62199613,58199653,1,0
7,62199613,84201248,0,1
17,62199613,73201215,0,1
20,62199613,80201243,0,1
20,62199613,81201246,1,0
5,62199613,79201247,0,1
15,62199613,56199655,0,1
2,62199613,21196816,0,1
1,62199614,98196414,0,1
8,62199614,25196812,1,0
7,62199614,101196412,0,1
5,62199614,23196859,0,1
16,62199615,64199616,0,1
18,62199615,102196419,1,0
1,62199615,81201244,1,0
1,62199615,77201213,0,1
8,62199615,58199656,1,0
8,62199615,66199614,0,1
8,62199615,102196413,1,0
4,62199615,99196414,0,1
7,62199615,33196857,0,1
17,62199615,74201214,1,0
20,62199615,80201245,1,0
5,62199615,58199657,1,0
5,62199615,571996513,0,1
13,62199615,34196813,1,0
14,62199615,73201212,1,0
16,62199616,651996113,0,1
19,62199616,22196841,0,1
6,62199616,85196453,0,1
8,62199616,94196445,0,1
8,62199616,102196414,0,1
4,62199616,61199653,0,1
7,62199616,73201211,0,1
20,62199616,89196451,0,1
5,62199616,752012117,1,0
5,62199616,79201243,0,1
15,62199616,752012115,0,1
13,62199616,89196456,0,1
14,62199616,80201245,0,1
19,62199617,69201257,0,1
6,62199617,102196415,0,1
6,62199617,82201241,0,1
6,62199617,100196415,0,1
8,62199617,74201217,1,0
8,62199617,58199657,0,1
17,62199617,58199656,0,1
17,62199617,90196451,0,1
20,62199617,26196847,0,1
15,62199617,60199655,0,1
13,62199617,98196415,0,1
9,62199617,37196844,0,1
9,62199617,752012115,0,1
11,62199617,57199658,0,1
11,62199617,83201243,0,1
18,62199618,641996113,0,1
3,62199618,66199616,0,1
6,62199618,100196419,0,1
7,62199618,76201213,0,1
7,62199618,74201218,1,0
17,62199618,611996511,0,1
17,62199618,28196855,0,1
5,62199618,73201212,0,1
15,62199618,84201245,0,1
15,62199618,89196458,0,1
13,62199618,76201213,0,1
9,62199618,671996113,1,0
9,62199618,31196845,0,1
11,62199618,69201254,0,1
14,62199618,91196442,0,1
1,63199611,58199657,0,1
19,63199611,35196857,1,0
12,63199611,36196847,0,1
8,63199611,78201215,0,1
20,63199611,90196454,0,1
5,63199611,30196814,0,1
15,63199611,57199659,0,1
11,63199611,101196415,1,0
2,63199611,56199659,0,1
3,63199612,66199616,0,1
6,63199612,37196848,1,0
6,63199612,34196818,0,1
8,63199612,59199655,0,1
8,63199612,91196448,0,1
7,63199612,21196819,0,1
7,63199612,76201215,1,0
9,63199612,34196816,0,1
2,63199612,98196413,0,1
2,63199612,77201211,0,1
14,63199612,86196457,0,1
16,63199613,75201211,1,0
16,63199613,91196449,0,1
16,63199613,20196844,1,0
3,63199613,32196851,0,1
3,63199613,93196449,1,0
4,63199613,31196846,0,1
4,63199613,76201212,1,0
7,63199613,72201257,1,0
7,63199613,29196851,0,1
15,63199613,85196456,0,1
15,63199613,752012116,1,0
13,63199613,101196411,1,0
11,63199613,70201254,1,0
11,63199613,94196442,0,1
2,63199613,37196844,1,0
14,63199613,91196444,1,0
16,63199614,81201242,0,1
6,63199614,671996112,0,1
8,63199614,82201244,1,0
8,63199614,63199612,1,0
10,63199614,61199654,1,0
8,63199615,90196451,0,1
20,63199615,71201251,0,1
20,63199615,90196456,0,1
15,63199615,30196814,0,1
2,63199615,35196854,0,1
1,63199616,92196445,1,0
19,63199616,102196414,1,0
4,63199616,80201246,1,0
4,63199616,30196814,0,1
5,63199616,98196412,0,1
1,63199617,81201247,0,1
19,63199617,103201253,0,1
4,63199617,28196857,0,1
20,63199617,72201255,0,1
9,63199617,28196857,0,1
11,63199617,32196858,0,1
2,63199617,27196812,0,1
2,63199617,83201243,0,1
18,63199618,85196453,0,1
8,63199618,67199611,0,1
4,63199618,80201245,1,0
4,63199618,32196857,0,1
7,63199618,661996110,0,1
15,63199618,56199656,0,1
13,63199618,69201257,0,1
2,63199618,86196454,0,1
10,63199618,601996511,0,1
16,63199619,35196853,0,1
1,63199619,31196845,0,1
6,63199619,93196447,0,1
14,63199619,70201254,0,1
10,63199619,85196452,0,1
10,63199619,30196813,0,1
18,64199611,20196848,1,0
1,64199611,80201243,0,1
19,64199611,73201211,0,1
12,64199611,27196818,0,1
3,64199611,92196447,0,1
8,64199611,57199652,0,1
8,64199611,651996111,1,0
4,64199611,69201252,0,1
15,64199611,752012112,0,1
13,64199611,1001964110,1,0
2,64199611,84201245,1,0
14,64199611,74201212,1,0
12,64199612,81201246,0,1
3,64199612,56199652,0,1
4,64199612,32196857,0,1
7,64199612,95196442,0,1
20,64199612,91196446,0,1
20,64199612,83201247,0,1
15,64199612,22196849,1,0
15,64199612,96196444,0,1
11,64199612,85196459,0,1
2,64199612,94196441,0,1
14,64199612,70201251,0,1
10,64199612,72201256,0,1
16,64199613,59199659,0,1
19,64199613,103201254,0,1
3,64199613,27196812,1,0
3,64199613,73201211,0,1
6,64199613,103201256,0,1
20,64199613,89196454,0,1
20,64199613,102196415,1,0
15,64199613,57199652,0,1
9,64199613,24196813,0,1
11,64199613,591996510,1,0
11,64199613,92196444,0,1
2,64199613,60199652,0,1
1,64199614,87196455,0,1
3,64199614,83201245,1,0
4,64199614,84201241,0,1
20,64199614,60199655,0,1
15,64199614,67199618,1,0
15,64199614,26196846,0,1
14,64199614,80201241,0,1
14,64199614,25196816,1,0
6,64199615,30196818,0,1
20,64199615,74201218,1,0
20,64199615,601996513,0,1
20,64199615,601996512,1,0
16,64199616,88196452,0,1
16,64199616,74201214,1,0
5,64199616,101196419,0,1
15,64199616,99196412,0,1
9,64199616,90196452,0,1
11,64199616,81201247,1,0
14,64199616,57199659,0,1
14,64199616,80201241,1,0
10,64199616,72201257,1,0
18,64199617,26196845,0,1
1,64199617,80201243,0,1
8,64199617,27196819,0,1
7,64199617,93196443,0,1
17,64199617,89196452,0,1
11,64199617,72201257,0,1
12,64199618,59199657,0,1
20,64199618,60199652,0,1
20,64199618,63199611,1,0
5,64199618,63199612,1,0
9,64199618,97196416,0,1
2,64199618,37196848,0,1
14,64199618,71201255,0,1
16,64199619,651996113,1,0
18,64199619,102196415,1,0
18,64199619,70201255,0,1
8,64199619,68201252,0,1
13,64199619,69201255,0,1
11,64199619,58199659,0,1
19,65199611,86196452,0,1
7,65199611,65199612,1,0
9,65199611,61199658,0,1
16,65199612,100196415,0,1
16,65199612,91196447,0,1
6,65199612,30196815,0,1
7,65199612,60199659,0,1
15,65199612,103201257,0,1
15,65199612,76201215,1,0
9,65199612,28196855,0,1
9,65199612,97196413,0,1
11,65199612,37196847,0,1
11,65199612,95196449,1,0
18,65199613,73201216,0,1
12,65199613,93196442,0,1
6,65199613,56199652,0,1
17,65199613,82201246,1,0
20,65199613,69201258,0,1
5,65199613,90196452,0,1
15,65199613,64199614,0,1
13,65199613,561996511,0,1
9,65199613,84201243,0,1
2,65199613,65199618,0,1
10,65199613,59199658,0,1
10,65199613,83201247,0,1
18,65199614,73201217,0,1
1,65199614,71201253,0,1
19,65199614,591996513,0,1
12,65199614,25196818,0,1
12,65199614,24196814,0,1
12,65199614,36196849,0,1
12,65199614,62199613,1,0
3,65199614,58199659,0,1
6,65199614,891964511,0,1
6,65199614,93196447,1,0
7,65199614,29196855,1,0
17,65199614,561996511,0,1
20,65199614,33196851,1,0
20,65199614,31196841,0,1
5,65199614,23196852,0,1
9,65199614,72201256,1,0
11,65199614,87196452,0,1
10,65199614,28196853,0,1
10,65199614,97196411,1,0
10,65199614,36196843,0,1
10,65199614,58199655,1,0
1,65199615,98196414,1,0
1,65199615,64199611,1,0
12,65199615,581996511,0,1
4,65199615,752012116,0,1
20,65199615,581996511,0,1
11,65199615,661996110,1,0
2,65199615,20196844,0,1
10,65199615,69201257,1,0
10,65199615,23196852,0,1
16,65199616,56199654,0,1
16,65199616,21196814,1,0
16,65199616,78201212,0,1
8,65199616,78201218,1,0
8,65199616,73201216,0,1
7,65199616,86196452,0,1
7,65199616,30196815,1,0
17,65199616,69201251,0,1
20,65199616,77201214,1,0
20,65199616,581996512,0,1
5,65199616,752012113,0,1
5,65199616,69201255,0,1
9,65199616,99196411,0,1
9,65199616,67199614,0,1
11,65199616,27196817,0,1
11,65199616,57199656,0,1
11,65199616,96196445,1,0
2,65199616,68201255,0,1
10,65199616,29196859,0,1
16,65199617,752012118,0,1
3,65199617,29196853,0,1
6,65199617,86196454,0,1
8,65199617,23196852,0,1
17,65199617,76201218,0,1
20,65199617,85196456,0,1
9,65199617,61199654,0,1
9,65199617,61199654,0,1
2,65199617,103201254,0,1
2,65199617,92196443,0,1
10,65199617,80201248,0,1
7,65199618,22196847,0,1
20,65199618,28196854,0,1
2,65199618,93196444,0,1
10,65199618,88196454,0,1
16,65199619,27196814,0,1
18,65199619,103201256,0,1
1,65199619,69201252,0,1
12,65199619,77201217,0,1
12,65199619,83201242,0,1
3,65199619,102196419,0,1
17,65199619,76201213,0,1
17,65199619,34196811,0,1
13,65199619,641996110,0,1
14,65199619,96196445,0,1
10,65199619,581996510,0,1
16,66199611,71201258,1,0
8,66199611,73201215,0,1
7,66199611,86196455,1,0
15,66199611,26196846,0,1
9,66199611,59199655,0,1
9,66199611,24196815,1,0
14,66199611,100196419,0,1
19,66199612,56199657,0,1
19,66199612,78201215,0,1
19,66199612,70201258,1,0
12,66199612,86196456,0,1
4,66199612,21196816,0,1
20,66199612,84201244,0,1
11,66199612,102196414,0,1
2,66199612,57199651,0,1
2,66199612,631996111,1,0
16,66199613,78201214,0,1
18,66199613,26196848,0,1
1,66199613,25196819,0,1
12,66199613,93196447,0,1
4,66199613,69201257,0,1
5,66199613,94196442,0,1
15,66199613,93196446,0,1
13,66199613,82201244,0,1
9,66199613,74201212,0,1
9,66199613,631996113,1,0
9,66199613,68201252,0,1
18,66199614,102196413,1,0
18,66199614,102196413,1,0
6,66199614,752012115,1,0
8,66199614,71201258,1,0
8,66199614,24196817,0,1
15,66199614,34196816,0,1
15,66199614,78201213,0,1
18,66199615,32196855,1,0
1,66199615,97196415,0,1
