judge,A,B,choseA,choseB
1,66199615,641996113,1,0
6,66199615,37196848,0,1
4,66199615,891964511,0,1
20,66199615,82201244,0,1
13,66199615,97196411,0,1
14,66199615,82201241,0,1
16,66199616,70201258,1,0
1,66199616,90196459,0,1
1,66199616,651996113,1,0
1,66199616,56199657,0,1
4,66199616,98196412,0,1
5,66199616,60199651,0,1
9,66199616,32196851,0,1
2,66199616,69201258,0,1
10,66199616,26196849,0,1
16,66199617,71201258,0,1
6,66199617,81201244,0,1
8,66199617,101196413,0,1
7,66199617,78201212,0,1
13,66199617,34196819,0,1
10,66199617,79201241,0,1
16,66199618,69201256,0,1
18,66199618,97196419,0,1
3,66199618,86196457,0,1
4,66199618,80201245,0,1
17,66199618,35196858,0,1
6,66199619,77201216,1,0
6,66199619,56199653,0,1
7,66199619,89196452,0,1
7,66199619,24196814,1,0
7,66199619,621996112,0,1
9,66199619,26196847,0,1
2,66199619,27196812,1,0
2,66199619,57199655,0,1
1,67199611,93196445,0,1
17,67199611,23196859,1,0
15,67199611,96196442,0,1
2,67199611,82201248,1,0
2,67199611,84201245,0,1
14,67199611,89196459,0,1
14,67199611,71201252,0,1
14,67199611,89196452,0,1
10,67199611,86196456,0,1
18,67199612,69201252,0,1
18,67199612,66199618,1,0
1,67199612,36196842,0,1
1,67199612,65199619,1,0
1,67199612,33196857,0,1
1,67199612,20196843,0,1
3,67199612,90196456,0,1
8,67199612,611996510,1,0
8,67199612,68201255,0,1
8,67199612,73201211,0,1
17,67199612,99196417,0,1
16,67199614,74201213,0,1
16,67199614,74201216,0,1
19,67199614,90196452,0,1
19,67199614,83201245,1,0
19,67199614,102196415,1,0
19,67199614,20196847,0,1
20,67199614,65199613,1,0
20,67199614,571996511,0,1
13,67199614,83201247,0,1
11,67199614,60199657,0,1
11,67199614,60199656,1,0
14,67199614,58199656,0,1
18,67199615,74201215,1,0
18,67199615,23196853,0,1
1,67199615,86196456,0,1
8,67199615,70201252,0,1
17,67199615,103201256,0,1
17,67199615,62199618,1,0
13,67199615,31196846,1,0
9,67199615,581996512,0,1
12,67199616,661996110,0,1
12,67199616,81201243,0,1
8,67199616,26196848,0,1
5,67199616,621996110,0,1
15,67199616,37196848,0,1
2,67199616,80201245,0,1
2,67199616,752012118,0,1
14,67199616,84201244,0,1
18,67199617,70201257,0,1
1,67199617,80201247,0,1
19,67199617,30196818,0,1
19,67199617,61199651,1,0
7,67199617,72201252,0,1
15,67199617,95196449,0,1
14,67199617,59199655,0,1
16,67199618,36196849,0,1
3,67199618,68201253,0,1
7,67199618,56199656,0,1
15,67199618,96196442,0,1
14,67199618,571996512,0,1
10,67199618,591996513,0,1
16,67199619,97196413,1,0
10,67199619,752012118,1,0
16,68201251,92196447,1,0
19,68201251,91196444,0,1
6,68201251,96196446,0,1
6,68201251,661996110,1,0
7,68201251,25196811,0,1
7,68201251,25196816,1,0
5,68201251,82201242,1,0
9,68201251,63199617,1,0
14,68201251,63199613,0,1
1,68201252,651996110,1,0
1,68201252,32196857,0,1
6,68201252,64199615,1,0
6,68201252,74201214,0,1
7,68201252,66199617,1,0
17,68201252,581996512,1,0
17,68201252,100196415,0,1
17,68201252,62199617,1,0
17,68201252,26196848,0,1
13,68201252,56199651,0,1
9,68201252,37196846,1,0
14,68201252,67199618,1,0
20,68201253,30196813,1,0
13,68201253,66199618,1,0
13,68201253,29196851,0,1
13,68201253,101196417,1,0
9,68201253,74201217,1,0
9,68201253,31196841,0,1
10,68201253,99196413,1,0
10,68201253,76201214,0,1
18,68201254,581996510,0,1
14,68201254,101196417,1,0
19,68201255,30196812,1,0
6,68201255,65199612,1,0
6,68201255,29196859,0,1
8,68201255,24196815,1,0
4,68201255,83201247,1,0
20,68201255,89196451,1,0
20,68201255,59199658,0,1
5,68201255,60199654,1,0
5,68201255,86196452,1,0
15,68201255,82201244,1,0
13,68201255,73201213,1,0
13,68201255,25196818,1,0
13,68201255,69201252,1,0
16,68201256,73201211,1,0
16,68201256,56199659,0,1
1,68201256,621996110,0,1
19,68201256,102196415,0,1
12,68201256,661996113,0,1
4,68201256,97196419,1,0
4,68201256,641996110,0,1
20,68201256,63199613,0,1
5,68201256,99196412,1,0
5,68201256,90196459,0,1
9,68201256,78201214,0,1
9,68201256,37196848,0,1
11,68201256,58199656,0,1
2,68201256,65199613,1,0
3,68201257,82201242,1,0
15,68201257,26196848,0,1
15,68201257,92196443,1,0
13,68201257,68201255,0,1
13,68201257,61199655,1,0
9,68201257,34196819,1,0
11,68201257,101196415,0,1
10,68201257,74201217,1,0
16,68201258,74201213,1,0
18,68201258,72201258,1,0
18,68201258,36196842,1,0
8,68201258,24196813,1,0
8,68201258,74201211,0,1
20,68201258,68201257,0,1
20,68201258,63199615,1,0
5,68201258,64199618,0,1
5,68201258,77201214,1,0
15,68201258,83201241,1,0
13,68201258,25196811,1,0
9,68201258,30196816,0,1
2,68201258,78201212,1,0
2,68201258,30196812,0,1
14,68201258,58199657,1,0
14,68201258,88196455,0,1
19,69201251,35196853,0,1
3,69201251,98196414,0,1
6,69201251,76201214,1,0
4,69201251,28196852,0,1
4,69201251,70201251,1,0
7,69201251,86196452,1,0
15,69201251,100196419,0,1
13,69201251,561996510,1,0
2,69201251,97196412,1,0
2,69201251,60199652,1,0
14,69201251,22196841,1,0
1,69201252,62199614,1,0
6,69201252,74201212,1,0
4,69201252,69201257,1,0
13,69201252,58199658,1,0
13,69201252,91196449,0,1
19,69201253,59199659,1,0
19,69201253,69201251,1,0
12,69201253,93196449,0,1
3,69201253,87196459,1,0
8,69201253,60199658,0,1
17,69201253,23196856,0,1
20,69201253,94196441,0,1
20,69201253,62199616,1,0
20,69201253,99196414,0,1
15,69201253,661996110,0,1
13,69201253,99196411,1,0
11,69201253,56199657,0,1
14,69201253,58199654,1,0
14,69201253,73201213,1,0
14,69201253,61199653,0,1
18,69201254,80201246,1,0
18,69201254,69201252,1,0
3,69201254,98196411,1,0
3,69201254,661996112,0,1
3,69201254,56199651,1,0
4,69201254,93196444,0,1
13,69201254,70201251,1,0
11,69201254,89196456,1,0
18,69201255,33196857,1,0
19,69201255,78201213,0,1
19,69201255,60199658,1,0
17,69201255,58199656,0,1
5,69201255,65199614,1,0
5,69201255,752012112,1,0
13,69201255,31196849,1,0
10,69201255,77201213,1,0
12,69201256,561996511,0,1
12,69201256,34196814,0,1
3,69201256,641996112,0,1
4,69201256,571996512,0,1
20,69201256,69201252,0,1
20,69201256,26196845,1,0
11,69201256,83201243,0,1
11,69201256,981964110,0,1
2,69201256,84201248,0,1
14,69201256,74201212,0,1
10,69201256,92196442,0,1
19,69201257,70201253,1,0
6,69201257,56199652,0,1
6,69201257,22196844,1,0
8,69201257,73201212,1,0
8,69201257,601996512,0,1
4,69201257,91196448,1,0
4,69201257,98196411,0,1
13,69201257,83201247,1,0
2,69201257,64199618,1,0
2,69201257,85196451,0,1
2,69201257,27196812,1,0
10,69201257,80201241,0,1
1,69201258,87196452,1,0
12,69201258,90196459,0,1
12,69201258,621996110,0,1
3,69201258,30196812,1,0
3,69201258,84201244,0,1
17,69201258,25196819,1,0
20,69201258,62199611,1,0
20,69201258,23196858,0,1
20,69201258,621996110,1,0
11,69201258,90196453,1,0
2,69201258,76201213,1,0
10,69201258,581996513,0,1
10,69201258,60199654,1,0
7,70201251,23196851,0,1
2,70201251,65199618,1,0
14,70201251,70201253,1,0
1,70201252,71201251,0,1
1,70201252,67199611,1,0
8,70201252,73201215,1,0
17,70201252,57199659,0,1
5,70201252,66199615,0,1
13,70201252,34196819,1,0
13,70201252,94196443,0,1
2,70201252,103201256,0,1
2,70201252,76201213,1,0
14,70201252,79201245,0,1
16,70201253,81201243,0,1
16,70201253,81201242,1,0
1,70201253,58199657,1,0
19,70201253,22196844,0,1
3,70201253,59199655,0,1
6,70201253,85196455,1,0
4,70201253,93196443,0,1
4,70201253,32196858,0,1
2,70201253,78201211,1,0
2,70201253,601996512,0,1
14,70201253,95196449,0,1
1,70201254,59199656,0,1
12,70201254,641996112,0,1
3,70201254,30196814,1,0
14,70201254,67199617,1,0
10,70201254,69201255,0,1
7,70201255,61199656,0,1
13,70201255,83201244,1,0
13,70201255,62199612,1,0
12,70201256,21196812,1,0
12,70201256,72201255,0,1
12,70201256,58199659,0,1
12,70201256,61199657,1,0
3,70201256,59199656,1,0
6,70201256,71201255,1,0
7,70201256,33196851,1,0
5,70201256,60199658,0,1
10,70201256,29196855,1,0
10,70201256,58199652,1,0
19,70201257,22196849,0,1
5,70201257,57199652,0,1
14,70201257,57199656,0,1
16,70201258,20196843,0,1
19,70201258,87196452,0,1
3,70201258,70201257,0,1
6,70201258,752012116,0,1
20,70201258,64199619,0,1
15,70201258,87196454,0,1
2,70201258,100196411,0,1
16,71201251,37196848,1,0
18,71201251,82201244,0,1
1,71201251,95196447,1,0
6,71201251,101196417,1,0
6,71201251,83201245,0,1
6,71201251,27196812,1,0
4,71201251,101196417,1,0
4,71201251,61199655,1,0
17,71201251,86196454,0,1
13,71201251,641996111,1,0
10,71201251,92196442,0,1
16,71201252,62199611,1,0
16,71201252,89196454,0,1
19,71201252,79201243,0,1
19,71201252,83201246,1,0
19,71201252,81201242,0,1
19,71201252,591996511,1,0
4,71201252,86196457,0,1
17,71201252,28196853,1,0
20,71201252,78201214,1,0
5,71201252,23196852,0,1
9,71201252,61199654,1,0
14,71201252,93196447,1,0
14,71201252,80201243,1,0
10,71201252,26196849,1,0
18,71201253,98196413,1,0
12,71201253,58199658,1,0
12,71201253,90196453,0,1
20,71201253,79201244,1,0
20,71201253,36196847,0,1
9,71201253,102196415,1,0
1,71201254,90196451,1,0
8,71201254,91196448,1,0
17,71201254,103201257,0,1
17,71201254,37196841,1,0
5,71201254,63199616,1,0
16,71201255,93196443,0,1
16,71201255,98196412,1,0
1,71201255,64199617,1,0
1,71201255,58199655,0,1
1,71201255,941964410,1,0
3,71201255,69201256,1,0
6,71201255,28196856,0,1
7,71201255,80201242,1,0
9,71201255,88196452,0,1
9,71201255,79201245,1,0
9,71201255,68201251,0,1
9,71201255,64199613,1,0
14,71201255,82201241,1,0
18,71201256,60199658,0,1
6,71201256,24196816,0,1
7,71201256,661996113,1,0
7,71201256,34196814,0,1
17,71201256,34196818,0,1
17,71201256,82201246,1,0
20,71201256,89196452,0,1
20,71201256,35196853,0,1
15,71201256,31196846,0,1
14,71201256,29196858,0,1
16,71201257,83201242,1,0
16,71201257,35196857,0,1
3,71201257,59199655,1,0
8,71201257,661996111,1,0
8,71201257,68201252,1,0
4,71201257,58199653,1,0
4,71201257,83201245,0,1
4,71201257,71201253,0,1
7,71201257,22196844,0,1
9,71201257,27196813,1,0
9,71201257,83201243,0,1
2,71201257,29196859,0,1
2,71201257,63199612,1,0
2,71201257,62199613,1,0
16,71201258,93196445,0,1
8,71201258,83201247,0,1
20,71201258,29196859,0,1
20,71201258,78201217,1,0
5,71201258,74201218,1,0
14,71201258,27196816,0,1
10,71201258,65199619,1,0
10,71201258,101196413,0,1
12,72201251,20196844,0,1
12,72201251,82201243,1,0
6,72201251,94196446,1,0
17,72201251,28196853,0,1
15,72201251,98196416,1,0
15,72201251,611996513,0,1
13,72201251,91196444,1,0
11,72201251,951964410,0,1
19,72201252,77201216,1,0
12,72201252,74201217,1,0
12,72201252,90196456,0,1
3,72201252,28196856,0,1
6,72201252,27196813,0,1
7,72201252,56199656,1,0
7,72201252,34196814,1,0
8,72201253,752012113,1,0
8,72201253,87196456,0,1
4,72201253,84201247,0,1
20,72201253,63199617,1,0
15,72201253,94196442,0,1
10,72201253,611996511,0,1
10,72201253,81201247,1,0
16,72201254,78201212,1,0
16,72201254,601996512,0,1
19,72201254,611996510,1,0
8,72201254,99196411,0,1
4,72201254,671996111,0,1
4,72201254,31196843,1,0
20,72201254,601996513,0,1
20,72201254,63199615,1,0
20,72201254,752012116,0,1
15,72201254,103201251,1,0
13,72201254,97196416,0,1
13,72201254,78201215,1,0
1,72201255,89196459,0,1
1,72201255,73201215,1,0
12,72201255,67199616,1,0
12,72201255,68201256,1,0
12,72201255,87196455,0,1
7,72201255,36196843,1,0
20,72201255,59199659,1,0
9,72201255,621996112,1,0
11,72201255,73201217,1,0
14,72201255,73201218,1,0
14,72201255,27196816,1,0
14,72201255,76201217,0,1
10,72201255,752012117,1,0
18,72201256,74201218,1,0
18,72201256,65199614,1,0
18,72201256,102196415,0,1
15,72201256,641996113,1,0
15,72201256,26196849,0,1
13,72201256,87196453,0,1
9,72201256,57199656,0,1
19,72201257,69201253,0,1
6,72201257,98196413,0,1
4,72201257,93196442,0,1
15,72201257,76201213,1,0
15,72201257,86196455,0,1
18,72201258,79201242,0,1
18,72201258,90196453,1,0
12,72201258,621996113,0,1
12,72201258,59199653,1,0
12,72201258,571996511,1,0
12,72201258,29196857,0,1
6,72201258,671996112,0,1
8,72201258,89196452,0,1
8,72201258,66199617,1,0
20,72201258,571996512,0,1
20,72201258,96196445,1,0
2,72201258,100196411,1,0
2,72201258,95196448,0,1
2,72201258,63199618,1,0
16,73201211,56199654,0,1
1,73201211,87196459,0,1
19,73201211,29196858,0,1
19,73201211,68201256,1,0
19,73201211,26196841,1,0
3,73201211,26196843,0,1
3,73201211,651996111,1,0
8,73201211,69201252,1,0
8,73201211,81201244,0,1
7,73201211,36196842,1,0
17,73201211,91196449,1,0
5,73201211,65199616,1,0
5,73201211,62199616,1,0
9,73201211,631996111,1,0
3,73201212,20196844,0,1
6,73201212,85196455,0,1
8,73201212,62199613,1,0
8,73201212,752012113,0,1
8,73201212,61199658,0,1
8,73201212,62199614,0,1
7,73201212,80201244,0,1
17,73201212,641996111,1,0
15,73201212,30196815,0,1
14,73201212,33196856,0,1
10,73201212,81201247,0,1
10,73201212,991964110,1,0
1,73201213,73201217,0,1
1,73201213,29196856,1,0
15,73201213,33196858,0,1
13,73201213,20196846,0,1
14,73201213,77201213,0,1
14,73201213,66199616,0,1
4,73201214,28196852,0,1
2,73201214,60199653,1,0
1,73201215,631996111,1,0
1,73201215,71201255,0,1
12,73201215,100196419,0,1
7,73201215,57199659,0,1
17,73201215,27196819,1,0
17,73201215,86196457,1,0
5,73201215,80201246,1,0
13,73201215,67199615,0,1
14,73201215,28196855,0,1
16,73201216,93196446,0,1
16,73201216,65199616,1,0
16,73201216,90196451,0,1
19,73201216,97196419,0,1
5,73201216,82201247,0,1
5,73201216,81201245,1,0
5,73201216,65199616,1,0
5,73201216,23196859,0,1
15,73201216,87196459,1,0
16,73201217,90196454,0,1
18,73201217,30196814,1,0
7,73201217,83201244,0,1
7,73201217,73201215,1,0
7,73201217,95196444,0,1
20,73201217,78201216,0,1
20,73201217,77201214,1,0
14,73201217,68201254,0,1
14,73201217,80201247,1,0
14,73201217,56199656,0,1
10,73201217,94196445,1,0
10,73201217,621996110,0,1
12,73201218,20196847,0,1
3,73201218,73201211,1,0
3,73201218,101196417,0,1
14,73201218,29196853,0,1
1,74201211,591996511,0,1
6,74201211,65199617,1,0
6,74201211,71201251,0,1
8,74201211,58199654,1,0
17,74201211,60199651,1,0
17,74201211,91196446,0,1
5,74201211,73201216,1,0
5,74201211,91196447,0,1
9,74201211,86196455,0,1
9,74201211,67199615,1,0
11,74201211,561996510,0,1
10,74201211,63199614,0,1
10,74201211,621996111,1,0
10,74201211,60199652,0,1
10,74201211,66199617,1,0
19,74201212,33196857,0,1
3,74201212,82201243,0,1
6,74201212,81201241,0,1
20,74201212,71201252,0,1
20,74201212,94196441,1,0
15,74201212,95196448,0,1
9,74201212,641996110,1,0
11,74201212,96196445,0,1
11,74201212,22196848,0,1
2,74201212,57199655,1,0
14,74201212,79201246,1,0
12,74201213,87196455,0,1
3,74201213,61199654,1,0
3,74201213,80201247,0,1
17,74201213,92196445,0,1
15,74201213,65199613,1,0
15,74201213,95196448,0,1
16,74201214,752012117,1,0
16,74201214,752012112,1,0
16,74201214,95196444,0,1
16,74201214,81201241,0,1
19,74201214,78201215,1,0
12,74201214,73201211,0,1
12,74201214,27196813,0,1
6,74201214,100196415,1,0
17,74201214,62199612,1,0
17,74201214,30196814,0,1
20,74201214,31196843,1,0
5,74201214,100196411,1,0
5,74201214,34196811,0,1
15,74201214,671996112,0,1
11,74201214,561996512,1,0
16,74201215,56199651,0,1
16,74201215,66199616,0,1
16,74201215,76201218,0,1
18,74201215,62199615,0,1
19,74201215,23196859,0,1
12,74201215,86196455,0,1
6,74201215,98196413,0,1
8,74201215,82201243,0,1
8,74201215,87196455,0,1
8,74201215,63199618,1,0
17,74201215,26196849,0,1
9,74201215,80201241,0,1
9,74201215,66199613,1,0
2,74201215,58199656,0,1
19,74201216,71201251,0,1
19,74201216,91196443,0,1
12,74201216,29196851,0,1
3,74201216,73201218,0,1
6,74201216,36196843,0,1
15,74201216,31196841,0,1
13,74201216,1001964110,0,1
11,74201216,661996112,0,1
2,74201216,102196413,0,1
2,74201216,76201214,0,1
16,74201217,591996511,0,1
19,74201217,75201211,0,1
12,74201217,62199617,0,1
3,74201217,68201258,0,1
6,74201217,82201246,0,1
6,74201217,35196856,0,1
8,74201217,92196444,0,1
15,74201217,68201255,0,1
9,74201217,100196412,0,1
11,74201217,83201248,0,1
2,74201217,671996110,0,1
14,74201217,20196841,0,1
10,74201217,631996112,0,1
16,74201218,57199651,0,1
18,74201218,69201253,0,1
19,74201218,21196818,0,1
3,74201218,62199614,0,1
7,74201218,891964511,0,1
17,74201218,100196412,0,1
20,74201218,62199611,0,1
5,74201218,56199657,0,1
13,74201218,76201214,0,1
9,74201218,96196449,0,1
2,74201218,99196414,0,1
3,75201211,62199611,1,0
3,75201211,86196456,0,1
6,75201211,74201216,1,0
6,75201211,37196844,0,1
8,75201211,100196415,0,1
8,75201211,86196452,1,0
15,75201211,631996111,1,0
15,75201211,84201246,0,1
9,75201211,37196848,0,1
2,75201211,63199612,1,0
14,75201211,89196452,0,1
14,75201211,752012114,1,0
3,76201211,79201248,1,0
3,76201211,26196845,0,1
4,76201211,23196858,1,0
5,76201211,94196449,0,1
5,76201211,91196442,1,0
5,76201211,29196857,1,0
13,76201211,85196451,0,1
13,76201211,91196447,1,0
18,76201212,99196414,0,1
18,76201212,82201244,1,0
1,76201212,100196419,0,1
19,76201212,631996110,1,0
19,76201212,33196859,1,0
6,76201212,66199617,1,0
4,76201212,752012113,0,1
4,76201212,36196848,0,1
17,76201212,100196411,1,0
17,76201212,27196817,0,1
5,76201212,581996511,0,1
13,76201212,82201248,1,0
13,76201212,69201252,0,1
1,76201213,91196449,0,1
19,76201213,57199653,0,1
12,76201213,26196841,0,1
12,76201213,22196847,0,1
20,76201213,97196413,0,1
20,76201213,23196857,0,1
15,76201213,33196858,0,1
13,76201213,65199613,1,0
2,76201213,59199657,0,1
2,76201213,26196847,0,1
1,76201214,78201212,1,0
6,76201214,96196446,1,0
7,76201214,33196857,0,1
7,76201214,25196819,1,0
5,76201214,68201258,1,0
5,76201214,98196412,0,1
13,76201214,89196451,0,1
13,76201214,25196811,1,0
11,76201214,99196417,1,0
11,76201214,59199651,0,1
2,76201214,661996111,1,0
10,76201214,671996112,1,0
18,76201215,98196414,0,1
1,76201215,571996511,0,1
6,76201215,85196456,0,1
7,76201215,59199656,0,1
17,76201215,23196859,0,1
20,76201215,65199619,0,1
5,76201215,93196442,0,1
15,76201215,71201252,0,1
15,76201215,70201251,0,1
13,76201215,66199618,0,1
9,76201215,1021964110,0,1
2,76201215,63199617,1,0
2,76201215,34196817,0,1
14,76201215,65199619,1,0
14,76201215,96196449,0,1
10,76201215,26196849,0,1
19,76201217,76201212,0,1
19,76201217,33196858,1,0
7,76201217,621996112,0,1
7,76201217,77201216,1,0
9,76201217,96196445,1,0
9,76201217,37196843,0,1
11,76201217,82201246,1,0
16,76201218,591996512,1,0
6,76201218,32196855,1,0
6,76201218,88196452,0,1
8,76201218,66199615,0,1
17,76201218,57199657,1,0
17,76201218,94196445,1,0
5,76201218,71201254,0,1
2,76201218,68201256,0,1
10,76201218,98196415,0,1
3,77201211,94196449,0,1
3,77201211,33196853,1,0
3,77201211,71201255,0,1
3,77201211,73201218,1,0
6,77201211,752012114,1,0
8,77201211,611996513,0,1
4,77201211,73201214,1,0
7,77201211,97196411,1,0
20,77201211,22196843,1,0
5,77201211,57199658,0,1
2,77201211,641996111,1,0
14,77201211,79201247,1,0
12,77201212,33196856,0,1
3,77201212,60199656,0,1
3,77201212,27196817,1,0
20,77201212,60199655,1,0
5,77201212,26196847,0,1
15,77201212,891964511,1,0
13,77201212,93196449,0,1
9,77201212,20196849,1,0
11,77201212,27196817,0,1
16,77201213,96196449,0,1
1,77201213,63199611,1,0
1,77201213,87196454,0,1
1,77201213,27196813,1,0
3,77201213,56199652,1,0
6,77201213,60199659,0,1
6,77201213,71201255,1,0
7,77201213,82201243,1,0
17,77201213,611996513,1,0
20,77201213,82201245,0,1
20,77201213,891964511,1,0
9,77201213,103201257,0,1
9,77201213,25196811,1,0
9,77201213,37196841,1,0
11,77201213,65199615,0,1
11,77201213,752012116,1,0
14,77201213,671996112,0,1
14,77201213,85196451,1,0
10,77201213,28196852,0,1
18,77201214,21196813,0,1
18,77201214,62199612,1,0
19,77201214,68201255,0,1
3,77201214,85196456,0,1
7,77201214,58199659,0,1
20,77201214,72201251,0,1
20,77201214,21196819,0,1
5,77201214,32196858,0,1
5,77201214,37196845,0,1
13,77201214,89196459,0,1
11,77201214,24196813,0,1
1,77201215,76201215,1,0
1,77201215,71201254,0,1
1,77201215,67199615,1,0
1,77201215,37196841,0,1
7,77201215,991964110,1,0
7,77201215,22196841,0,1
17,77201215,77201213,0,1
15,77201215,581996512,0,1
15,77201215,27196812,1,0
13,77201215,25196811,0,1
11,77201215,91196442,0,1
11,77201215,99196415,1,0
2,77201215,75201211,0,1
19,77201216,31196841,0,1
12,77201216,90196454,0,1
12,77201216,62199612,1,0
6,77201216,101196417,0,1
8,77201216,58199656,0,1
8,77201216,58199658,0,1
8,77201216,82201247,0,1
7,77201216,29196857,0,1
15,77201216,61199653,0,1
13,77201216,85196459,0,1
14,77201216,59199656,0,1
14,77201216,93196446,0,1
16,77201217,80201242,0,1
16,77201217,79201245,1,0
12,77201217,82201246,1,0
8,77201217,56199658,0,1
4,77201217,83201247,0,1
7,77201217,611996511,0,1
20,77201217,84201242,0,1
15,77201217,83201241,0,1
11,77201217,63199615,0,1
16,77201218,101196415,0,1
1,77201218,103201258,0,1
1,77201218,103201254,0,1
4,77201218,641996110,0,1
15,77201218,64199613,1,0
15,77201218,641996113,0,1
9,77201218,65199617,1,0
9,77201218,23196858,0,1
10,77201218,561996513,0,1
1,78201211,83201241,0,1
1,78201211,64199614,1,0
1,78201211,58199656,0,1
3,78201211,66199616,1,0
6,78201211,22196843,0,1
7,78201211,90196453,0,1
17,78201211,69201251,1,0
17,78201211,561996511,0,1
20,78201211,621996112,0,1
20,78201211,83201241,0,1
2,78201211,93196443,0,1
1,78201212,571996512,0,1
3,78201212,601996512,0,1
5,78201212,103201254,0,1
15,78201212,37196848,0,1
11,78201212,63199611,0,1
16,78201213,67199615,1,0
18,78201213,99196413,1,0
1,78201213,33196854,1,0
1,78201213,601996511,0,1
1,78201213,34196811,0,1
19,78201213,671996113,1,0
8,78201213,71201254,0,1
15,78201213,621996113,1,0
13,78201213,26196841,0,1
13,78201213,82201247,0,1
13,78201213,74201216,1,0
16,78201214,85196455,1,0
16,78201214,71201251,0,1
16,78201214,34196817,1,0
1,78201214,94196449,0,1
4,78201214,20196849,1,0
17,78201214,30196811,0,1
20,78201214,82201241,0,1
5,78201214,91196449,0,1
9,78201214,67199614,1,0
11,78201214,96196446,0,1
2,78201214,661996111,0,1
2,78201214,752012114,1,0
14,78201214,59199651,0,1
14,78201214,33196853,1,0
18,78201215,58199659,0,1
17,78201215,84201247,0,1
13,78201215,31196849,0,1
9,78201215,91196442,0,1
18,78201216,95196447,1,0
18,78201216,58199652,0,1
18,78201216,100196411,1,0
18,78201216,79201243,0,1
19,78201216,941964410,1,0
3,78201216,87196452,0,1
3,78201216,61199659,1,0
4,78201216,27196816,0,1
4,78201216,64199611,1,0
20,78201216,60199654,1,0
20,78201216,69201253,1,0
13,78201216,77201214,1,0
16,78201217,93196447,0,1
16,78201217,752012115,1,0
19,78201217,102196416,0,1
3,78201217,95196448,0,1
3,78201217,64199615,1,0
20,78201217,752012116,0,1
20,78201217,601996511,0,1
5,78201217,80201246,0,1
13,78201217,82201241,0,1
13,78201217,79201248,0,1
14,78201217,27196813,0,1
16,78201218,68201258,0,1
3,78201218,35196857,0,1
6,78201218,601996511,0,1
8,78201218,33196858,0,1
17,78201218,98196413,0,1
11,78201218,76201212,0,1
12,79201241,81201246,1,0
6,79201241,97196419,1,0
4,79201241,34196817,1,0
7,79201241,78201216,1,0
5,79201241,87196455,1,0
5,79201241,69201255,1,0
10,79201241,591996513,1,0
16,79201242,93196443,1,0
18,79201242,1021964110,1,0
3,79201242,35196854,0,1
6,79201242,93196449,1,0
6,79201242,78201211,1,0
8,79201242,21196813,1,0
4,79201242,66199616,1,0
4,79201242,86196457,0,1
7,79201242,59199656,1,0
11,79201242,62199617,1,0
11,79201242,611996511,0,1
2,79201242,671996110,1,0
10,79201242,92196442,1,0
18,79201243,32196858,1,0
18,79201243,91196449,0,1
18,79201243,73201215,1,0
19,79201243,68201251,1,0
19,79201243,93196445,1,0
12,79201243,561996513,0,1
3,79201243,64199615,0,1
3,79201243,68201258,1,0
5,79201243,61199651,1,0
5,79201243,581996513,0,1
5,79201243,70201256,1,0
2,79201243,26196841,1,0
2,79201243,95196442,0,1
1,79201244,98196416,0,1
1,79201244,81201244,1,0
1,79201244,85196455,1,0
1,79201244,23196859,0,1
12,79201244,78201217,0,1
3,79201244,31196846,1,0
20,79201244,59199659,0,1
20,79201244,36196846,0,1
2,79201244,24196814,1,0
2,79201244,60199658,0,1
2,79201244,65199618,1,0
16,79201245,74201211,0,1
19,79201245,95196447,0,1
3,79201245,34196814,1,0
6,79201245,95196446,1,0
4,79201245,35196854,0,1
20,79201245,103201254,0,1
20,79201245,93196443,0,1
13,79201245,78201217,1,0
13,79201245,651996110,0,1
9,79201245,35196854,0,1
9,79201245,591996512,0,1
14,79201245,62199618,1,0
19,79201246,80201242,0,1
8,79201246,84201241,0,1
8,79201246,67199612,1,0
7,79201246,29196859,0,1
17,79201246,56199653,0,1
17,79201246,66199618,1,0
17,79201246,85196451,0,1
2,79201246,92196449,0,1
2,79201246,64199618,1,0
14,79201246,34196819,0,1
14,79201246,85196451,0,1
3,79201247,64199611,1,0
6,79201247,94196442,0,1
6,79201247,96196449,0,1
7,79201247,34196818,0,1
7,79201247,103201251,1,0
9,79201247,83201247,0,1
9,79201247,58199657,1,0
11,79201247,85196452,0,1
2,79201247,65199616,1,0
2,79201247,89196454,0,1
14,79201247,87196452,0,1
1,79201248,63199619,1,0
1,79201248,82201242,0,1
3,79201248,32196853,0,1
20,79201248,24196811,0,1
15,79201248,97196419,1,0
15,79201248,631996112,0,1
15,79201248,84201241,0,1
15,79201248,88196452,0,1
9,79201248,83201247,0,1
14,79201248,93196446,0,1
10,79201248,79201242,0,1
8,80201241,21196812,1,0
7,80201241,60199654,1,0
7,80201241,72201257,0,1
7,80201241,23196857,0,1
13,80201241,84201243,0,1
11,80201241,96196444,0,1
11,80201241,631996113,1,0
16,80201242,63199614,1,0
16,80201242,561996513,1,0
17,80201242,78201218,1,0
17,80201242,70201255,0,1
13,80201242,72201256,1,0
2,80201242,29196858,0,1
2,80201242,25196811,1,0
14,80201242,36196848,1,0
14,80201242,26196848,0,1
1,80201243,98196411,1,0
1,80201243,591996510,1,0
4,80201243,80201244,0,1
7,80201243,61199651,1,0
20,80201243,81201245,1,0
5,80201243,62199614,1,0
14,80201243,68201252,0,1
