Judge,Candidate.Chosen,Candidate.Not.Chosen,Time.Taken,Date.Created
judge17,NEWZE_91027_Q_2ci_2,SCOTL_SCOSG-FP2_Q_2_4,00:00:18,19/01/2015 23:52
judge17,ENGOC_A501-02_Q_3b_2,ENGWJ_4353-01_Q_1c_1,00:00:06,19/01/2015 23:52
judge17,OLEVE_4024s11qp12_Q_24b_2,ENGAQ_43603H_Q_2a_2,00:00:11,19/01/2015 23:52
judge17,ENGED_5MB3H01_Q_8b_2,ENGWJ_4353-01_Q_1d_1,00:00:11,19/01/2015 23:52
judge17,ENGOC_J560-05_Q_13d_6,ONTAR_ONTG9Appl_Q_5_2,00:00:24,20/01/2015 00:06
judge17,HONGK_HKG2010CEP1_Q_15bii_4,ENGOC_J560-03_Q_7b_4,00:00:38,20/01/2015 00:07
judge17,IGCSE_0580-42 _Q_3av_4,NEWZE_91027_Q_3ci_2,00:00:49,20/01/2015 00:07
judge17,ENGWJ_4353-02_Q_6_2,ENGOC_J560-01_Q_10aii_1,00:00:27,20/01/2015 00:08
judge17,ENGAQ_ 43601H_Q_4a_6,MASSA_MASG10-P1_Q_2_4,00:00:11,20/01/2015 00:08
judge17,ENGOC_J560-03_Q_9aiii_5,SCOTL_SCOSG-CP2_Q_5_4,00:00:43,20/01/2015 00:09
judge17,HUNGA_HNGG10BA_Q_31_4,ENGWJ_4353-02_Q_1b_4,00:00:21,20/01/2015 00:09
judge17,ENGED_1MA12H_Q_11c_5,ENGED_5MB2H01_Q_4_3,00:00:14,20/01/2015 00:10
judge17,ENGAQ_43602H_Q_10c_2,MASSA_MASG10-P2_Q_41a_3,00:00:11,20/01/2015 00:10
judge17,SCOTL_SCOSG-FP2_Q_7c_4,ENGED_5MB2F01_Q_8a_1,00:00:08,20/01/2015 00:10
judge17,SCOTL_SCOSG-FP2_Q_10b_3,ENGED_5MB1F01_Q_5b_6,00:00:07,20/01/2015 00:10
judge17,NEWZE_91031_Q_2aiii_4,ENGAQ_ 43601H_Q_3c_3,00:00:29,20/01/2015 00:11
judge17,NEWZE_91031_Q_1bii_4,OLEVE_4024s11qp12_Q_21a_1,00:00:32,20/01/2015 00:11
judge17,ENGOC_J560-06_Q_3ai_2,MASSA_MASG10-P2_Q_34_1,00:00:17,20/01/2015 00:11
judge17,ENGOC_A502-01_Q_8biii_6,ENGOC_J560-01_Q_10ai_1,00:00:19,20/01/2015 00:12
judge17,IGCSE_0580-22 _Q_13b_4,ENGAQ_43603F_Q_11a_1,00:00:34,20/01/2015 00:12
judge17,KOREA_KORG92011_Q_17_2,IBO_IBOMATSDP2_Q_6e_2,00:00:22,20/01/2015 00:13
judge17,ENGED_1MA12H_Q_14a_6,ENGOC_J560-01_Q_7a_1,00:00:24,20/01/2015 00:13
judge17,OLEVE_4024s11qp22_Q_11bi_4,ENGED_1MA13H_Q_3b_4,00:00:39,20/01/2015 00:14
judge17,KOREA_KORG92011_Q_12_2,ENGAQ_43602F_Q_7b_1,00:00:12,20/01/2015 00:14
judge17,ENGOC_J560-01_Q_7b_1,ENGED_1MA13F_Q_1b_1,00:00:04,20/01/2015 00:14
judge17,ENGOC_J560-01_Q_12c_2,SCOTL_SCOSG-FP2_Q_5_4,00:00:16,20/01/2015 00:14
judge17,ENGOC_J560-05_Q_7_1,JAPAN_JPNY3QPA_Q_2a_2,00:01:07,20/01/2015 00:16
judge17,ENGED_1MA13H_Q_2b_5,ENGED_5MB1F01_Q_4ai_5,00:00:08,20/01/2015 00:16
judge17,ENGOC_A502-02_Q_3b_6,OLEVE_4024s11qp12_Q_3a_1,00:00:26,20/01/2015 00:16
judge17,ENGOC_J560-03_Q_19b_4,ENGOC_J560-04_Q_4ai_2,00:00:22,20/01/2015 00:17
judge17,ENGOC_A502-02_Q_4_4,ENGAQ_83003F_Q_12_3,00:00:22,20/01/2015 00:17
judge17,ENGOC_J560-02_Q_11ai_6,ENGWJ_4353-01_Q_2b_6,00:02:49,20/01/2015 00:20
judge17,ONTAR_ONTG9Acad_Q_4_2,ENGAQ_83002F_Q_18_1,00:00:08,20/01/2015 00:20
judge17,ENGAQ_83003H_Q_26a_2,MASSA_MASG10-P2_Q_34_1,00:00:09,20/01/2015 00:20
judge17,ENGAQ_43601F_Q_5a_6,ENGAQ_83001F_Q_27_4,00:00:29,20/01/2015 00:21
judge17,ENGWJ_4353-01_Q_5c_4,ENGWJ_4353-01_Q_8d_3,00:00:45,20/01/2015 00:21
judge17,OLEVE_4024s11qp22_Q_12biiic_6,SCOTL_SCOSG-GP1_Q_3b_2,00:00:14,20/01/2015 00:22
judge17,SHANG_ShgQP2011_Q_25b_4,OLEVE_4024s11qp12_Q_8_2,00:01:45,20/01/2015 00:23
judge17,ENGOC_A502-02_Q_6a_4,ENGED_5MB2F01_Q_9a_3,00:00:37,20/01/2015 00:24
judge17,HONGK_HKG2010CEP2_Q_6_2,ENGWJ_4353-01_Q_6b_6,00:00:15,20/01/2015 00:24
judge17,OLEVE_4024s11qp22_Q_6g_3,ENGWJ_4353-01_Q_3_4,00:02:14,20/01/2015 00:27
judge17,ENGAQ_83002H_Q_9_1,ENGAQ_83001F_Q_12c_1,00:00:04,20/01/2015 00:27
judge17,ENGED_5MB1F01_Q_9a_3,ENGED_1MA13F_Q_8a_1,00:00:14,20/01/2015 00:27
judge17,IGCSE_0580-42 _Q_6aii_6,ENGAQ_43601F_Q_1aii_6,00:00:12,20/01/2015 00:27
judge17,ENGOC_J560-03_Q_1bii_1,OLEVE_4024s11qp22_Q_11bii_4,00:00:13,20/01/2015 00:27
judge17,SHANG_ShgQP2011_Q_21b_4,ENGOC_A503-02_Q_4c_5,00:01:04,20/01/2015 00:29
judge17,NEWZE_91031_Q_3ai_4,SCOTL_SCOSG-FP2_Q_2_4,00:00:50,20/01/2015 00:42
judge17,OLEVE_4024s11qp12_Q_15a_2,OLEVE_4024s11qp22_Q_8bi_4,00:00:05,20/01/2015 00:42
judge17,MASSA_MASG10-P2_Q_42a_4,ENGOC_J560-03_Q_13bi_1,00:00:23,20/01/2015 00:43
judge17,IGCSE_0580-22 _Q_4_2,ENGED_1MA12F_Q_4a_3,00:00:13,20/01/2015 00:43
judge17,IGCSE_0580-22 _Q_16a_4,ENGOC_J560-02_Q_8b_1,00:00:41,20/01/2015 00:44
judge17,NEWZE_91037_Q_3e_6,ENGOC_A503-01-Q_13_3,00:00:17,20/01/2015 00:44
judge17,ONTAR_ONTG9Acad_Q_12_2,ENGED_1MA13H_Q_10a_2,00:00:30,20/01/2015 00:45
judge17,MASSA_MASG10-P2_Q_28_4,IBO_IBOMATSDP1_Q_3f_1,00:00:08,20/01/2015 00:45
judge17,OLEVE_4024s11qp22_Q_9ciii_2,ONTAR_ONTG9Acad_Q_7_6,00:00:09,20/01/2015 00:45
judge17,SCOTL_SCOSG-CP1_Q_4_2,OLEVE_4024s11qp22_Q_4bi_2,00:00:11,20/01/2015 00:45
judge17,KOREA_KORG92011_Q_24_4,OLEVE_4024s11qp12_Q_12bii_1,00:00:13,20/01/2015 00:45
judge17,HONGK_HKG2010CEP2_Q_47_4,ENGED_1MA11F_Q_20bii_6,00:00:21,20/01/2015 00:46
judge17,KOREA_KORG92011_Q_17_2,ENGED_1MA13H_Q_9_4,00:00:19,20/01/2015 00:46
judge17,NEWZE_91027_Q_1d_2,SHANG_ShgQP2011_Q_7_2,00:00:07,20/01/2015 00:46
judge17,ENGOC_J560-03_Q_8b_2,SCOTL_SCOSG-FP2_Q_9b_6,00:00:32,20/01/2015 00:47
judge17,ENGOC_J560-06_Q_4b_3,ENGWJ_4353-01_Q_1e_1,00:00:20,20/01/2015 00:47
judge17,ONTAR_ONTG9Appl_Q_7_2,ENGAQ_83003F_Q_5_2,00:00:14,20/01/2015 00:47
judge17,IGCSE_0580-22 _Q_15_2,ENGAQ_43603H_Q_6a_4,00:00:08,20/01/2015 00:48
judge17,ENGED_1MA11H_Q_4_4,ENGED_5MB2F01_Q_17_2,00:00:04,20/01/2015 00:48
judge17,SCOTL_SCOSG-CP2_Q_12a_2,ENGAQ_43601F_Q_4c_5,00:00:34,20/01/2015 00:48
judge17,ENGOC_J560-04_Q_8ai_2,ENGED_1MA13F_Q_1a_1,00:00:14,20/01/2015 00:48
judge17,IGCSE_0580-22 _Q_18a_4,ENGWJ_4351-01_Q_1d_1,00:00:26,20/01/2015 00:49
judge17,KOREA_KORG92011_Q_21_4,ENGOC_J560-04_Q_4b_2,00:00:17,20/01/2015 00:49
judge17,ONTAR_ONTG9Appl_Q_21_6,ENGOC_A501-01_Q_4b_1,00:00:19,20/01/2015 00:50
judge17,SHANG_ShgQP2011_Q_11_2,SCOTL_SCOSG-CP1_Q_7a_2,00:00:10,20/01/2015 00:50
judge17,ENGED_5MB3F01_Q_11bii_3,ENGED_5MB1F01_Q_5b_6,00:00:11,20/01/2015 00:50
judge17,HONGK_HKG2010CEP2_Q_34_6,ENGOC_J560-06_Q_6ai_6,00:00:10,20/01/2015 00:50
judge17,OLEVE_4024s11qp12_Q_23b_3,OLEVE_4024s11qp12_Q_17a_4,00:00:14,20/01/2015 00:51
judge17,ENGED_1MA12H_Q_6c_2,ENGAQ_43603F_Q_8a_1,00:00:09,20/01/2015 00:51
judge17,ENGOC_J560-06_Q_12ai_4,ONTAR_ONTG9Acad_Q_5_1,00:00:23,20/01/2015 00:51
judge17,ENGWJ_4351-02_Q_1b_6,ENGOC_J560-03_Q_13bii_1,00:00:27,20/01/2015 00:52
judge17,IGCSE_0580-42 _Q_6ai_6,ENGAQ_83003F_Q_16_1,00:00:10,20/01/2015 00:52
judge17,ENGOC_J560-01_Q_20_2,IBO_IBOMATSDP1_Q_9bii_3,00:00:24,20/01/2015 00:52
judge17,ENGAQ_ 43601H_Q_3d_3,IGCSE_0580-42 _Q_2ci_4,00:00:54,20/01/2015 00:53
judge17,ENGAQ_83003H_Q_25_1,ENGOC_A501-01_Q_1c_1,00:00:10,20/01/2015 00:53
judge17,NETHE_ GT-0153-A-11_Q_18_4,ENGOC_J560-02_Q_17a_1,00:00:29,20/01/2015 00:54
judge17,ENGED_1MA12H_Q_2_2,ENGAQ_83001F_Q_19b_4,00:00:06,20/01/2015 12:01
judge17,ENGED_5MB3H01_Q_15bii_4,ENGED_1MA13F_Q_4b_1,00:00:20,20/01/2015 12:01
judge17,OLEVE_4024s11qp22_Q_7bi_4,ENGED_1MA13F_Q_7b_3,00:00:38,20/01/2015 12:02
judge17,JAPAN_JPNY3QPA_Q_12_2,ENGWJ_4353-01_Q_1e_1,00:00:20,20/01/2015 12:02
judge17,ENGOC_A502-02_Q_3b_6,ENGAQ_43602F_Q_11b_2,00:00:11,20/01/2015 12:02
judge17,HONGK_HKG2010CEP1_Q_9b_4,NEWZE_91028_Q_2d_1,00:00:51,20/01/2015 12:03
judge17,HONGK_HKG2010CEP2_Q_25_4,ENGOC_J560-06_Q_7_1,00:00:42,20/01/2015 12:04
judge17,ENGWJ_4351-02_Q_8b_2,ENGWJ_4352-01_Q_6bi_2,00:00:05,20/01/2015 12:04
judge17,ENGWJ_4352-02_Q_4_3,ENGED_5MB2F01_Q_3a_1,00:00:06,20/01/2015 12:04
judge17,HONGK_HKG2010CEP2_Q_47_4,ENGOC_A501-01_Q_8_3,00:00:11,20/01/2015 12:04
judge17,ENGAQ_83001H_Q_7a_2,ENGAQ_43603F_Q_1b_4,00:00:09,20/01/2015 12:04
judge17,ENGAQ_83001H_Q_1b_1,SCOTL_SCOSG-CP1_Q_6b_5,00:00:13,20/01/2015 12:05
judge17,ENGED_1MA13H_Q_3b_4,ENGOC_A503-02_Q_17_4,00:01:03,20/01/2015 12:06
judge17,OLEVE_4024s11qp22_Q_10ai_4,ENGAQ_83001H_Q_9a_1,00:00:17,20/01/2015 12:06
judge17,IGCSE_0580-22 _Q_1_4,ENGAQ_83003F_Q_4_1,00:00:19,20/01/2015 12:06
judge17,NETHE_ GT-0153-A-11_Q_8_1,ENGAQ_83001H_Q_18_4,00:00:25,20/01/2015 12:49
judge17,ENGAQ_83003F_Q_5_2,ENGED_5MB2F01_Q_4a_2,00:00:04,20/01/2015 12:49
judge17,NEWZE_91037_Q_1b_6,IBO_IBOMATSDP1_Q_3a_1,00:00:34,20/01/2015 12:50
judge17,ENGWJ_4351-01_Q_8b_4,ENGAQ_43603H_Q_6c_4,00:00:06,20/01/2015 12:50
judge17,SHANG_ShgQP2011_Q_9_2,ENGOC_A503-02_Q_10d_2,00:00:06,20/01/2015 12:50
judge17,NEWZE_91037_Q_3d_6,ENGOC_A503-02_Q_5a_2,00:00:08,20/01/2015 12:50
judge17,ENGED_1MA12H_Q_6c_2,ENGED_5MB2H01_Q_3b_1,00:00:10,20/01/2015 12:51
judge17,ENGOC_J560-01_Q_17b_2,IBO_IBOMATSDP1_Q_12b_6,00:00:20,20/01/2015 12:51
judge17,HONGK_HKG2010CEP1_Q_17bii_4,ENGOC_A503-02_Q_1_1,00:00:47,20/01/2015 12:52
judge17,JAPAN_JPNY3QPB_Q_3b_6,ENGWJ_4353-01_Q_6c_6,00:00:30,20/01/2015 12:52
judge17,ENGED_5MB3H01_Q_6_4,ENGOC_A503-02_Q_2b_4,00:00:13,20/01/2015 12:52
judge17,ENGED_1MA11H_Q_12b_2,HUNGA_HNGG10BA_Q_34_4,00:00:26,20/01/2015 12:53
judge17,ENGOC_J560-01_Q_11_2,ONTAR_ONTG9Acad_Q_28_4,00:00:13,20/01/2015 12:53
judge17,JAPAN_JPNY3QPA_Q_6a_4,ENGAQ_83002H_Q_23c_1,00:00:34,20/01/2015 12:54
judge17,ENGED_5MB2F01_Q_4b_2,NETHE_ GT-0153-A-11_Q_12_1,00:00:11,20/01/2015 16:41
judge17,ONTAR_ONTG9Appl_Q_13_2,NETHE_ GT-0153-A-11_Q_6_1,00:00:20,20/01/2015 16:41
judge17,ENGOC_A503-02_Q_14_5,ENGED_1MA12F_Q_8a_1,00:00:09,20/01/2015 16:42
judge17,ENGOC_J560-04_Q_12b_1,ENGOC_J560-02_Q_2a_5,00:00:05,20/01/2015 16:42
judge17,OLEVE_4024s11qp22_Q_8bii_4,HUNGA_HNGG10BA_Q_26_4,00:00:07,20/01/2015 16:42
judge17,ENGOC_J560-05_Q_13c_6,ENGAQ_83003F_Q_11b_2,00:00:09,20/01/2015 16:42
judge17,ENGWJ_4353-02_Q_2bi_6,ENGED_5MB3F01_Q_7a_4,00:00:09,20/01/2015 17:40
judge17,ENGED_1MA12F_Q_11b_6,ENGED_1MA11F_Q_19b_1,00:00:12,20/01/2015 18:18
judge17,JAPAN_JPNY3QPB_Q_6c_2,ENGOC_J560-06_Q_1a_3,00:00:56,20/01/2015 18:19
judge17,ENGED_1MA11H_Q_16a_2,ENGED_1MA11H_Q_15_4,00:01:26,20/01/2015 18:20
judge17,NEWZE_91027_Q_3di_2,ENGED_1MA11H_Q_3b_1,00:00:20,20/01/2015 18:21
judge17,HONGK_HKG2010CEP1_Q_10b_2,ENGED_5MB1H01_Q_1ii_1,00:00:08,20/01/2015 18:21
judge17,ENGAQ_83002F_Q_8b_5,SCOTL_SCOSG-CP2_Q_5_4,00:00:23,20/01/2015 18:21
judge17,HONGK_HKG2010CEP2_Q_47_4,ENGOC_J560-04_Q_6_3,00:00:27,20/01/2015 18:22
judge17,SHANG_ShgQP2011_Q_23a_4,NEWZE_91028_Q_3ciii_2,00:02:05,20/01/2015 18:24
judge17,SCOTL_SCOSG-CP2_Q_11_4,ENGWJ_4353-02_Q_4c_2,00:00:16,20/01/2015 18:24
judge17,IBO_IBOMATSDP2_Q_5d_2,ENGOC_J560-06_Q_5ai_1,00:00:09,20/01/2015 18:24
judge17,ENGWJ_4352-02_Q_6a_4,ENGOC_A502-02_Q_5a_1,00:00:07,20/01/2015 18:25
judge17,ENGOC_J560-02_Q_11ai_6,NEWZE_91028_Q_2c_1,00:00:51,20/01/2015 18:25
judge17,ENGOC_A503-02_Q_6_2,ENGOC_J560-03_Q_10b_1,00:00:06,20/01/2015 18:25
judge17,ENGED_5MB3F01_Q_10a_4,ENGWJ_4351-02_Q_11bi_4,00:00:08,20/01/2015 18:26
judge17,ENGOC_J560-04_Q_3a_1,ENGOC_J560-01_Q_1b_3,00:00:05,20/01/2015 18:26
judge17,ENGED_1MA12F_Q_8b_1,HUNGA_HNGG10BA_Q_25_3,00:00:34,20/01/2015 18:26
judge17,ENGOC_J560-04_Q_8b_2,NEWZE_91031_Q_2bi_4,00:00:38,20/01/2015 18:27
judge17,NEWZE_91028_Q_2e_1,ENGWJ_4352-01_Q_5b_2,00:00:13,20/01/2015 18:27
judge17,ENGWJ_4353-02_Q_4b_2,ENGOC_A503-01-Q_10a_2,00:00:21,20/01/2015 18:28
judge17,ONTAR_ONTG9Acad_Q_9_2,OLEVE_4024s11qp22_Q_8bi_4,00:00:08,20/01/2015 18:28
judge17,ENGAQ_83001H_Q_3_1,ENGED_1MA11F_Q_1a_1,00:00:06,20/01/2015 19:04
judge17,ONTAR_ONTG9Acad_Q_18_2,ENGOC_J560-02_Q_7a_1,00:00:04,20/01/2015 19:04
judge17,NEWZE_91031_Q_1bii_4,ENGWJ_4353-01_Q_6c_6,00:00:10,20/01/2015 19:04
judge17,HUNGA_HNGG10BA_Q_50_4,ENGOC_A503-02_Q_2b_4,00:00:17,20/01/2015 19:05
judge17,SHANG_ShgQP2011_Q_14_4,IGCSE_0580-42 _Q_6cv_6,00:00:27,20/01/2015 19:05
judge17,JAPAN_JPNY3QPA_Q_11b_2,ENGAQ_43603F_Q_2b_4,00:00:15,20/01/2015 19:38
judge17,KOREA_KORG92011_Q_11_2,ENGED_1MA13H_Q_2b_5,00:00:12,20/01/2015 19:38
judge17,NEWZE_91027_Q_1d_2,ENGED_5MB2H01_Q_2a_2,00:00:15,20/01/2015 19:39
judge17,NEWZE_91027_Q_3ai_2,ENGAQ_83001F_Q_13_2,00:00:03,20/01/2015 19:39
judge17,ENGOC_A501-02_Q_10bii_2,OLEVE_4024s11qp22_Q_7aiia_4,00:00:12,20/01/2015 19:39
judge17,HUNGA_HNGG10BA_Q_7_1,IBO_IBOMATSDP1_Q_4b_1,00:00:06,20/01/2015 19:39
judge17,ENGOC_J560-06_Q_10c_3,ENGAQ_83003H_Q_1_2,00:00:23,20/01/2015 19:40
judge17,OLEVE_4024s11qp12_Q_25a_2,ENGOC_A501-02_Q_4_3,00:00:58,20/01/2015 19:41
judge17,ENGAQ_83003H_Q_11_1,ENGOC_J560-03_Q_14a_5,00:00:09,20/01/2015 19:41
judge17,ENGED_1MA12H_Q_8b_1,HUNGA_HNGG10BA_Q_15_4,00:00:53,20/01/2015 19:42
judge17,ENGOC_J560-02_Q_9c_2,SCOTL_SCOSG-FP2_Q_1_1,00:00:36,20/01/2015 19:42
judge17,MASSA_MASG10-P2_Q_27_6,ENGED_1MA11F_Q_19c_1,00:00:22,20/01/2015 19:43
judge17,IGCSE_0580-22 _Q_21b_1,ENGOC_A502-01_Q_8bii_6,00:00:05,20/01/2015 19:43
judge17,KOREA_KORG92011_Q_16_2,ENGOC_A501-01_Q_3a_1,00:00:06,20/01/2015 19:43
judge17,ENGAQ_83001F_Q_19b_4,ENGWJ_4353-01_Q_1c_1,00:00:05,20/01/2015 19:43
judge17,OLEVE_4024s11qp12_Q_5a_2,IBO_IBOMATSDP1_Q_13c_2,00:00:09,20/01/2015 19:43
judge17,ONTAR_ONTG9Acad_Q_12_2,ENGAQ_43603F_Q_7a_4,00:00:09,20/01/2015 19:43
judge17,NEWZE_91028_Q_1biii_2,ENGAQ_83001H_Q_1b_1,00:00:15,20/01/2015 19:44
judge17,ENGED_5MB2H01_Q_16b_2,ENGED_5MB1F01_Q_7_1,00:00:27,20/01/2015 19:44
judge17,ENGED_1MA11H_Q_13_1,HONGK_HKG2010CEP1_Q_4a_2,00:00:34,20/01/2015 19:45
judge17,ENGAQ_43602F_Q_13_1,IBO_IBOMATSDP1_Q_13ab_2,00:00:35,20/01/2015 19:45
judge17,ONTAR_ONTG9Appl_Q_9_4,IBO_IBOMATSDP1_Q_14c_5,00:01:35,20/01/2015 19:47
judge17,HONGK_HKG2010CEP2_Q_11_2,KOREA_KORG92011_Q_CR3a_4,00:00:12,20/01/2015 19:47
judge17,ENGAQ_43602H_Q_2_1,ENGED_1MA11F_Q_10b_5,00:00:11,20/01/2015 19:47
judge17,ENGED_1MA13H_Q_2c_5,IGCSE_0580-22 _Q_1_4,00:00:07,20/01/2015 19:47
judge17,MASSA_MASG10-P1_Q_18_2,ENGOC_J560-03_Q_10b_1,00:00:07,20/01/2015 19:48
judge17,ENGOC_A501-02_Q_4_3,ENGED_5MB1H01_Q_8d_6,00:00:20,20/01/2015 19:48
judge17,IBO_IBOMATSDP1_Q_10a_4,ENGED_5MB3F01_Q_12b_1,00:00:28,20/01/2015 19:48
judge17,MASSA_MASG10-P1_Q_4_6,ENGAQ_43603F_Q_13b_4,00:00:19,20/01/2015 19:49
judge17,HONGK_HKG2010CEP2_Q_34_6,SCOTL_SCOSG-GP2_Q_6a_2,00:00:28,20/01/2015 19:49
judge17,ENGWJ_4351-01_Q_8b_4,OLEVE_4024s11qp22_Q_1bi_1,00:00:18,20/01/2015 19:49
judge17,HONGK_HKG2010CEP1_Q_17bii_4,ONTAR_ONTG9Appl_Q_6_2,00:00:07,20/01/2015 19:50
judge17,ENGAQ_43603H_Q_5_4,ENGOC_A503-02_Q_4c_5,00:00:14,20/01/2015 19:50
judge17,ENGOC_J560-05_Q_10b_1,ENGED_5MB2H01_Q_5bi_2,00:00:13,20/01/2015 19:50
judge17,ENGOC_J560-04_Q_1a_4,ENGED_5MB2F01_Q_14c_2,00:00:16,20/01/2015 19:50
judge17,IBO_IBOMATSDP1_Q_8c_6,IBO_IBOMATSDP1_Q_4c_1,00:00:11,20/01/2015 19:51
judge17,NEWZE_91028_Q_3di_2,ENGWJ_4353-01_Q_9_6,00:00:40,20/01/2015 19:51
judge17,ENGAQ_83002H_Q_13_2,ENGOC_A503-02_Q_6_2,00:00:17,20/01/2015 19:52
judge17,OLEVE_4024s11qp12_Q_15b_2,ENGED_5MB1H01_Q_9_2,00:00:20,20/01/2015 19:52
judge17,ENGWJ_4353-01_Q_1a_1,ENGAQ_43602F_Q_6_1,00:00:15,20/01/2015 19:52
judge17,ENGAQ_43602F_Q_11b_2,OLEVE_4024s11qp12_Q_16b_4,00:00:07,20/01/2015 19:52
judge17,ENGAQ_83002H_Q_19b_3,NEWZE_91031_Q_1biii_4,00:01:17,20/01/2015 19:54
judge17,NETHE_ GT-0153-A-11_Q_18_4,ENGAQ_83003H_Q_10a_2,00:00:22,20/01/2015 19:54
judge17,HONGK_HKG2010CEP1_Q_3a_2,ONTAR_ONTG9Acad_Q_18_2,00:00:34,20/01/2015 19:55
judge17,JAPAN_JPNY3QPB_Q_1b_3,ENGED_1MA12F_Q_18_5,00:00:16,20/01/2015 19:55
judge17,ENGWJ_4351-02_Q_6b_6,ONTAR_ONTG9Acad_Q_13_2,00:00:33,20/01/2015 19:55
judge17,ENGWJ_4351-02_Q_11bii_4,ENGOC_A501-02_Q_5a_6,00:00:12,20/01/2015 19:56
judge17,HONGK_HKG2010CEP2_Q_39_2,ENGAQ_83003F_Q_19_1,00:00:30,20/01/2015 19:56
judge17,ENGED_5MB3H01_Q_18_4,ENGAQ_83002F_Q_6_1,00:00:36,20/01/2015 19:57
judge17,ENGOC_A503-02_Q_11b_2,ENGED_5MB2H01_Q_8b_2,00:00:04,20/01/2015 19:57
judge17,ENGED_1MA11H_Q_10_1,ENGED_1MA12F_Q_9b_2,00:00:15,20/01/2015 19:57
judge17,NEWZE_91028_Q_2f_2,ENGWJ_4351-01_Q_2bi_3,00:00:12,20/01/2015 19:57
judge17,ENGOC_J560-01_Q_20_2,IBO_IBOMATSDP2_Q_2a_1,00:00:54,20/01/2015 19:58
judge17,MASSA_MASG10-P1_Q_21c_3,ENGWJ_4353-01_Q_6b_6,00:00:19,20/01/2015 19:59
judge17,ONTAR_ONTG9Appl_Q_23_2,HUNGA_HNGG10BA_Q_10_6,00:00:43,20/01/2015 19:59
judge17,ENGED_1MA12H_Q_8b_1,ENGAQ_ 43601H_Q_2_3,00:00:16,20/01/2015 20:00
judge17,ENGWJ_4352-02_Q_2c_4,ENGAQ_83002F_Q_3_1,00:00:14,20/01/2015 20:00
judge17,HONGK_HKG2010CEP1_Q_14aii_5,ENGOC_J560-06_Q_11b_5,00:00:18,20/01/2015 20:00
judge17,ENGOC_J560-02_Q_12b_3,ENGOC_A502-01_Q_5b_2,00:00:16,20/01/2015 20:01
judge17,OLEVE_4024s11qp12_Q_21a_1,ENGAQ_83002H_Q_6a_6,00:00:08,20/01/2015 20:01
judge17,HONGK_HKG2010CEP2_Q_51_2,IBO_IBOMATSDP1_Q_10b_4,00:00:52,20/01/2015 20:02
judge17,ENGOC_A503-02_Q_2c_4,ENGAQ_43603F_Q_12c_4,00:00:21,20/01/2015 20:02
judge17,OLEVE_4024s11qp22_Q_7aiia_4,ENGOC_J560-01_Q_9a_6,00:00:11,20/01/2015 20:02
judge17,NEWZE_91027_Q_3cii_2,ENGED_1MA12F_Q_3c_2,00:00:04,20/01/2015 20:02
judge17,ENGOC_J560-03_Q_8b_2,SHANG_ShgQP2011_Q_23b_4,00:00:10,20/01/2015 20:02
judge17,ENGED_5MB3F01_Q_6_3,ENGOC_A503-01-Q_4a_1,00:00:15,20/01/2015 20:03
judge17,OLEVE_4024s11qp22_Q_9di_2,JAPAN_JPNY3QPA_Q_12_2,00:00:15,20/01/2015 20:03
judge17,HUNGA_HNGG10BA_Q_49_4,NETHE_ GT-0153-A-11_Q_12_1,00:00:11,20/01/2015 20:03
judge17,ENGOC_J560-04_Q_3a_1,ENGOC_J560-06_Q_6aii_6,00:00:11,20/01/2015 20:03
judge17,ENGED_5MB1H01_Q_7_3,ENGAQ_43601F_Q_3a_6,00:00:10,20/01/2015 20:04
judge17,ENGED_1MA11H_Q_12b_2,ENGED_5MB3F01_Q_18b_2,00:00:11,20/01/2015 20:04
judge17,JAPAN_JPNY3QPA_Q_10b_2,MASSA_MASG10-P2_Q_41c_3,00:00:13,20/01/2015 20:07
judge17,MASSA_MASG10-P2_Q_37_2,SCOTL_SCOSG-FP2_Q_12_1,00:00:34,20/01/2015 20:07
judge17,ENGED_5MB2H01_Q_3b_1,ONTAR_ONTG9Acad_Q_30_4,00:00:34,20/01/2015 20:08
judge17,ENGAQ_83001H_Q_11_6,ENGED_5MB3F01_Q_5a_2,00:00:04,20/01/2015 20:08
judge17,ENGAQ_43603F_Q_9_4,ENGOC_J560-04_Q_3b_1,00:00:07,20/01/2015 20:08
judge17,ENGED_5MB3H01_Q_9_4,ENGWJ_4352-02_Q_2a_4,00:00:12,20/01/2015 20:08
judge17,KOREA_KORG92011_Q_CR3b_4,NEWZE_91037_Q_2b_5,00:00:14,20/01/2015 20:09
judge17,ONTAR_ONTG9Appl_Q_5_2,ENGED_5MB2F01_Q_5_4,00:00:10,20/01/2015 20:09
judge17,ENGWJ_4351-01_Q_9a_3,IBO_IBOMATSDP2_Q_4e_3,00:00:11,20/01/2015 20:09
judge17,OLEVE_4024s11qp22_Q_11biii_4,IGCSE_0580-42 _Q_5a_2,00:00:20,20/01/2015 20:09
judge17,ENGAQ_83002F_Q_12b_1,NEWZE_91037_Q_3a_6,00:00:10,20/01/2015 20:09
judge17,NEWZE_91037_Q_2cii_5,ENGOC_J560-02_Q_13a_2,00:00:10,20/01/2015 20:10
judge17,IGCSE_0580-22 _Q_15_2,ENGOC_A503-02_Q_10d_2,00:00:12,20/01/2015 20:10
judge17,ENGAQ_43603H_Q_10_4,ENGWJ_4353-01_Q_7a_1,00:00:06,20/01/2015 20:10
