name,value
256322-256314-21848795,451.773
256322-256314-21858879,374.977
256322-256314-22113907,342.274
256322-256314-21950198,342.194
256322-256314-22067929,341.254
256322-256314-22088225,329.929
256322-256314-21788135,323.869
256322-256314-22052022,316.704
C22.1 word,307.822
C112.1 word,302.552
256322-256314-22779100,283.845
C74.2 word,281.762
256322-256314-22034228,275.773
256322-256314-22039322,262.357
256322-256314-21860772,261.979
C54.2 word,260.251
C47.2 word,254.661
256322-256314-22094276,252.253
C55.1 word,248.871
256322-256314-21853772,248.328
256322-256314-21788344,245.412
256322-256314-22041283,242.243
256322-256314-22118172,238.821
C37.1 word,236.882
256322-256314-21849538,233.493
256322-256314-22466548,233.194
256322-256314-21800794,231.046
C56.1 word,229.723
256322-256314-21847156,228
256322-256314-21855861,216.898
256322-256314-21799725,215.879
256322-256314-22034134,213.853
C21.1 word,209.023
C94.1 word,188.943
C59.1 word,186.781
C117.1 word,173.47
C81.1 word,172.723
256322-256314-22780844,171.889
256322-256314-22824794,169.694
C118.2 word,167.66
C46.2 word,166.539
C120.1 word,150.803
C103.2 word,141.73
C99.1 word,138.038
256322-256314-21839336,135.041
256322-256314-22824807,130.654
C35.1 word,127.504
C106.1 word,124.559
C57.1 word,119.255
256322-256314-21851432,115.926
C83.2 word,115.895
C63.1 word,110.333
256322-256314-22828688,106.16
256322-256314-22824745,102.416
C114.2 word,97.665
256322-256314-22759029,93.437
256322-256314-22114669,88.361
C84.1 word,88.254
256322-256314-21788277,83.004
C82.1 word,81.326
C113.2 word,78.862
C58.1 word,78.458
C61.2 word,74.334
C84.2 word,71.058
256322-256314-22824759,67.179
C64.2 word,61.265
256322-256314-21787881,60.024
C47.1 word,55.379
C102.2 word,55.343
256322-256314-22780604,50.524
C38.1 word,47.657
C58.2 word,46.773
C75.1 word,44.699
C44.1 word,41.489
C31.1 word,38.93
C64.1 word,38.436
C75.2 word,37.949
C79.2 word,36.107
C16.1 word,36.025
C43.1 word,33.372
C22.2 word,32.318
256322-256314-22159528,31.461
C77.1 word,31.461
256322-256314-22795338,22.997
C97.1 word,21.325
C108.2 word,19.613
C110.2 word,16.755
256322-256314-21787437,14.855
C74.1 word,11.73
C109.2 word,3.404
C86.1 word,-1.79
C90.1 word,-1.86
C109.1 word,-5.144
C32.1 word,-7.92
C13.2 word,-8.757
C68.1 word,-16.748
C98.1 word,-18.538
C61.1 word,-20.624
256322-256314-22039885,-32.191
C104.2 word,-37.044
C27.1 word,-37.571
C14.2 word,-49.576
C51.1 word,-55.894
C30.1 word,-56.744
C73.2 word,-57.878
C89.1 word,-58.037
C20.1 word,-58.715
C41.1 word,-67.691
C28.1 word,-68.721
C23.2 word,-68.816
C69.2 word,-68.996
C116.1 word,-72.022
C65.2 word,-75.145
C33.1 word,-81.391
C105.2 word,-85.782
C83.1 word,-88.686
C26.2 word,-95.661
C11.2 word,-99.428
C114.1 word,-101.482
C52.1 word,-105.462
C51.2 word,-107.85
C111.2 word,-110.668
C91.1 word,-110.884
C29.1 word,-111.327
C52.2 word,-113.138
C60.2 word,-115.063
C59.2 word,-116.068
256322-256314-21847713,-120.504
C12.2 word,-122.643
C65.1 word,-127.076
C56.2 word,-128.258
256322-256314-21787574,-140.402
C115.2 word,-143.295
C15.2 word,-144.993
C42.1 word,-146.653
C50.1 word,-151.281
256322-256314-21787935,-152.953
C113.1 word,-153.584
C25.2 word,-159.128
C3.2 word,-159.652
256322-256314-21788390,-162.245
C2.2 word,-162.692
C45.2 word,-164.926
C72.1 word,-168.587
C92.1 word,-169.835
C101.2 word,-177.867
C19.1 word,-179.593
C43.2 word,-182.214
C93.1 word,-182.648
C115.1 word,-187.798
C66.1 word,-192.456
C95.1 word,-213.664
C105.1 word,-218.129
C42.2 word,-229.323
C18.1 word,-241.95
C34.1 word,-242.737
C49.1 word,-254.933
C41.2 word,-267.04
C48.1 word,-267.236
C9.2 word,-276.665
C76.1 word,-297.409
C80.2 word,-300.122
C25.1 word,-306.721
C81.2 word,-309.857
C76.2 word,-314.511
C45.1 word,-326.593
C85.1 word,-344.07
C119.1 word,-356.165
C62.1 word,-391.371
C72.2 word,-399.324
C26.1 word,-399.337
C44.2 word,-417.197
C107.1 word,-421.55
C99.2 word,-439.293
C112.2 word,-439.945
