name,value
103,229.376
107,214.886
104,193.132
106,170.462
83,150.284
105,142.159
1010,134.072
101,130.223
81,56.086
88,55.532
85,26.049
86,21.773
87,12.982
109,4.708
82,-1.927
102,-37.126
89,-94.699
95,-137.544
94,-176.461
810,-190.046
92,-205.793
84,-206.526
93,-232.086
91,-259.516
