name,value
2K12KMl12KMV,367.679
2N12NLn12NLE,362.674
2A12AEn12AEL,361.4
2A12ATs12ATh,328.078
2F12FRn12FRu,305.268
2B12BJs12BJG,279.235
2J12JSm12JSS,279.099
2K12KMi12KMa,268.198
2Y12YXo12YXi,259.072
2G12GRn12GRO,254.928
2W12WJe12WJS,247.4
2M12MJk12MJH,238.693
2N12NLe12NLR,232.535
2S12SHs12SHa,228.687
2L12LFy12LFa,223.209
2L12LWe12LWh,220.415
2K12KCr12KCa,219.576
2S12SKe12SKe,218.296
2A12AGl12AGo,212.069
2J12JL212JLB,208.738
2W12WJs12WJo,207.452
2L12LMs12LMc,195.809
1B11BGm11BGr,195.309
2C12CTs12CTi,192.998
2R12RDr12RDC,192.242
1L11LAr11LAH,191.281
2M12MDs12MDa,190.765
2O12OJn12OJH,188.843
2O12OSb12OSa,186.511
2J12JJt12JJS,185.319
2T12TBn12TBr,179.918
2M12MWn12MWa,177.588
2E12ECr12ECo,177.252
2J12JM212JMa,176.376
2R12RFw12RFi,172.114
2L12LL512LLi,164.41
2S12SHw12SHa,163.224
2B12BDy12BDA,157.9
2D12DMn12DMF,153.467
2A12ASi12ASe,147.764
2V12VMa12VMa,147.031
2J12JRd12JRM,145.654
2G12GSl12GSh,131.94
2J12JTl12JTN,131.613
2L12LWu12LWu,128.972
2D12DBe12DBy,125.15
2A12ALs12ALu,120.36
2L12LJt12LJP,111.751
2J12JBy12JBe,111.089
2A12AHr12AHa,108.347
2M12MJn12MJB,106.915
2T12TRd12TRA,106.247
2P12PHt12PHu,103.667
2L12LWn12LWi,95.013
2V12VJn12VJF,94.91
2S12SBl12SBa,93.391
2L12LHu12LHu,87.685
2J12JKy12JKe,86.087
2D12DMr12DMi,84.479
2J12JPs12JPB,78.429
2A12AKi12AKo,77.598
2J12JHe12JHa,68.185
2O12OJn12OJB,63.699
2A12ADn12ADa,58.331
2H12HRs12HRo,56.103
2D12DMy12DMa,53.853
1R11RDs11RDM,49.364
2C12CSs12CSt,30.159
2N12NMd12NMc,21.074
2J12JEy12JEM,17.104
2M12MHm12MHH,14.832
2P12PHn12PHa,14.233
2Z12ZPr12ZPr,5.749
2S12SVe12SVi,5.044
2J12JKr12JKi,4.142
2L12LGg12LGK,2.739
1S11SSs11SSN,0.929
2V12VYg12VYH,-1.049
2J12JBt12JBe,-2.507
2M12MJr12MJT,-4.886
2H12HJn12HJM,-10.451
2S12SPt12SPa,-14.861
2S12SWy12SWe,-15.056
2J12JCd12JCR,-16.736
2A12ABy12ABr,-25.252
2J12JSn12JSh,-30.095
2M12MLy12MLo,-36.759
2H12HKy12HKa,-55.032
2T12TH212THu,-61.2
2Y12YZ712YZh,-62.86
2E12EKn12EKH,-65.167
2L12LBn12LBi,-65.263
2D12DTw12DTh,-69.99
2Z12ZLu12ZLu,-83.431
1A11ATo11ATr,-86.432
2C12CWs12CWe,-89.354
2M12MGy12MGH,-95.4
2W12WHh12WHa,-98.814
2Y12YZ512YZh,-111.122
2X12XJn12XJC,-112.398
2S12SRy12SRi,-113.304
2J12JHn12JHo,-121.182
2D12DJn12DJG,-121.474
2J12JGs12JGr,-132.843
2T12TAs12TAG,-136.284
2E12EAa12EAd,-136.836
2C12CAs12CAL,-137.305
2A12ACy12ACo,-148.456
1M11MJo11MJi,-153.43
2N12NAs12NAy,-154.949
2W12WWr12WWh,-164.214
2S12SJy12SJB,-166.267
2K12KGk12KGl,-173.465
0M10MPi10MPa,-178.47
2A12AM212AMa,-187.763
2J12JBs12JBr,-194.175
2S12SFh12SFr,-206.948
1C11CFu11CFA,-215.905
2A12AS212ASc,-225.236
2Y12YL112YLi,-249.818
2K12KTt12KTa,-254.795
2T12TSu12TSa,-258.253
2H12HYo12HYH,-278.54
2H12HTo12HTK,-289.906
2M12MNi12MNk,-295.439
2N12NMu12NML,-298.705
1N11NSy11NSi,-303.45
2H12HJk12HJB,-324.009
2S12SAl12SAb,-324.634
2D12DRd12DRi,-333.4
2A12ATe12ATr,-345.844
2A12AW212AWi,-352.638
2H12HC312HCh,-387.966
0H10HLn10HLi,-430.501
1L11LMn11LMc,-465.275
2D12DPt12DPe,-495.711
2G12GRa12GRa,-539.409
1Z11ZC211ZCh,-547.673
2Z12ZAn12ZAy,-595.072
