individual,id,Ntot,N1,ND,N0,raw,score,propscore,theta,se.theta,outfit,infit
D1,16,120,105,0,15,105,104.77499999999999,0.8731249999999999,1.5415216809334789,0.27698970985931537,0.979907636529221,0.9825200577648511
D2,17,120,100,0,20,100,99.8,0.8316666666666667,1.344511742998692,0.25354179532850996,0.7530275720559664,0.9466331310406759
D5,20,120,97,0,23,97,96.81500000000001,0.8067916666666668,1.2131793091568015,0.24300888073287288,1.0877508323421303,1.05138899105509
D3,18,120,92,0,28,92,91.84,0.7653333333333333,0.9764453302365332,0.22559521532824153,1.052739771746954,1.0346945142717443
A4,4,120,81,0,39,81,80.895,0.674125,0.586891201998277,0.20241567513599146,1.029914524415619,1.0112061477915977
B3,8,120,81,0,39,81,80.895,0.674125,0.6237880018601221,0.21194333145352048,0.9399904855246407,0.9444461961258555
B5,10,120,80,0,40,80,79.89999999999999,0.6658333333333333,0.6302717132411757,0.21974571995749353,0.8163451519508116,0.8750151612348148
B2,7,120,76,0,44,76,75.91999999999999,0.6326666666666666,0.5081920760829294,0.21927991434110966,0.9951795127887588,1.0218600318172364
D4,19,120,74,0,46,74,73.93,0.6160833333333334,0.38792237329139184,0.19795852478808512,1.0045799944506075,1.0071407058791364
B4,9,120,63,0,57,63,62.98500000000001,0.5248750000000001,0.08350354849646892,0.19546234242303423,0.9594898868989676,0.9641722357414841
A1,1,120,62,0,58,62,61.99,0.5165833333333334,0.06151065807117373,0.20826857520306089,0.9963462626082664,0.9978843866928914
A2,2,120,47,0,73,47,47.065,0.3922083333333333,-0.4138018469916645,0.21949567231420422,1.1413751477228629,1.1378890154058292
C1,11,120,46,0,74,46,46.07,0.3839166666666667,-0.4181619261813855,0.2088584475741955,0.9875246967639649,1.0202976733330547
A5,5,120,44,0,76,44,44.08,0.36733333333333335,-0.5051534319083036,0.21921520134183003,1.1303015707803137,1.1159654256968776
C3,13,120,34,0,86,34,34.13,0.2844166666666667,-0.7770381133113874,0.2162979705822862,1.037395837786474,1.0153826414700784
A3,3,120,33,0,87,33,33.135,0.276125,-0.8088716349768114,0.21749266810072157,0.9737901987464725,0.9836004143344997
B1,6,120,27,0,93,27,27.165000000000003,0.22637500000000002,-1.019342681945077,0.2271708023661178,0.98730276773312,0.9791631100415874
C4,14,120,22,0,98,22,22.19,0.18491666666666667,-1.144122239117545,0.23591446983461492,1.0131167567587007,1.0019505584226278
C5,15,120,19,0,101,19,19.205,0.16004166666666667,-1.3848829755838552,0.258023494516666,0.8971765529366491,0.9379251583504922
C2,12,120,17,0,103,17,17.215000000000003,0.14345833333333335,-1.4863627863510154,0.26804788113699696,0.6990552473044326,0.9132846758101442
