name,value
137,368.102
132,317.081
139,301.685
106,300.35
12,294.69
85,272.49
44,253.287
135,242.163
150,241.447
65,222.989
122,209.31
117,204.774
39,203.169
35,195.857
66,195.248
93,192.484
108,191.819
113,190.976
103,188.985
8,175.339
79,174.733
88,172.284
78,170.193
34,164.752
20,164.577
13,161.601
89,148.228
101,147.133
131,147.042
40,130.796
51,127.868
77,125.874
140,121.324
55,111.932
59,110.872
11,109.657
149,107.199
128,104.305
87,102.222
10,101.175
96,98.452
102,97.04
124,96.271
7,95.857
81,95.411
17,95.36
27,93.687
53,90.64
121,86.81
16,84.908
45,82.578
36,80.226
3,72.653
114,69.042
97,65.138
49,64.685
127,62.635
133,61.661
60,59.784
126,58.981
91,54.723
69,52.66
146,49.641
120,48.466
24,47.457
84,45.244
30,38.748
47,29.312
58,18.664
48,14.55
23,12.613
141,5.835
82,5.69
2,1.613
46,1.131
86,-3.745
28,-4.43
145,-5.072
33,-5.23
6,-5.478
74,-8.409
1,-14.782
76,-15.456
111,-17.757
116,-18.542
54,-30.503
148,-34.272
41,-34.955
94,-38.437
22,-39.225
147,-41.098
109,-41.62
19,-43.749
99,-43.847
98,-48.827
144,-49.995
112,-50.561
138,-53.996
52,-55.304
37,-56.352
15,-58.36
136,-59.745
18,-62.946
142,-67.825
129,-67.932
43,-68.608
119,-72.108
56,-76.792
143,-79.573
61,-79.833
9,-80.238
92,-80.539
100,-98.006
75,-100.19
83,-106.486
70,-120.809
68,-129.466
130,-130.444
80,-134.519
32,-136.329
73,-137.256
72,-137.48
118,-138.441
14,-150.305
50,-153.779
57,-156.646
134,-167.47
25,-171.152
26,-171.766
64,-180.96
5,-185.832
107,-188.012
110,-188.518
29,-190.821
95,-203.759
38,-213.346
63,-214.302
105,-231.523
104,-232.922
123,-239.499
125,-248.821
62,-261.04
67,-278.97
90,-294.715
42,-313.827
31,-356.794
115,-366.696
71,-378.303
4,-387.647
21,-391.186
