individual,id,Ntot,N1,ND,N0,raw,score,propscore,theta,se.theta,outfit,infit
6,6,52,40,0,12,40,39.83846153846154,0.7661242603550296,1.3416213347730386,0.3461489755759051,0.7248682463649652,0.921985450865109
2,2,52,37,0,15,37,36.87307692307692,0.7090976331360946,1.0275540568319737,0.32884334986137886,1.4445010831456118,1.2008035840305988
5,5,52,37,0,15,37,36.87307692307692,0.7090976331360946,1.07984521924437,0.3262730066624707,0.7917349189085393,0.9604408197264813
15,15,52,37,0,15,37,36.87307692307692,0.7090976331360946,1.0005719471050636,0.32994456989248994,1.1181450805341606,0.9432255239939654
8,8,51,33,0,18,33,32.91176470588235,0.6453287197231833,0.6995625029440593,0.3190783518923855,1.2198780292203124,1.0266114173965488
14,14,53,33,0,20,33,32.92641509433962,0.62125311498754,0.6871978520811952,0.30766561185755675,0.817679252399919,0.9099266383071486
10,10,54,30,0,24,30,29.96666666666667,0.5549382716049384,0.32867943944611505,0.30439834615965966,0.9814431053116919,0.964943409125517
3,3,52,28,0,24,28,27.97692307692308,0.53801775147929,0.18780127648577288,0.3123329734824063,1.286818516020239,1.1841831138829313
4,4,53,26,0,27,26,26.00566037735849,0.49067283730865074,0.05164367167533333,0.3061487427781351,0.9525637621802205,1.012971207610232
7,7,54,25,0,29,25,25.022222222222222,0.4633744855967078,-0.05516498557760117,0.30478708842862506,0.9802741562484227,0.9338060539711951
9,9,52,22,0,30,22,22.046153846153846,0.42396449704142014,-0.28317956130087646,0.31711298419417466,0.726324918147085,0.7761975814605182
12,12,51,16,0,35,16,16.11176470588235,0.315916955017301,-0.7967371727245859,0.3390892105828901,0.9788465268990049,1.0047568815445407
11,11,49,9,0,40,9,9.189795918367347,0.18754685547688463,-1.6416684545478795,0.40293345822746357,0.8318086080754956,0.8228970388962149
13,13,51,9,0,42,9,9.194117647058823,0.18027681660899653,-1.6449525373994598,0.40052502912388255,0.7633303193218635,0.7042134002486136
1,1,50,7,0,43,7,7.216,0.14432,-1.9827745890365185,0.4322645036900417,1.589348695784429,1.3598834875172496
