name,value
cdfa1effe52bc3c01fde3e290f57085b,507.667
94d9699732e50f271a89808b9575139b,403.168
C13,395.967
E29,383.107
9125eb25d10dcb5fb57dfbdb59a1b74b,382.928
F15,382.063
3e214041981e81f9fd99ca069cf98325,349.102
5d8bc2a5aaf9041890e730414a34b0af,347.972
C16,332.257
0ff122df35e6ed7d06b637d474d7eb49,314.812
54938ca135f9858cfb0c2a965718392e,311.569
E28,284.759
E30,281.376
G10,262.195
C4,245.5
C14,243.496
ce5eb73aac1ac0832ad9ec9adedb38da,243.12
H12,239.097
786709f6b21b9f098a1c6cbea7fdac08,239.086
1a044b43ab4eca593fa07c0b69e55cc3,233.954
ea230cb808b6557485b8dc7db1a0a86a,230.189
I17,227.779
D16,221.188
D14,221.169
E1,220.292
C11,209.157
E6,205.957
E21,205.799
D12,203.34
J9,202.087
I3,191.001
5424045be2c80e896ef02f09bf8808d7,186.942
45154a9e7c9638ad97b07b3e8baf525b,185.563
4e97803b18e84a03636d0ea4459a0809,173.491
G5,163.236
C15,160.486
29fe32912c306a55427d86d4a78dde8c,158.523
K19,147.297
F2,141.269
I10,140.678
da10dd2f875c94b2f976147315a321cd,138.834
H0,136.201
F13,131.552
F16,126.319
e6a2aa6b4f60dcdfcc0ab434c9db7457,126.091
59bbe0f37957c04823cce57361bc26ba,121.946
2920d4f4f2684f38b8167e1a99129821,119.655
F18,119.146
A12,114.921
A13,106.47
A14,104.316
D11,96.229
C6,95.046
4467eca119993cc6d6059a5d725aa6c4,92.955
ee7c0339be618ca65973144f3bb849ce,92.254
A8,89.936
5eee9f0e60b7c6c9717def7892237bb6,85.699
0410ebd8e853f8b3f21bf103193dabb2,85.609
e5a81896770776be23d598d49ed65f03,78.333
K20,68.346
K26,62.426
ca4b73cfbaf430ee72a8faf80734c750,60.089
H4,56.715
B6,51.918
C9,48.058
K14,47.246
I18,36.317
H16,30.018
J13,29.018
A18,19.052
d6fba3cf86ddfa7a43b68ae7ee134b2a,13.427
A7,-0.235
H19,-4.13
J5,-4.894
e07e3b29c3f3ed23ea6d2d7db0e65cf8,-5.344
H2,-11.715
K18,-13.368
K27,-16.19
K24,-16.51
J7,-17.701
F12,-20.77
f55ee19306d07ae1f8a3a61c6053dd65,-24.436
C8,-28.122
4316da0280389031ec4fde76dcb58b10,-29.709
f48ab1373fce7ff56fa9d6dc6eb9787b,-30.655
11932db57791df696a819ee36383b36f,-34.777
A16,-37.06
F4,-38.819
C7,-43.391
E23,-45.283
J11,-46.221
3649ba8db06d94c8b79911d940ba289c,-47.325
E20,-53.897
9b446c02b1d2fec409365483c212da9b,-62.799
E11,-69.168
B3,-70.074
E4,-79.921
A11,-80.598
E27,-90.44
H10,-119.725
C18,-120.575
E8,-121.829
K25,-125.205
F5,-134.387
I2,-140.328
d1fe7291ff309bfc52980e0f00714df3,-140.958
F9,-141.49
D5,-142.625
K23,-145.785
E5,-146.929
K11,-148.393
K21,-153.972
201ff93bed1856e467a73afca839da06,-162.37
I15,-164.299
F7,-165.859
E10,-175.679
G9,-180.699
F3,-182.78
C1,-190.563
H13,-191.607
K22,-191.791
d7f573c9a18444c1b18c4e62e4b5f9f6,-198.02
1b2bf88d0cf06c8dfb2d58e0b4579f35,-198.032
C12,-207.557
H17,-209.067
I11,-209.388
K10,-222.051
E3,-234.83
E24,-243.542
A9,-257.744
965443f7a817be579b5cd51aebfd15f7,-259.233
H3,-272.195
K17,-278.565
I19,-279.474
A15,-285.646
E22,-289.737
F14,-307.848
B8,-316.658
G3,-322.709
B14,-323.246
A6,-324.695
C19,-331.767
I8,-340.569
ac669b056cd33482fad55d756497b177,-346.449
K2,-357.151
G1,-386.159
J15,-431.599
482d7a26ee61f1a3c7a58a495e9f2b54,-447.811
I12b,-469.638
