name,value
17,344.93
7,283.608
10,168.359
13,141.901
3,134.148
11,130.608
6,87.874
18,64.829
14,29.405
5,-5.617
15,-41.601
9,-55.318
4,-69.807
2,-107.951
12,-112.301
16,-301.1
8,-313.924
1,-378.043
