name,value
126,465.015
143,434.407
1,430.58
111,371.296
35,369.642
71,321.534
110,320.546
83,315.602
105,312.191
116,308.831
50,306.386
134,263.022
13,261.482
127,256.319
31,244.308
92,241.543
147,241.347
81,238.823
82,238.807
140,236.912
15,236.772
119,220.725
94,208.626
148,193.107
149,192.185
90,190.71
104,185.881
133,180.438
52,177.493
112,177.263
124,173.771
75,171.575
132,170.164
137,165.953
96,164.071
118,161.893
53,153.693
7,153.304
12,150.437
101,144.051
2,140.966
24,140.66
51,140.516
121,140.433
123,139.556
135,138.575
103,134.168
129,130.469
46,130.257
34,126.464
142,125.108
102,116.339
125,115.098
130,114.874
38,108.587
21,103.65
22,103.151
151,87.312
10,79.142
141,60.727
66,59.333
67,53.47
3,53.188
136,41.754
85,40.392
153,37.003
58,36.265
28,34.269
55,29.545
106,24.159
29,22.961
115,22.487
20,21.335
95,19.523
144,5.063
56,3.646
79,0.41
107,-2.784
4,-4.639
11,-6.119
59,-7.088
91,-11.368
26,-12.086
154,-12.65
40,-17.153
139,-18.294
120,-20.972
57,-23.824
47,-24.795
65,-27.774
74,-31.077
100,-33.264
68,-34.115
122,-36.839
25,-39.14
113,-51.773
61,-53.408
131,-56.582
19,-65.36
145,-69.687
86,-72.884
76,-74.305
152,-79.264
27,-84.34
9,-88.689
54,-94.59
138,-96.004
69,-99.392
78,-99.595
80,-106.443
114,-107.642
18,-114.163
117,-114.725
16,-117.231
84,-118.007
6,-119.824
14,-123.904
5,-131.297
109,-136.654
36,-139.754
88,-143.381
60,-154.731
108,-155.152
8,-157.499
32,-158.247
64,-161.497
62,-194.147
41,-204.632
72,-222.643
155,-226.441
89,-233.848
33,-236.071
30,-242.015
42,-244.155
70,-248.71
37,-258.466
49,-261.611
17,-280.84
43,-298.409
150,-308.083
97,-323.491
146,-323.606
77,-326.9
99,-344.345
39,-345.834
73,-360.367
63,-366.632
93,-371.904
48,-381.814
98,-395.209
23,-421.792
87,-431.051
128,-470.634
45,-597.905
