name,value
333,335.538
336,326.004
90,297.035
22,293.089
330,288.954
468,287.723
380,284.89
376,279.998
37,275.229
329,274.07
98,270.676
271,270.246
308,267.606
880,258.529
272,253.82
474,250.759
105,248.186
302,246.216
396,240.296
401,236.123
6,234.844
349,232.413
914,231.791
327,231.23
328,230.702
259,228.691
307,226.558
132,225.663
869,225.299
258,224.848
378,223.781
335,223.076
472,223.033
908,222.316
367,221.294
357,221.017
326,217.83
36,217.321
395,215.393
484,215.213
103,215.14
372,212.346
661,211.735
85,209.393
86,207.111
481,206.928
185,206.87
645,206.667
822,206.073
375,205.583
306,204
921,202.744
101,200.074
188,199.121
339,194.299
373,191.38
377,191.226
471,190.82
693,188.584
685,186.846
561,185.147
473,184.164
368,182.614
802,182.293
197,182.026
369,181.246
724,178.554
868,178.533
479,178.508
374,177.836
23,176.665
11,175.827
884,175.334
104,174.354
883,173.131
312,172.746
503,172.667
688,172.532
331,170.676
807,170.657
909,170.339
879,167.797
12,166.787
274,166.346
381,164.696
13,164.312
663,163.945
186,163.926
34,162.274
365,160.203
399,158.738
713,155.895
514,154.832
480,154.639
602,150.864
366,150.863
115,150.486
275,149.451
411,148.954
881,148.643
311,148.407
2,147.977
334,147.482
348,147.072
276,146.697
100,146.349
716,145.575
404,144.719
26,144.653
193,144.311
450,143.663
16,143.041
613,142.843
898,142.072
619,139.343
252,139.303
912,138.906
18,137.83
496,135.885
612,135.5
887,134.964
562,134.929
341,134.652
534,134.308
568,132.972
81,128.851
296,127.351
310,126.835
616,126.788
469,126.625
338,126.569
177,125.804
825,125.754
287,125.139
342,125.062
221,123.989
206,122.754
269,119.054
291,118.179
209,117.268
315,116.626
508,115.953
65,115.147
470,114.921
720,113.119
504,112.898
189,112.873
904,112.568
714,111.085
294,110.391
521,110.042
519,109.637
114,109.494
242,107.358
288,106.95
579,106.758
814,106.697
224,106.672
305,105.097
231,105.054
410,104.371
106,102.976
228,101.996
718,100.621
446,99.404
415,99.025
205,98.572
119,98.517
19,98.007
686,96.862
910,96.494
638,96.088
515,95.968
116,95.813
299,95.659
394,95.627
243,94.818
697,94.417
236,94.334
213,94.089
877,94.06
414,92.051
304,92.045
402,91.981
556,91.478
192,91.191
47,90.805
913,90.119
722,90.058
386,89.947
88,89.656
255,89.492
323,87.756
109,86.317
84,85.129
492,83.696
603,83.662
794,81.501
505,81.342
897,81.146
843,80.686
97,80.048
860,79.636
15,79.57
892,79.27
620,79.061
805,78.907
551,78.804
371,77.941
489,77.009
309,75.767
131,74.953
733,74.835
906,74.472
413,74.428
606,74.027
684,73.995
46,73.68
905,72.88
916,72.643
233,72.058
520,71.991
535,71.947
83,71.605
424,70.698
734,70.682
444,68.382
589,65.844
915,65.377
110,64.959
354,64.794
451,64.325
24,64.294
214,64.106
641,63.761
108,63.668
211,63.058
165,62.642
575,61.948
262,59.767
412,59.736
858,59.269
346,59.256
277,59.193
632,58.966
516,58.952
801,58.066
902,57.903
202,56.439
237,55.896
244,55.438
210,54.85
48,54.489
168,53.948
475,53.603
546,53.577
861,53.551
398,53.138
195,52.542
303,52.336
425,52.28
611,51.812
798,51.797
907,51.377
400,51.142
582,51.105
710,50.694
555,49.107
929,48.814
44,48.658
559,48.449
397,48.33
857,47.753
494,46.976
207,46.762
145,46.519
894,46.378
120,46.371
285,46.229
17,45.896
698,45.701
318,45.699
10,44.205
113,44.091
320,43.45
245,43.293
74,42.228
467,42.045
279,41.615
544,40.904
538,40.575
878,40.206
77,39.945
583,38.691
89,38.007
280,37.925
478,37.637
920,37.358
240,36.444
82,36.182
284,36.099
752,35.233
885,35.005
782,34.997
421,34.53
588,34.487
383,34.043
739,32.92
781,32.696
270,32.375
646,31.622
324,31.62
513,31.382
409,29.28
147,28.565
194,28.557
896,28.116
234,27.009
836,26.356
586,24.98
14,24.889
208,24.791
99,23.65
337,22.802
491,22.608
522,21.856
229,21.63
292,21.235
712,21.23
637,20.719
393,20.357
122,20.083
254,19.643
35,19.475
725,18.307
799,18.226
416,18.223
617,16.949
823,16.763
268,16.753
230,16.595
846,15.565
903,15.553
226,15.345
203,12.681
882,12.353
445,12.106
723,12.05
