judging_session,iteration,mcalc_corr,ssr_x
AlMaimani2017,85,0.9948274018866736,0.9570083962880244
AlMaimani2017,86,0.978556416510881,0.959169123108431
AlMaimani2017,87,0.9949933842598684,0.9580949264798456
AlMaimani2017,88,0.9976276430812058,0.9515143771228406
AlMaimani2017,89,0.9876584492312684,0.955029720089567
AlMaimani2017,9,0.993707362958422,0.9594087413550532
AlMaimani2017,90,0.9993758344601044,0.9569196186706802
AlMaimani2017,91,0.9918108733110026,0.9555282972778504
AlMaimani2017,92,0.99746952202978445,0.9630824031008934
AlMaimani2017,93,0.9954073047523032,0.9556867964458742
AlMaimani2017,94,0.9907486716988244,0.947626705427358
AlMaimani2017,95,0.9987202112985436,0.9549632624986144
AlMaimani2017,96,0.9869850599158794,0.9517403806136396
AlMaimani2017,97,0.9967145356759404,0.9554345616105676
AlMaimani2017,98,0.9935535626019136,0.9513197087662636
AlMaimani2017,99,0.9987311785288988,0.9548932664618448
Bisson2016_algebra,1,0.8671213872992378,0.867426799043457
Bisson2016_algebra,10,0.8479580919905256,0.8898973270089584
Bisson2016_algebra,100,0.8836090991906147,0.8780386839626727
Bisson2016_algebra,101,0.8935732877185923,0.88201740533764
Bisson2016_algebra,102,0.8979297101673326,0.8717688019456727
Bisson2016_algebra,103,0.8976774895335905,0.8875213683563872
Bisson2016_algebra,104,0.9164514387901208,0.8815258018186819
Bisson2016_algebra,105,0.9039923732696454,0.8947036921812903
Bisson2016_algebra,106,0.8540213069981666,0.8735832515817163
Bisson2016_algebra,107,0.8649919325899389,0.869674958017009
Bisson2016_algebra,108,0.8631177054623168,0.8547358789661877
Bisson2016_algebra,109,0.877233339834353,0.88231457291735
Bisson2016_algebra,11,0.8995839471134892,0.8654794633611442
Bisson2016_algebra,110,0.8912743826643198,0.8570743549650073
Bisson2016_algebra,111,0.8868887465078383,0.8683551704303136
Bisson2016_algebra,112,0.9110694487091032,0.8524403410063798
Bisson2016_algebra,113,0.869333163809751,0.8537340237537585
Bisson2016_algebra,114,0.9143267279928476,0.8531655704923841
Bisson2016_algebra,115,0.9514972217452444,0.8853904515878595
Bisson2016_algebra,116,0.908563816476664,0.8712896521103543
Bisson2016_algebra,117,0.8951920114714609,0.8556917892026406
Bisson2016_algebra,118,0.8344119386134976,0.8980306146210021
Bisson2016_algebra,119,0.903211447070564,0.854714173630162
Bisson2016_algebra,12,0.8791304966405594,0.8728504700442455
Bisson2016_algebra,120,0.8825396617574642,0.9007664170783188
Bisson2016_algebra,121,0.8262061597429396,0.870923291515571
Bisson2016_algebra,122,0.8973705169478882,0.8723764905718991
Bisson2016_algebra,123,0.911970371545229,0.8836624700557184
Bisson2016_algebra,124,0.8513536465420479,0.864425871362552
Bisson2016_algebra,125,0.8760496553037331,0.8756543599223535
Bisson2016_algebra,126,0.9184905534897811,0.8696102448693747
Bisson2016_algebra,127,0.9583606454687996,0.8497889787916852
Bisson2016_algebra,128,0.8312733166213753,0.8569424589871125
Bisson2016_algebra,129,0.8919935579043969,0.862352561035665
Bisson2016_algebra,13,0.9486789605839536,0.8508201240544896
Bisson2016_algebra,130,0.8824157816023669,0.8932413859066634
Bisson2016_algebra,131,0.9137659867741282,0.8750051747317864
Bisson2016_algebra,132,0.9123357296532192,0.8482120739195775
Bisson2016_algebra,133,0.8882349505749192,0.8808579378525165
Bisson2016_algebra,134,0.8687451948224271,0.8648073812175745
Bisson2016_algebra,135,0.887557519227245,0.8827470645395767
Bisson2016_algebra,136,0.9007187212114549,0.8736089975797828
Bisson2016_algebra,137,0.8684125144191781,0.8808123360266209
Bisson2016_algebra,138,0.910046082374441,0.8727890972345062
Bisson2016_algebra,139,0.9068491383346038,0.8814204923379565
Bisson2016_algebra,14,0.8624924742586444,0.9027973859412228
Bisson2016_algebra,140,0.907301730041027,0.8464929909436608
Bisson2016_algebra,141,0.8987470928554735,0.8898348631154497
Bisson2016_algebra,142,0.9036419026237392,0.8702874375916231
Bisson2016_algebra,143,0.8912851697320999,0.8808591313607363
Bisson2016_algebra,144,0.8909348477929135,0.8585530929696477
Bisson2016_algebra,145,0.9227615827107258,0.8967479567483518
Bisson2016_algebra,146,0.886286421362751,0.8915745810823784
Bisson2016_algebra,147,0.9045462394674468,0.8782604771924134
Bisson2016_algebra,148,0.9057660475728648,0.8903426279290239
Bisson2016_algebra,149,0.9196996249741068,0.8727883427017818
Bisson2016_algebra,15,0.8943216592645368,0.9032112264339734
Bisson2016_algebra,150,0.9405398617655296,0.8841266221176814
Bisson2016_algebra,16,0.8455485645945339,0.8600155543790952
Bisson2016_algebra,17,0.8861921685870584,0.871456893615994
Bisson2016_algebra,18,0.9108672087735694,0.873055145468625
Bisson2016_algebra,19,0.9149371820085715,0.8919547813971213
Bisson2016_algebra,2,0.9218616059759632,0.8579203787652248
Bisson2016_algebra,20,0.9087975206282548,0.8843560271628129
Bisson2016_algebra,21,0.8273679520617458,0.88271348666623
Bisson2016_algebra,22,0.8776488619369759,0.854946686740046
Bisson2016_algebra,23,0.9213628230257128,0.8621952437975234
Bisson2016_algebra,24,0.9155165310707638,0.8721576203751429
Bisson2016_algebra,25,0.890986872047452,0.8711737321947266
Bisson2016_algebra,26,0.8958056180697633,0.8773749684795156
Bisson2016_algebra,27,0.8381581086787153,0.8605540677108049
Bisson2016_algebra,28,0.8760003394498905,0.8817491256873523
Bisson2016_algebra,29,0.8893224849726312,0.8795838387839928
Bisson2016_algebra,3,0.8782054655912227,0.8694928538639211
Bisson2016_algebra,30,0.90250181684281,0.8682776397495241
Bisson2016_algebra,31,0.922047183480805,0.8550233573245373
Bisson2016_algebra,32,0.8753465721131755,0.8418202625987293
Bisson2016_algebra,33,0.9364656115448412,0.8858888825015017
Bisson2016_algebra,34,0.9282321272097992,0.8971365526771997
Bisson2016_algebra,35,0.8842300712568397,0.8708030079218558
Bisson2016_algebra,36,0.8918053690522558,0.8546615799012425
Bisson2016_algebra,37,0.9046353650350056,0.8791944341116561
Bisson2016_algebra,38,0.9136260825047572,0.8712551080042908
Bisson2016_algebra,39,0.906493828766514,0.8517952684313417
Bisson2016_algebra,4,0.9136170036570844,0.858016761632988
Bisson2016_algebra,40,0.8896012160788527,0.8775815704425021
Bisson2016_algebra,41,0.8779527613834256,0.8439395601035925
Bisson2016_algebra,42,0.8942007246878985,0.8818120879643303
Bisson2016_algebra,43,0.8965908517361466,0.8566437192755411
Bisson2016_algebra,44,0.8732246046706089,0.8648812686974028
Bisson2016_algebra,45,0.9046439290758818,0.8748827676078875
Bisson2016_algebra,46,0.8895431302789784,0.8874840000046352
Bisson2016_algebra,47,0.8421411175824464,0.8844113082318958
Bisson2016_algebra,48,0.9073798553484724,0.8698894769912858
Bisson2016_algebra,49,0.9204215064492486,0.8701329278794856
Bisson2016_algebra,5,0.8363142085156003,0.8843679193025048
Bisson2016_algebra,50,0.9207289312630884,0.8759154168972311
Bisson2016_algebra,51,0.8813441416215114,0.8595354644094877
Bisson2016_algebra,52,0.9056950990026282,0.8822614272084831
Bisson2016_algebra,53,0.903743477897797,0.8696586246746458
Bisson2016_algebra,54,0.9185035945793464,0.8690655068545097
Bisson2016_algebra,55,0.902833834310358,0.8799644031621929
Bisson2016_algebra,56,0.8789746084385734,0.8759304558953787
Bisson2016_algebra,57,0.844972362766059,0.8622719602377142
Bisson2016_algebra,58,0.9347152239707992,0.868778934211282
Bisson2016_algebra,59,0.8979559687655619,0.8640687033690689
Bisson2016_algebra,6,0.873993881279929,0.8477127040323982
Bisson2016_algebra,60,0.857722795116983,0.8573447536292054
Bisson2016_algebra,61,0.8948929080788476,0.875376979806688
Bisson2016_algebra,62,0.9005501479620098,0.876807540067702
Bisson2016_algebra,63,0.9235770311137838,0.8662465751576724
Bisson2016_algebra,64,0.904000434616406,0.8819765598987048
Bisson2016_algebra,65,0.92133801991617,0.8850363839590727
Bisson2016_algebra,66,0.9214431440930272,0.8823597585851211
Bisson2016_algebra,67,0.903253955820387,0.8716775907684012
Bisson2016_algebra,68,0.8457525603320973,0.8692361249306106
Bisson2016_algebra,69,0.8806070772186232,0.8634723786594312
Bisson2016_algebra,7,0.8750731211238297,0.8868384611149152
Bisson2016_algebra,70,0.9027047326547784,0.8579950751338419
Bisson2016_algebra,71,0.9174369328053644,0.8590105802887462
Bisson2016_algebra,72,0.8904464664357022,0.8647798218777898
Bisson2016_algebra,73,0.8841356258437705,0.9043101710507764
Bisson2016_algebra,74,0.874233693860525,0.8851848099388635
Bisson2016_algebra,75,0.9029507825250684,0.8650210102170517
Bisson2016_algebra,76,0.8889811217961866,0.8918051833781167
Bisson2016_algebra,77,0.9158286629371596,0.8712782827228253
Bisson2016_algebra,78,0.8789753095889853,0.8858930346376682
Bisson2016_algebra,79,0.8960838680101914,0.8491465312758065
Bisson2016_algebra,8,0.9106580648488588,0.8926470624135232
Bisson2016_algebra,80,0.8450557577559941,0.8669736810861284
Bisson2016_algebra,81,0.8644507809661136,0.8694749660817802
Bisson2016_algebra,82,0.8620561685134367,0.889977819370983
Bisson2016_algebra,83,0.9085933594575504,0.8627218489137736
Bisson2016_algebra,84,0.8784623381813306,0.8744643641296902
Bisson2016_algebra,85,0.9159614930504968,0.8542720699989867
Bisson2016_algebra,86,0.929324673989698,0.8667871934557365
Bisson2016_algebra,87,0.8947828282471997,0.8753379475363564
Bisson2016_algebra,88,0.909692969491539,0.860619814410746
Bisson2016_algebra,89,0.8823049416939382,0.8796453006841777
Bisson2016_algebra,9,0.8229395904342515,0.8805908916377975
Bisson2016_algebra,90,0.9187041672005294,0.8783972753629006
Bisson2016_algebra,91,0.9223632880788784,0.8950755664346622
Bisson2016_algebra,92,0.8994387301626734,0.8506126709120443
Bisson2016_algebra,93,0.8774216278097219,0.8705750685806951
Bisson2016_algebra,94,0.8578394870521617,0.8855000714331984
Bisson2016_algebra,95,0.8931725135164631,0.8809624373507597
Bisson2016_algebra,96,0.8730247668430282,0.8617789039092376
Bisson2016_algebra,97,0.8896924424172806,0.8689269054257474
Bisson2016_algebra,98,0.8844079126579976,0.8613265364690051
Bisson2016_algebra,99,0.8710939780992364,0.8699091227686068
Bisson2016_calculus,1,0.9634477835577984,0.9451838390292197
Bisson2016_calculus,10,0.9512064868248468,0.9495008209889046
Bisson2016_calculus,100,0.957953215357983,0.9440141868715902
Bisson2016_calculus,101,0.952299525079108,0.9445741984082354
Bisson2016_calculus,102,0.9528775372890343,0.9459912769838784
Bisson2016_calculus,103,0.9728425461950374,0.9496670640583342
Bisson2016_calculus,104,0.9453404813290424,0.9450324033111472
Bisson2016_calculus,105,0.9337679497574424,0.9451814563276668
Bisson2016_calculus,106,0.9254220053521436,0.948588139831616
Bisson2016_calculus,107,0.9198769539809968,0.9418586630159426
Bisson2016_calculus,108,0.955560297797686,0.9446413975478036
Bisson2016_calculus,109,0.9564251324727294,0.947312198068206
Bisson2016_calculus,11,0.931586592593698,0.9328463884039812
Bisson2016_calculus,110,0.9366331548414892,0.9443230190153264
Bisson2016_calculus,111,0.938852385443161,0.9423655564132184
Bisson2016_calculus,112,0.9324497511602964,0.9442701371457856
Bisson2016_calculus,113,0.944872577850356,0.9450494681157486
Bisson2016_calculus,114,0.9222914096306568,0.9439260425001672
Bisson2016_calculus,115,0.925231623300942,0.9454595027437188
Bisson2016_calculus,116,0.9450800125585284,0.9429492635229408
Bisson2016_calculus,117,0.9344330071248472,0.9470752726550752
Bisson2016_calculus,118,0.953066007033198,0.9426587273388394
Bisson2016_calculus,119,0.9672059673198592,0.9411012182380584
Bisson2016_calculus,12,0.9519057114000646,0.94532076011978
Bisson2016_calculus,120,0.9591446765793796,0.942588629956342
Bisson2016_calculus,121,0.9428043093767636,0.9434662695782204
Bisson2016_calculus,122,0.9598620338635624,0.9406322442827422
Bisson2016_calculus,123,0.93899527706637,0.9493478545004476
Bisson2016_calculus,124,0.9547420257223876,0.9459204595049736
Bisson2016_calculus,125,0.9529346371745152,0.9455113958524134
Bisson2016_calculus,126,0.9633914936688708,0.9406783248155234
Bisson2016_calculus,127,0.9368651339687954,0.9409449925057612
Bisson2016_calculus,128,0.9444550293221736,0.9444057832119293
Bisson2016_calculus,129,0.961911825391718,0.9472405858229712
Bisson2016_calculus,13,0.9598100845912868,0.947720141211576
Bisson2016_calculus,130,0.9291849476156756,0.9454267999113026
Bisson2016_calculus,131,0.9733259353927276,0.9433024684242864
Bisson2016_calculus,132,0.9309601428524876,0.9421286286033752
Bisson2016_calculus,133,0.955103997166856,0.9447887735922292
Bisson2016_calculus,134,0.9542324242314336,0.9454881598423024
Bisson2016_calculus,135,0.9392984453024658,0.9527759430982125
Bisson2016_calculus,136,0.922490028472326,0.9381975296329972
Bisson2016_calculus,137,0.9523036164923792,0.9373803465675408
Bisson2016_calculus,138,0.9613973305284652,0.9457109062070916
Bisson2016_calculus,139,0.930695927251399,0.9450438459931948
Bisson2016_calculus,14,0.931157855974754,0.9480683252468796
Bisson2016_calculus,140,0.928263943196366,0.9497970153799186
Bisson2016_calculus,141,0.9437274074123524,0.9475300090111226
Bisson2016_calculus,142,0.9559616220560784,0.9499818767065042
Bisson2016_calculus,143,0.958144246799844,0.9436929855523812
Bisson2016_calculus,144,0.957577944818018,0.9448487464915796
Bisson2016_calculus,145,0.943280415087829,0.9428382002842846
Bisson2016_calculus,146,0.9506911237466718,0.949743799340406
Bisson2016_calculus,147,0.94224894559472006,0.942766753450826
Bisson2016_calculus,148,0.9571641869093624,0.9472450890813314
Bisson2016_calculus,149,0.9636256442996544,0.9452867881509132
Bisson2016_calculus,15,0.9414123138020832,0.9454513780344558
Bisson2016_calculus,150,0.9572749099640564,0.9446596405588514
Bisson2016_calculus,16,0.9239124838519296,0.9490492461907264
Bisson2016_calculus,17,0.928701991121298,0.9492904158514064
Bisson2016_calculus,18,0.9672169286956718,0.9492077543973734
Bisson2016_calculus,19,0.9385365218410436,0.9517432544218578
Bisson2016_calculus,2,0.9374000675450396,0.9397527950745024
Bisson2016_calculus,20,0.955435453116395,0.9463439197470228
Bisson2016_calculus,21,0.9730024886948584,0.9457252398200504
Bisson2016_calculus,22,0.9417160092173862,0.948613666680328
Bisson2016_calculus,23,0.9477880785403742,0.944047985799652
Bisson2016_calculus,24,0.9657787842637212,0.94940515626824
Bisson2016_calculus,25,0.954938922014543,0.9415578534867128
Bisson2016_calculus,26,0.944484072216225,0.9499703158056346
Bisson2016_calculus,27,0.9469384417895504,0.9426456540797968
Bisson2016_calculus,28,0.959323279922948,0.9423088834667376
Bisson2016_calculus,29,0.920363842312083,0.9461674472471052
Bisson2016_calculus,3,0.960172785058272,0.9452686485059286
Bisson2016_calculus,30,0.9731947984082618,0.9437026357358856
Bisson2016_calculus,31,0.9462568215558912,0.9469397287767
Bisson2016_calculus,32,0.9262104010461848,0.9329518358145262
Bisson2016_calculus,33,0.9404552712618796,0.9411155810891456
Bisson2016_calculus,34,0.9628054041394466,0.9455036712877412
Bisson2016_calculus,35,0.9487584810705804,0.947570388846271
Bisson2016_calculus,36,0.9425869615055372,0.9526190604844614
Bisson2016_calculus,37,0.9445951748761062,0.9509136599596516
Bisson2016_calculus,38,0.9437147002107624,0.9515919084697824
Bisson2016_calculus,39,0.947832243689656,0.9441601061360968
Bisson2016_calculus,4,0.9667322343765156,0.9433706709998868
Bisson2016_calculus,40,0.928928398983762,0.9534055874742308
Bisson2016_calculus,41,0.9344231059511068,0.9409343031620894
Bisson2016_calculus,42,0.9324766770937872,0.9416813133039288
Bisson2016_calculus,43,0.9495243540908552,0.9480180520994298
Bisson2016_calculus,44,0.94891369179814,0.9498153010458152
Bisson2016_calculus,45,0.9463998095999856,0.9463162978051264
Bisson2016_calculus,46,0.955437616042334,0.9493917469125536
Bisson2016_calculus,47,0.9370751167813732,0.9435554579178228
Bisson2016_calculus,48,0.9395541574189769,0.9454389190593728
Bisson2016_calculus,49,0.945605259754163,0.9507270943139264
Bisson2016_calculus,5,0.9564323811446128,0.9489156332095464
Bisson2016_calculus,50,0.9464015766293348,0.9380341502672888
Bisson2016_calculus,51,0.943686989537588,0.9460218414518584
Bisson2016_calculus,52,0.9450192406598888,0.9501024962585976
Bisson2016_calculus,53,0.9467272463888852,0.9400327283000366
Bisson2016_calculus,54,0.9701535991648288,0.9458044708168956
Bisson2016_calculus,55,0.9568888469848382,0.9426182736126512
Bisson2016_calculus,56,0.956718438596627,0.9409928246319323
Bisson2016_calculus,57,0.9388581992733422,0.9471297649048246
Bisson2016_calculus,58,0.954552586271381,0.9472361431580604
Bisson2016_calculus,59,0.9051930713699534,0.9509715817622524
Bisson2016_calculus,6,0.9317754604661698,0.9406433164215486
Bisson2016_calculus,60,0.9109106662030224,0.9412153705352344
Bisson2016_calculus,61,0.9440330296210088,0.9540736393099584
Bisson2016_calculus,62,0.9289480126683846,0.945264000088364
Bisson2016_calculus,63,0.9419567022178048,0.9449975169868676
Bisson2016_calculus,64,0.9445853018000248,0.9497434442394485
Bisson2016_calculus,65,0.9651166338702776,0.9475330722650164
Bisson2016_calculus,66,0.9443911775227884,0.9378722991669884
Bisson2016_calculus,67,0.9465540124937724,0.9485365145658318
Bisson2016_calculus,68,0.9454968296827848,0.9458017535304222
Bisson2016_calculus,69,0.9415974251387372,0.9469210056465784
Bisson2016_calculus,7,0.9362037071766888,0.940731654376695
Bisson2016_calculus,70,0.9447946467326428,0.9506431420998308
Bisson2016_calculus,71,0.9506297203112336,0.9497353669070026
Bisson2016_calculus,72,0.9603822910591768,0.9479887238863092
Bisson2016_calculus,73,0.9508215243051495,0.947686774291716
Bisson2016_calculus,74,0.9321720510005592,0.939130591235948
Bisson2016_calculus,75,0.944701279281966,0.9511982091080496
Bisson2016_calculus,76,0.9701856343272168,0.9471846780647296
Bisson2016_calculus,77,0.965224289236156,0.9357708383042432
Bisson2016_calculus,78,0.9610316441710453,0.9405376098159396
Bisson2016_calculus,79,0.9209729690235912,0.9466137468481016
Bisson2016_calculus,8,0.950868363377074,0.9485686930180496
Bisson2016_calculus,80,0.948184814723507,0.9487666327877148
Bisson2016_calculus,81,0.9602909653150852,0.9418382226666424
Bisson2016_calculus,82,0.9610573284118452,0.9532080069911736
Bisson2016_calculus,83,0.9477740942841564,0.9448649221634297
Bisson2016_calculus,84,0.9268508636581592,0.9512720053735716
Bisson2016_calculus,85,0.9431429586022008,0.9462646248431406
Bisson2016_calculus,86,0.9389381713861804,0.940507365585386
Bisson2016_calculus,87,0.901616509184634,0.9435589312301628
Bisson2016_calculus,88,0.96819531958468,0.9481774138982976
Bisson2016_calculus,89,0.9601796200725554,0.946470193174925
Bisson2016_calculus,9,0.9543605797974202,0.945370227786412
Bisson2016_calculus,90,0.9622101680707964,0.9440630708604194
Bisson2016_calculus,91,0.9415057040068698,0.9413105054521216
Bisson2016_calculus,92,0.9598088515330172,0.9357940681651392
Bisson2016_calculus,93,0.949799320610754,0.94091638906592
Bisson2016_calculus,94,0.9170592100658148,0.9380494558816076
Bisson2016_calculus,95,0.9478382034990426,0.9460455386848394
Bisson2016_calculus,96,0.9296813104201894,0.949338053899715
Bisson2016_calculus,97,0.9374182210789108,0.9486263227151944
Bisson2016_calculus,98,0.9545482277792948,0.941328350807066
Bisson2016_calculus,99,0.9594482538672212,0.9440622176640836
Bisson2016_stats,1,0.94642041808861,0.891128460085088
Bisson2016_stats,10,0.8767478456794461,0.8911934943243234
Bisson2016_stats,100,0.8864701837910995,0.923692691956628
Bisson2016_stats,101,0.8839916022262104,0.8812478768772006
Bisson2016_stats,102,0.9298631884885628,0.9067831129532892
Bisson2016_stats,103,0.9209847581603996,0.8875127837129905
Bisson2016_stats,104,0.9491595421454336,0.8902448708396787
Bisson2016_stats,105,0.9072486469125134,0.896926846514756
Bisson2016_stats,106,0.9797143083077464,0.8860099173148142
Bisson2016_stats,107,0.9167141099178506,0.8987528680589558
Bisson2016_stats,108,0.9067599734694116,0.9165836637730448
Bisson2016_stats,109,0.9311169979071836,0.9090391898453326
Bisson2016_stats,11,0.912116413712467,0.8988771742950438
Bisson2016_stats,110,0.8742026248876755,0.9035224551862244
Bisson2016_stats,111,0.8986858774747664,0.9263568438434108
