judging_session,iteration,split_corr,ssr_x
Bisson2016_algebra,86,0.7764832334657186,0.7615395290193273
Bisson2016_algebra,87,0.6892941554433532,0.7998095092611913
Bisson2016_algebra,88,0.7582573057387115,0.8140707950355316
Bisson2016_algebra,89,0.6821092140519676,0.7879694562149078
Bisson2016_algebra,9,0.6753050370300707,0.7594091881620811
Bisson2016_algebra,90,0.6451816898402525,0.8015229499363402
Bisson2016_algebra,91,0.7815723543736258,0.7927058698577136
Bisson2016_algebra,92,0.7797111095130805,0.785081769647916
Bisson2016_algebra,93,0.7806025352853613,0.7944310646705645
Bisson2016_algebra,94,0.7724932499737959,0.7874520932843719
Bisson2016_algebra,95,0.7834644255228937,0.7987639070780849
Bisson2016_algebra,96,0.7239362387188415,0.7841662912097738
Bisson2016_algebra,97,0.7498079905034375,0.800868464776634
Bisson2016_algebra,98,0.7169962417530973,0.7839005390459597
Bisson2016_algebra,99,0.741621973430703,0.7679342490086166
Bisson2016_calculus,1,0.8806584236789595,0.8954140887488535
Bisson2016_calculus,10,0.8675704922656465,0.9014439213932698
Bisson2016_calculus,100,0.8584506253746428,0.9001515009815582
Bisson2016_calculus,11,0.8536469375951639,0.9039186548254332
Bisson2016_calculus,12,0.8793533859468471,0.8815829586819058
Bisson2016_calculus,13,0.8579087104413556,0.8826943198358954
Bisson2016_calculus,14,0.8835404954139757,0.9003804034553581
Bisson2016_calculus,15,0.8844422948992041,0.8952717008472103
Bisson2016_calculus,16,0.8771341612756202,0.8930024512458861
Bisson2016_calculus,17,0.8954293405166366,0.8899054707408932
Bisson2016_calculus,18,0.90684192190751,0.9028175168259144
Bisson2016_calculus,19,0.9209922682939942,0.8958055514966469
Bisson2016_calculus,2,0.8500699967005434,0.9009990343022553
Bisson2016_calculus,20,0.7807483109936111,0.8859967513395564
Bisson2016_calculus,21,0.8574424657628165,0.8821802145706265
Bisson2016_calculus,22,0.8580598994179705,0.8912834672648953
Bisson2016_calculus,23,0.8942140018769326,0.8964382339173681
Bisson2016_calculus,24,0.857693962042389,0.8947005218215425
Bisson2016_calculus,25,0.9141800714123228,0.8901708541710904
Bisson2016_calculus,26,0.863270842791836,0.884684174795428
Bisson2016_calculus,27,0.8662925075297675,0.8980741922283162
Bisson2016_calculus,28,0.8860935420194269,0.90700019539641
Bisson2016_calculus,29,0.8177914456581006,0.8801637965685026
Bisson2016_calculus,3,0.8621319790262612,0.9017423915347638
Bisson2016_calculus,30,0.9050264417832282,0.8852647914125383
Bisson2016_calculus,31,0.8763423441244907,0.8927687175122561
Bisson2016_calculus,32,0.8929112164704098,0.8905421252253889
Bisson2016_calculus,33,0.8653938635777607,0.8846209015708956
Bisson2016_calculus,34,0.8732837077203865,0.8904483652323962
Bisson2016_calculus,35,0.8969984072289129,0.8898338986549374
Bisson2016_calculus,36,0.8775249151381443,0.8926384176269022
Bisson2016_calculus,37,0.842194840479507,0.8949331814849855
Bisson2016_calculus,38,0.8861323164470709,0.8945410342306327
Bisson2016_calculus,39,0.8805157016786456,0.8983031370003132
Bisson2016_calculus,4,0.8253852670715385,0.8926999803739041
Bisson2016_calculus,40,0.8374679709507756,0.8928275889237843
Bisson2016_calculus,41,0.9032307576809682,0.8954003913233531
Bisson2016_calculus,42,0.8789650961227949,0.8969250426829709
Bisson2016_calculus,43,0.841561091469458,0.9078356931422452
Bisson2016_calculus,44,0.8978284612307607,0.8886181066684756
Bisson2016_calculus,45,0.9027853674531146,0.8888495796481533
Bisson2016_calculus,46,0.9075036805863173,0.8998922034917634
Bisson2016_calculus,47,0.8527865522057145,0.907076768880375
Bisson2016_calculus,48,0.7911701561781035,0.9041912847667414
Bisson2016_calculus,49,0.8862941002858827,0.8996193726944762
Bisson2016_calculus,5,0.891144636324726,0.8984165912838019
Bisson2016_calculus,50,0.8790274744114541,0.8838110333975624
Bisson2016_calculus,51,0.8475888277395753,0.8970114555743078
Bisson2016_calculus,52,0.9152632636257249,0.897012063898403
Bisson2016_calculus,53,0.8001658438247236,0.898832847715271
Bisson2016_calculus,54,0.844563853627718,0.8959077517303498
Bisson2016_calculus,55,0.8539298150863033,0.9111031698091676
Bisson2016_calculus,56,0.8751170262096404,0.8895140109223221
Bisson2016_calculus,57,0.8594056840178282,0.8827740192291321
Bisson2016_calculus,58,0.8409774844619057,0.8993422692980624
Bisson2016_calculus,59,0.8630773404518407,0.9008261734580596
Bisson2016_calculus,6,0.8516933435834161,0.8934758267362946
Bisson2016_calculus,60,0.8646982786194821,0.914365199846716
Bisson2016_calculus,61,0.8955566226648992,0.8850066910993821
Bisson2016_calculus,62,0.9050607814959486,0.883869891239369
Bisson2016_calculus,63,0.8566131107180798,0.904088361598524
Bisson2016_calculus,64,0.904179185924844,0.8931361802967347
Bisson2016_calculus,65,0.8717483858216691,0.89082562609020155
Bisson2016_calculus,66,0.8645167261085207,0.8932967305117501
Bisson2016_calculus,67,0.8243878100199352,0.8994275716887125
Bisson2016_calculus,68,0.8557548428039017,0.9005924228914383
Bisson2016_calculus,69,0.8885989913863874,0.899726319222609
Bisson2016_calculus,7,0.8369925066903613,0.8877954463585053
Bisson2016_calculus,70,0.8353454546461422,0.8969151966597037
Bisson2016_calculus,71,0.8528736857520066,0.9069908743397852
Bisson2016_calculus,72,0.8038072504030338,0.8934842174041184
Bisson2016_calculus,73,0.8414673495449331,0.8915370417829092
Bisson2016_calculus,74,0.8944154310454421,0.8833513215968067
Bisson2016_calculus,75,0.8776583203500975,0.881676440278518
Bisson2016_calculus,76,0.8122924186752287,0.8909848216298706
Bisson2016_calculus,77,0.8572695400672677,0.8947295774768449
Bisson2016_calculus,78,0.8377977258243664,0.8872220585949102
Bisson2016_calculus,79,0.8464810456302274,0.9058335927070282
Bisson2016_calculus,8,0.8790059874368366,0.8834547106117421
Bisson2016_calculus,80,0.90030782614663,0.902364192322324
Bisson2016_calculus,81,0.8340393263183172,0.8914646648926483
Bisson2016_calculus,82,0.8828055727596361,0.8988802208848922
Bisson2016_calculus,83,0.8988590459403277,0.9100420946100124
Bisson2016_calculus,84,0.8661714244479672,0.8863777485235967
Bisson2016_calculus,85,0.8969092959699406,0.8959399550555257
Bisson2016_calculus,86,0.8690321801739028,0.8946207693979871
Bisson2016_calculus,87,0.8537845540707201,0.9020126135378488
Bisson2016_calculus,88,0.8711758913998326,0.8972698697633563
Bisson2016_calculus,89,0.8540363824634595,0.9158862720385303
Bisson2016_calculus,9,0.8556954188876434,0.8999037560154386
Bisson2016_calculus,90,0.8823970209232828,0.8939890191544528
Bisson2016_calculus,91,0.8696662642858016,0.8890801632662411
Bisson2016_calculus,92,0.8389990383869195,0.8795157943205006
Bisson2016_calculus,93,0.8309904096028269,0.8978501100769742
Bisson2016_calculus,94,0.8456646611590166,0.9000593203594406
Bisson2016_calculus,95,0.8422859498505602,0.8942927071137111
Bisson2016_calculus,96,0.8635025337580043,0.8931656224108104
Bisson2016_calculus,97,0.861988223785845,0.8882465010675797
Bisson2016_calculus,98,0.8323699279560338,0.8982188834999044
Bisson2016_calculus,99,0.8671399208122704,0.891129400274898
Bisson2016_stats,1,0.794006444578124,0.7976228433779746
Bisson2016_stats,10,0.7039856179234707,0.8569869775376809
Bisson2016_stats,100,0.6561381431150328,0.8586527547284211
Bisson2016_stats,11,0.7664882546651375,0.8220999745472567
Bisson2016_stats,12,0.7353682398341881,0.8331849108415186
Bisson2016_stats,13,0.7849122481883344,0.8175922724111357
Bisson2016_stats,14,0.7352823690690723,0.8166595959332668
Bisson2016_stats,15,0.6633092240328377,0.82402039607242
Bisson2016_stats,16,0.7685588727242171,0.8417741185718247
Bisson2016_stats,17,0.7723248990554384,0.8446097028409061
Bisson2016_stats,18,0.7379285285605737,0.8135494728276335
Bisson2016_stats,19,0.6821634788483334,0.8425765829684148
Bisson2016_stats,2,0.6887279398002188,0.8291526470544188
Bisson2016_stats,20,0.7330806223941844,0.8373466069014511
Bisson2016_stats,21,0.7685588727242171,0.8098526762528658
Bisson2016_stats,22,0.6595870442324615,0.8565269585317679
Bisson2016_stats,23,0.8278887500720811,0.8135797899924013
Bisson2016_stats,24,0.7250927075996811,0.8638863549423879
Bisson2016_stats,25,0.8278887500720811,0.8247753516814197
Bisson2016_stats,26,0.6823898493854967,0.850229895176049
Bisson2016_stats,27,0.7352823690690723,0.8265804327734804
Bisson2016_stats,28,0.6147803269822483,0.8347846700224255
Bisson2016_stats,29,0.7996161117399421,0.8395068413901129
Bisson2016_stats,3,0.7324876028237881,0.8535330297127494
Bisson2016_stats,30,0.6415346322727304,0.8336225606569946
Bisson2016_stats,31,0.8406348860261763,0.8221357691169298
Bisson2016_stats,32,0.639163086264904,0.8541978074313404
Bisson2016_stats,33,0.6907724890330326,0.8116681785841423
Bisson2016_stats,34,0.8251278217874021,0.7997979382382071
Bisson2016_stats,35,0.6713302019966704,0.8263736853082003
Bisson2016_stats,36,0.7673643511520911,0.776209800727394
Bisson2016_stats,37,0.8488298523720554,0.8449109683486355
Bisson2016_stats,38,0.843083976923981,0.8143371961740412
Bisson2016_stats,39,0.7719638663046732,0.8224117887777607
Bisson2016_stats,4,0.7723248990554384,0.8446097028409061
Bisson2016_stats,40,0.6822437049069877,0.8246665603754444
Bisson2016_stats,41,0.633934925850894,0.8087433084097907
Bisson2016_stats,42,0.8008945325230529,0.8110839997867472
Bisson2016_stats,43,0.7723248990554384,0.8446097028409061
Bisson2016_stats,44,0.636658947221637,0.8424393554162058
Bisson2016_stats,45,0.6134262399623291,0.8290869216961536
Bisson2016_stats,46,0.7685588727242171,0.8417741185718247
Bisson2016_stats,47,0.681521591686786,0.7954417053841158
Bisson2016_stats,48,0.7208375510522049,0.8025263401654453
Bisson2016_stats,49,0.7600204262048895,0.8677997475262003
Bisson2016_stats,5,0.639163086264904,0.8541978074313404
Bisson2016_stats,50,0.7453514151024884,0.7773701889384096
Bisson2016_stats,51,0.6690395866207522,0.8751148660382894
Bisson2016_stats,52,0.7673643511520911,0.8343707214939444
Bisson2016_stats,53,0.7103720762987658,0.8390235754059566
Bisson2016_stats,54,0.7103720762987658,0.807315864951409
Bisson2016_stats,55,0.7723248990554384,0.8446097028409061
Bisson2016_stats,56,0.8040146818256756,0.8514228389430974
Bisson2016_stats,57,0.7453514151024884,0.8615792663686773
Bisson2016_stats,58,0.7825200027079479,0.8464265364176442
Bisson2016_stats,59,0.6690395866207522,0.7774806708669343
Bisson2016_stats,6,0.8190686197348269,0.8044542324453307
Bisson2016_stats,60,0.8702046160186513,0.7846560061965018
Bisson2016_stats,61,0.708669922965717,0.8602435761389857
Bisson2016_stats,62,0.7733376153619641,0.8431183835521963
Bisson2016_stats,63,0.7647365208465569,0.8194406267155434
Bisson2016_stats,64,0.7761030081998042,0.8116850782857148
Bisson2016_stats,65,0.6595870442324615,0.8565269585317679
Bisson2016_stats,66,0.6134262399623291,0.8290869216961536
Bisson2016_stats,67,0.8289736701420282,0.7725227808341976
Bisson2016_stats,68,0.7699781637650627,0.8373706919813533
Bisson2016_stats,69,0.7664882546651375,0.8220999745472567
Bisson2016_stats,7,0.836601773571624,0.8295680323606398
Bisson2016_stats,70,0.5881056753629065,0.843813316129976
Bisson2016_stats,71,0.748999784008117,0.8312670049702043
Bisson2016_stats,72,0.6274113855282166,0.8256780070370092
Bisson2016_stats,73,0.6690395866207522,0.7774806708669343
Bisson2016_stats,74,0.5881056753629065,0.843813316129976
Bisson2016_stats,75,0.7715186095146551,0.8173405097122122
Bisson2016_stats,76,0.7299248069655969,0.808769198630671
Bisson2016_stats,77,0.8406348860261763,0.8221357691169298
Bisson2016_stats,78,0.748999784008117,0.8397106966645991
Bisson2016_stats,79,0.794006444578124,0.8480376681258585
Bisson2016_stats,8,0.7859475565214964,0.8101320312018052
Bisson2016_stats,80,0.843083976923981,0.8162273647729846
Bisson2016_stats,81,0.7039856179234707,0.7645841201404818
Bisson2016_stats,82,0.7114624606582838,0.8619885191651983
Bisson2016_stats,83,0.7146420074409906,0.7990039081309251
Bisson2016_stats,84,0.748999784008117,0.8312670049702043
Bisson2016_stats,85,0.6823898493854967,0.8167412740381268
Bisson2016_stats,86,0.7069526606229113,0.8087125189623712
Bisson2016_stats,87,0.6690395866207522,0.8751148660382894
Bisson2016_stats,88,0.6595870442324615,0.8565269585317679
Bisson2016_stats,89,0.681521591686786,0.7954417053841158
Bisson2016_stats,9,0.6561381431150328,0.8586527547284211
Bisson2016_stats,90,0.6590622748547134,0.839150676096401
Bisson2016_stats,91,0.8289736701420282,0.8652390141565823
Bisson2016_stats,92,0.7265187211241934,0.8547918325691759
Bisson2016_stats,93,0.6274113855282166,0.8521296184611772
Bisson2016_stats,94,0.7825200027079479,0.8105618769942745
Bisson2016_stats,95,0.7710372459146109,0.8243997241597245
Bisson2016_stats,96,0.7978771887797946,0.8321010281741394
Bisson2016_stats,97,0.8040146818256756,0.8514228389430974
Bisson2016_stats,98,0.8156905889724452,0.8170747002990187
Bisson2016_stats,99,0.7215136832876059,0.7990363545605641
Bisson2019,1,0.6569794621200057,0.7627746963762284
Bisson2019,10,0.6667669781056136,0.7747808597026495
Bisson2019,100,0.7318590418279547,0.7664868735310747
Bisson2019,11,0.6841273899302549,0.7720741080657114
Bisson2019,12,0.6787171018370854,0.7635696616736299
Bisson2019,13,0.6687488048543757,0.7703067347941233
Bisson2019,14,0.6427429879369184,0.786307025716526
Bisson2019,15,0.687991375216643,0.7518872343953756
Bisson2019,16,0.696023582908993,0.7843031965433582
Bisson2019,17,0.6960647171363282,0.7493174537662304
Bisson2019,18,0.718414401299144,0.7832039124300535
Bisson2019,19,0.7219938532234768,0.7890132809774623
Bisson2019,2,0.6195805822272533,0.770764883850955
Bisson2019,20,0.634465070566354,0.765645047949203
Bisson2019,21,0.696023582908993,0.7479872163344523
Bisson2019,22,0.6905567227530914,0.7609429556124737
Bisson2019,23,0.6596844536821542,0.7742120480425335
Bisson2019,24,0.7219582783921724,0.7524938582935045
Bisson2019,25,0.6596844536821542,0.7760828633066207
Bisson2019,26,0.7132497419510626,0.7769429254905559
Bisson2019,27,0.6427429879369184,0.7847981964808263
Bisson2019,28,0.6850006239855245,0.7765834274008115
Bisson2019,29,0.649156105978812,0.753647328702435
Bisson2019,3,0.6610823378368971,0.7623680810407849
Bisson2019,30,0.721436284052964,0.7694302751368347
Bisson2019,31,0.6486247925675439,0.7838655614865727
Bisson2019,32,0.7412105717066102,0.77238747262678
Bisson2019,33,0.7306325081157138,0.763618496522298
Bisson2019,34,0.6607876651073417,0.7784877124621996
Bisson2019,35,0.7092452889743079,0.7516071882769838
Bisson2019,36,0.6609963296141083,0.7659764125673338
Bisson2019,37,0.6633580997142465,0.7713483512330246
Bisson2019,38,0.6865324997589113,0.8066842163413015
Bisson2019,39,0.7154714023147184,0.747408351658181
Bisson2019,4,0.6960647171363282,0.7493174537662304
Bisson2019,40,0.7189830104073742,0.7740772846447588
Bisson2019,41,0.6456320789520839,0.7768917165158464
Bisson2019,42,0.6817964888208172,0.7821764151723941
Bisson2019,43,0.6960647171363282,0.7493174537662304
Bisson2019,44,0.7244646429249305,0.7662119993353328
Bisson2019,45,0.6645876810269735,0.7756743900149
Bisson2019,46,0.696023582908993,0.7843031965433582
Bisson2019,47,0.6751146445080048,0.7748464296025118
Bisson2019,48,0.7210699143736641,0.7852497909543049
Bisson2019,49,0.6967307571099685,0.7678899150471911
Bisson2019,5,0.7412105717066102,0.77238747262678
Bisson2019,50,0.6703011656444038,0.7724118048864259
Bisson2019,51,0.7331564380309415,0.7619483723149538
Bisson2019,52,0.6609963296141083,0.7628811528936477
Bisson2019,53,0.6820700850186812,0.787592763542562
Bisson2019,54,0.6820700850186812,0.7709980385090185
Bisson2019,55,0.6960647171363282,0.7493174537662304
Bisson2019,56,0.6992203076637847,0.7587524957175039
Bisson2019,57,0.6703011656444038,0.7553254594954945
Bisson2019,58,0.6528556808124895,0.7825691639661432
Bisson2019,59,0.7331564380309415,0.7692192411887837
Bisson2019,6,0.6795183688247273,0.7859211973273826
Bisson2019,60,0.6465686133587822,0.7635719609373502
Bisson2019,61,0.7122249315721225,0.7722993034333573
Bisson2019,62,0.7038950782170497,0.771483836822453
Bisson2019,63,0.6579097989904046,0.7801385808957579
Bisson2019,64,0.6769467593789406,0.79419159856775845
Bisson2019,65,0.6905567227530914,0.7609429556124737
Bisson2019,66,0.6645876810269735,0.7756743900149
Bisson2019,67,0.677194758330775,0.7775491080605953
Bisson2019,68,0.692175544694134,0.7779724544475538
Bisson2019,69,0.6841273899302549,0.7720741080657114
Bisson2019,7,0.7014122871998849,0.7788961931155345
Bisson2019,70,0.6401783769394472,0.7644963669505189
Bisson2019,71,0.7151251276811127,0.782990656256153
Bisson2019,72,0.7041231047756766,0.7562115078402518
Bisson2019,73,0.7331564380309415,0.7692192411887837
Bisson2019,74,0.6401783769394472,0.7644963669505189
Bisson2019,75,0.6723619294802653,0.7454826566668198
