name,value
Edges1.5,42.951
Edges1.75,40.431
Edges1.25,35.938
Edges1,26.728
Edges2,17.093
Edges0.75,-10.571
Edges2.25,-31.663
Edges2.5,-48.345
Edges0.5,-72.562
