name,value
333,392.141
586,354.344
312,298.044
306,280.443
336,254.453
335,252.96
378,245.365
272,242.625
375,218.839
23,213.084
901,211.433
11,211.176
469,198.224
188,196.282
369,191.1
663,188.925
334,182.702
14,180.967
473,177.607
339,175.817
475,171.52
857,167.206
860,163.578
47,162.472
276,161.654
20,160.356
641,156.969
271,154.9
881,154.799
397,154.456
534,153.581
34,149.412
97,148.107
496,147.651
81,147.092
911,146.268
488,146.185
16,143.323
900,138.585
907,135.374
101,135.138
293,133.094
100,131.899
171,131.467
132,129.319
46,126.214
117,125.615
102,124.656
110,123.05
228,119.826
393,119.338
620,118.556
404,116.047
86,115.957
377,106.948
6,103.722
401,101.052
714,97.756
340,91.923
882,91.488
325,91.198
579,90.765
868,89.609
119,87.647
471,86.411
929,84.809
902,82.502
294,81.3
695,81.16
90,75.899
226,75.765
822,74.002
480,72.899
253,72.658
178,72.533
718,72.206
615,71.074
15,70.658
915,70.118
263,68.8
559,67.178
324,61.95
859,61.352
210,61.29
169,60.548
501,58.28
492,57.406
118,56.951
814,55.515
286,55.211
146,52.1
538,48.886
545,48.592
83,47.964
636,46.318
610,45.873
168,42.202
474,42.028
104,40.019
307,39.252
618,37.888
25,35.015
79,31.751
35,27.688
267,27.493
49,27.42
62,26.848
546,23.966
24,21.76
205,19.183
304,18.989
447,14.372
637,13.603
781,12.14
398,11.968
74,11.523
450,10.326
820,9.327
798,9.325
383,7.18
202,1.541
697,1.101
858,-0.883
183,-2.257
416,-2.278
617,-3.995
613,-4.702
266,-4.738
849,-5.958
414,-6.872
349,-7.056
662,-9.219
214,-9.742
878,-10.573
514,-11.871
834,-14.563
516,-14.829
217,-14.839
318,-15.014
219,-17.116
486,-17.496
920,-18.018
78,-18.1
356,-18.373
517,-19.796
885,-21.205
716,-21.425
553,-21.901
533,-24.707
63,-26.285
222,-27.73
489,-27.882
223,-33.174
477,-33.745
583,-34.916
196,-35.822
567,-38.403
175,-38.666
316,-39.062
466,-42.713
174,-42.955
57,-44.677
794,-46.061
48,-47.338
255,-49.199
476,-50.054
813,-50.12
605,-50.144
604,-52.012
765,-53.2
248,-56.994
72,-58.583
453,-65.661
465,-66.324
566,-66.471
773,-67.374
459,-69.815
752,-70.07
245,-70.135
536,-72.058
58,-72.459
574,-72.924
734,-72.97
721,-81.695
851,-82.98
289,-86.366
600,-87.904
250,-89.638
664,-89.799
568,-90.09
241,-93.96
73,-97.37
715,-98.042
529,-99.585
764,-100.566
845,-101.177
198,-105.526
750,-105.776
528,-106.962
778,-109.654
279,-111.473
671,-113.326
39,-115.176
441,-115.204
95,-126.071
61,-132.524
199,-136.563
278,-138.917
460,-140.237
322,-140.404
497,-141.588
257,-142.437
635,-143.647
457,-144.358
554,-146.316
67,-147.328
249,-151.824
673,-153.549
918,-157.326
364,-158.151
384,-159.115
826,-160.364
640,-162.48
667,-162.545
680,-162.788
452,-163.652
147,-163.89
388,-167.457
700,-167.767
599,-172.139
817,-172.95
121,-181.994
510,-187.048
895,-190.02
670,-191.973
38,-210.402
268,-212.034
792,-216.617
301,-218.847
819,-218.951
59,-221.991
5,-229.052
260,-242.331
831,-260.496
758,-268.581
747,-319.388
749,-341.666
360,-344.39
839,-375.734
385,-380.726
