path,split_corr,G_x,ssr_x
data-cache/Marshall2020_written/split-halves/split1.csv,0.7226339696220867,1.768146309467312,0.7576545637104759
data-cache/Marshall2020_written/split-halves/split10.csv,0.7019544248804159,1.7302494794103667,0.7496095950991225
data-cache/Marshall2020_written/split-halves/split100.csv,0.7345764650077857,1.8889059203796394,0.7810841646346738
data-cache/Marshall2020_written/split-halves/split11.csv,0.7319539288276943,1.8274828260940328,0.7695689788495484
data-cache/Marshall2020_written/split-halves/split12.csv,0.7156873489575065,1.7255914841085378,0.7485962854761823
data-cache/Marshall2020_written/split-halves/split13.csv,0.7315394781881644,1.8934323770588815,0.781901590572622
data-cache/Marshall2020_written/split-halves/split14.csv,0.7555801184804188,1.9322745957320795,0.7887480945473316
data-cache/Marshall2020_written/split-halves/split15.csv,0.7158737075128889,1.7570562473957339,0.7553365177003304
data-cache/Marshall2020_written/split-halves/split16.csv,0.7085310938773606,1.8209226183856801,0.7682910566149433
data-cache/Marshall2020_written/split-halves/split17.csv,0.7440418629555603,1.964348814778916,0.794182200376177
data-cache/Marshall2020_written/split-halves/split18.csv,0.7394426804896743,1.7755628407692556,0.7591883724313105
data-cache/Marshall2020_written/split-halves/split19.csv,0.7405141378390401,1.6827983843203893,0.7390267536704718
data-cache/Marshall2020_written/split-halves/split2.csv,0.7319290382891872,1.7963063829001062,0.7634097363014569
data-cache/Marshall2020_written/split-halves/split20.csv,0.7169436270902441,1.6640429265913217,0.7346803689915321
data-cache/Marshall2020_written/split-halves/split21.csv,0.7300990485300711,1.764033922098821,0.7567984369353566
data-cache/Marshall2020_written/split-halves/split22.csv,0.6639654695060682,1.7481176064906354,0.7534465197022355
data-cache/Marshall2020_written/split-halves/split23.csv,0.7082256263460907,1.6091769650083312,0.72140582557501
data-cache/Marshall2020_written/split-halves/split24.csv,0.7522581994746055,1.6355254059941582,0.7278869621197981
data-cache/Marshall2020_written/split-halves/split25.csv,0.7254298845721808,1.8622970702092434,0.7761937456293645
data-cache/Marshall2020_written/split-halves/split26.csv,0.7063277595455789,1.8445516301830274,0.7728496611445586
data-cache/Marshall2020_written/split-halves/split27.csv,0.7387468512679064,1.8100366856895425,0.7661493080611269
data-cache/Marshall2020_written/split-halves/split28.csv,0.7155991938315093,1.7712275420048413,0.7582933775389881
data-cache/Marshall2020_written/split-halves/split29.csv,0.6913696880786329,1.7607160982132002,0.7561047694780311
data-cache/Marshall2020_written/split-halves/split3.csv,0.7007749810622512,1.8410729413303926,0.7721861929462555
data-cache/Marshall2020_written/split-halves/split30.csv,0.718194028204224,1.6801132792596398,0.7384103100625501
