name,value
mIamImDamImo,424.302
nSunStounSte,392.8
rNerNiherNia,377.216
gMngMiungMia,364.659
sNlsNillsNic,354.753
sAesAlnesAle,354.573
iMaiMalaiMar,346.478
ySaySoeaySop,332.791
dGrdGrardGra,326.636
dIrdIserdIsa,317.174
tAntAnentAnt,315.608
tLrtLaertLaw,313.016
sMtsMartsMai,308.601
tKrtKeartKei,306.741
kJckJaickJam,299.55
fGffGaiffGar,297.238
rGerGrlerGra,294.099
sSesSonesSop,292.073
eWleWayleWal,288.273
eCzeCatzeCam,283.401
rSerSyterSyl,280.396
gJngJaongJac,278.17
eLneLuineLue,277.441
dGedGaoedGab,277.156
sSisSyrisSyd,272.11
nNnnNiinnNin,270.796
rMerManerMax,259.205
nRenRusenRub,256.724
rFerFiterFin,248.645
nRrnRoornRoc,248.415
kAckAlackAli,243.624
sMgsMiggsMik,238.302
rTerToherTob,232.624
kFokFrookFra,225.654
hBthBeothBel,224.917
rFerFrmerFra,217.814
nLhnLuohnLuk,213.322
sNesNiyesNin,211.677
eWceWiuceWil,210.981
nManMamanMar,204.123
lMelMabelMar,203.065
nCenCheenChi,200.127
nAinAmvinAmy,198.786
nMonMasonMax,196.541
iMriMairiMai,194.047
yCayCowayCos,191.251
nAonArlonArt,190.577
tMttMaettMat,190.572
eReeRuneeRub,189.385
sMisMauisMax,187.89
tMhtMaghtMat,183.818
dMrdMaOrdMar,182.595
nConCasonCal,182.53
yHhyHophyHol,174.847
AAHAAlSHAAll,174.23
uLouLopouLon,171.928
sFesFeresFel,168.969
yMryMawryMad,168.629
oKpoKaapoKat,162.471
sTrsTrersTri,159.934
tMttMaattMax,157.635
yHhyHaphyHaz,157.132
lAllAlellAle,155.678
gLngLiangLin,154.813
hKthKiothKia,153.95
eYoeYuroeYul,145.868
dJedJiyedJin,145.103
lAllAuullAus,144.252
mNimNahimNaz,142.277
gArgAmergAmy,141.611
eAleAtgleAti,139.839
nIonIssonIsa,137.045
rRerRonerRob,135.152
aAiaAtniaAta,134.488
lFalFlnalFlo,134.438
nMonMatonMax,129.6
gMngMaingMat,125.368
nRnnRoannRob,124.348
gJngJaungJai,114.864
lZelZatelZah,112.641
aTiaTumiaTua,109.122
lOllOsellOsc,107.87
yVeyViseyVin,106.819
gCngCeingCel,104.21
sPssPiossPip,103.787
tGrtGeartGeo,100.237
yJeyJuneyJud,97.859
sTnsTeansTer,95.738
eBteBetteBen,92.492
gAngAningAng,91.379
aSoaSetoaSel,90.528
lIelIseelIsa,90.028
iEoiEtPoiEth,88.447
tLttLoettLou,79.776
sCasCalasCam,79.643
lAllArallAri,78.558
aLdaLirdaLia,73.166
iGniGainiGab,69.933
oMhoMeAhoMel,66.759
gXngXaongXav,64.372
yLeyLuleyLuk,63.216
eEveEmoveEmm,62.745
uMnuMyanuMyr,60.958
nSonSisonSie,60.934
lAllAdullAdr,60.13
dPidPheidPho,57.294
yJryJatryJay,49.667
hMchMiichMir,49.621
yBeyBeneyBen,48.243
rJerJokerJor,48.221
lJllJaollJai,45.411
uAhuAnehuAna,44.627
lEllEtellEth,40.12
dMidMieidMit,38.624
lJllJoellJos,36.431
eAteAlIteAle,34.761
yIbyIshbyIsa,34.479
eCieCazieCai,31.039
mDimDoKimDoh,28.645
nOanOseanOsk,25.631
dAedAhmedAhm,24.558
rLarLylarLya,22.439
nGinGrtinGra,21.487
sJmsJaamsJay,20.037
nFonFisonFin,17.888
nLonLusonLuk,13.513
aJnaJoanaJos,13.272
rJorJosorJoh,13.248
eBneBeaneBen,12.953
yHhyHathyHar,10.1
sMmsMaamsMal,5.39
hSahSiiahSia,5.332
yJeyJoleyJos,-1.535
sOesOtlesOti,-3.981
nMonMalonMar,-8.211
dOrdOlOrdOli,-8.252
nIwnIhownIha,-10.122
eMleMaaleMax,-10.259
lRllReillRei,-10.29
nNanNgmanNga,-12.312
nJenJaeenJac,-15.681
nSenStlenSte,-15.73
dEndElandEll,-23.034
yQeyQukeyQui,-24.283
rFerFrnerFra,-25.717
sAnsAmensAmo,-28.601
sMisMorisMok,-28.927
nAinAmrinAmy,-31.166
dLrdLuardLuc,-31.743
rJorJolorJor,-41.021
rUerUnkerUna,-41.202
bLbbLuibbLuc,-44.349
nBanBimanBij,-49.361
rRerReterRee,-51.342
aCcaCaicaCar,-56.188
sEnsElonsEli,-56.238
lTllTrellTre,-58.966
dEndEtandEth,-59.308
rRerRelerRem,-59.545
yTeyThseyTho,-63.62
rBirBeairBen,-64.431
eMneMoaneMon,-66.821
eHteHatteHar,-71.484
fNefNieefNic,-72.915
nJenJalenJac,-79.475
tEttEvettEva,-81.169
nAunAnrunAni,-83.385
kTakTyvakTyl,-86.891
yUryUpuryUpa,-87.031
uSiuSiLiuSiy,-88.207
sBisBevisBen,-89.921
yIpyIzppyIzr,-91.233
iDsiDaisiDav,-92.001
sDesDalesDav,-92.697
hCOhChnOhCha,-96.31
aZvaZiavaZiv,-104.128
oNtoNgotoNga,-105.106
iLsiLaisiLat,-109.697
nKinKhainKhu,-110.108
tBntBeontBen,-112.11
sGlsGullsGuy,-116.675
nUonUisonUir,-120.858
nDenDadenDav,-121.135
iWpiWaipiWai,-121.238
dPidPheidPhi,-131.007
nAonAnsonAng,-132.227
uAnuAnunuAng,-134.996
eAteAleteAlf,-137.231
eNieNanieNat,-146.899
lSelSitelSir,-148.522
hJchJeichJes,-150.455
kBekBreekBri,-155.916
mGamGoiamGod,-157.242
eLheLotheLok,-159.479
tFotFinotFin,-159.962
lOllOlillOli,-161.5
xEixEanixEag,-162.349
nHonHosonHol,-169.125
nSinSetinSea,-172.397
lRllRoellRos,-173.658
eBieBimieBia,-179.03
dCrdCaardCai,-179.272
yReyRaseyRav,-180.081
iMniMaaniMan,-197.246
ePrePhorePho,-199.519
nLonLosonLou,-200.229
iEaiElmaiEla,-203.621
ySeySaleySar,-207.738
eTheTeeheTe-,-208.087
rSerStherSte,-208.905
uMiuMahiuMas,-209.173
aInaItonaIta,-221.258
aAlaAnolaAng,-224.572
iSiiSaSiiSal,-232.967
aVoaVimoaVic,-235.821
tSntSaantSam,-241.118
rSerSoterSop,-243.715
sKesKanesKay,-243.829
wMowMaGowMar,-244.591
gJngJoingJoe,-249.808
aVoaViloaVit,-254.424
aMyaMuayaMur,-256.113
hLthLuithLuc,-258.937
nEanEleanEli,-269.313
xFoxFrCoxFra,-282.907
nMonMisonMit,-290.067
nKonKasonKat,-293.556
aPmaParmaPat,-296.196
lJllJoillJoh,-296.287
mSomShlomSho,-302.502
nRonRhsonRha,-307.277
aBnaByunaByr,-307.344
hAkhAaikhAas,-330.74
wRawRerawReb,-330.924
nEnnEvunnEva,-331.618
gAngAdongAda,-335.587
yIayIsrayIsa,-338.077
aTgaTungaTui,-338.844
lJelJatelJay,-344.091
tTstTarstTaj,-345.929
rOerOlderOli,-355.153
eLleLualeLuk,-359.717
nJonJesonJem,-360.772
tTttThittTha,-362.12
nOanOlmanOli,-364.754
iPaiPataiPai,-365.252
eHleHeyleHen,-370.749
sJnsJaansJai,-370.893
mMamMahamMar,-371.664
aMlaMailaMar,-373.564
kJckJaockJac,-379.681
tAttAcittAca,-383.506
nLonLesonLev,-403.996
