name,value
Fracts1,110.737
Fracts1.25,101.409
Fracts1.5,75.179
Fracts0.75,49.076
Fracts1.75,25.214
Fracts0.5,-30.743
Fracts2,-42.254
Fracts2.25,-107.528
Fracts2.5,-181.09
