name,value
5,250.793
8,207.925
10,163.553
2,113.527
1,81.092
4,49.402
20,42.986
19,40.191
14,39.35
7,38.837
9,4.819
18,-34.9
3,-35.33
16,-43.155
17,-46.978
11,-86.863
15,-96.408
6,-195.377
12,-200.637
13,-292.827
