path,split_corr,G_x,ssr_x
data-cache/Sangwin2024_phd-rigour/split-halves/split1.csv,0.6523938955433053,2.042166759418826,0.806593052275371
data-cache/Sangwin2024_phd-rigour/split-halves/split10.csv,0.68478162534369,2.5392573526925175,0.8657326655507251
data-cache/Sangwin2024_phd-rigour/split-halves/split100.csv,0.8621784980686493,2.4148908025349365,0.8536234973673379
data-cache/Sangwin2024_phd-rigour/split-halves/split11.csv,0.7489405712170066,2.164632022120288,0.8241180511285005
data-cache/Sangwin2024_phd-rigour/split-halves/split12.csv,0.7574031214642908,2.2820934989278108,0.8389162475302504
data-cache/Sangwin2024_phd-rigour/split-halves/split13.csv,0.8552682386655969,2.343749700916507,0.8459918452257165
data-cache/Sangwin2024_phd-rigour/split-halves/split14.csv,0.691949342447001,2.276774121413819,0.8382845326708007
data-cache/Sangwin2024_phd-rigour/split-halves/split15.csv,0.7863708275077844,2.4848622819142783,0.8606182526078273
data-cache/Sangwin2024_phd-rigour/split-halves/split16.csv,0.825779761864504,2.399700317524412,0.8520395230341039
data-cache/Sangwin2024_phd-rigour/split-halves/split17.csv,0.8155603545676037,2.63090524358656,0.8737638705850821
data-cache/Sangwin2024_phd-rigour/split-halves/split18.csv,0.6799493676660288,2.236958320294508,0.8334438856963439
data-cache/Sangwin2024_phd-rigour/split-halves/split19.csv,0.6992944655915571,2.425055938612511,0.854670095927002
data-cache/Sangwin2024_phd-rigour/split-halves/split2.csv,0.7447758704197976,2.8187281603668155,0.8882085564970323
data-cache/Sangwin2024_phd-rigour/split-halves/split20.csv,0.8066895435487598,2.5197094556769235,0.8639258750873011
data-cache/Sangwin2024_phd-rigour/split-halves/split21.csv,0.8193907067520431,2.5736202487686377,0.8688270189391758
data-cache/Sangwin2024_phd-rigour/split-halves/split22.csv,0.7197839815643062,2.169758697998001,0.8248027701976886
data-cache/Sangwin2024_phd-rigour/split-halves/split23.csv,0.6379220923468297,2.759242487176684,0.8839020848704612
data-cache/Sangwin2024_phd-rigour/split-halves/split24.csv,0.7047200740139308,2.3193485437653263,0.8432448975234971
data-cache/Sangwin2024_phd-rigour/split-halves/split25.csv,0.7120441792080513,2.739002142841059,0.8823824526435413
data-cache/Sangwin2024_phd-rigour/split-halves/split26.csv,0.7728117810642876,2.3240085806806454,0.843774797896728
data-cache/Sangwin2024_phd-rigour/split-halves/split27.csv,0.7539673250742976,2.5266303901082927,0.8645695006128546
data-cache/Sangwin2024_phd-rigour/split-halves/split28.csv,0.8201526051278084,2.2207099387267246,0.8314100772516247
data-cache/Sangwin2024_phd-rigour/split-halves/split29.csv,0.8303338267081694,2.486709708511485,0.8607964564731851
data-cache/Sangwin2024_phd-rigour/split-halves/split3.csv,0.7237932970175815,2.379792396422806,0.8499267308549712
data-cache/Sangwin2024_phd-rigour/split-halves/split30.csv,0.766263225628522,2.589374751029433,0.870211815377017
data-cache/Sangwin2024_phd-rigour/split-halves/split31.csv,0.7004543660903351,2.289662458111805,0.8398091594508748
data-cache/Sangwin2024_phd-rigour/split-halves/split32.csv,0.8692877083678568,2.053015954605386,0.8082408314699737
data-cache/Sangwin2024_phd-rigour/split-halves/split33.csv,0.8851048778827523,2.9224699274325805,0.895187321225639
data-cache/Sangwin2024_phd-rigour/split-halves/split34.csv,0.8944818264675705,2.8749786967732525,0.892072772172335
data-cache/Sangwin2024_phd-rigour/split-halves/split35.csv,0.8356346363480801,2.6805967991468203,0.8778342335586949
data-cache/Sangwin2024_phd-rigour/split-halves/split36.csv,0.9008726863752166,2.238061494280138,0.8335807225837993
data-cache/Sangwin2024_phd-rigour/split-halves/split37.csv,0.8554894567187812,2.4946945828760803,0.8615629745963537
data-cache/Sangwin2024_phd-rigour/split-halves/split38.csv,0.7699564196000228,2.6408848283610125,0.8745967136380992
data-cache/Sangwin2024_phd-rigour/split-halves/split39.csv,0.8774095533711268,2.502820507635154,0.862336895769524
data-cache/Sangwin2024_phd-rigour/split-halves/split4.csv,0.663168597516644,2.5628875486198344,0.8678715475549235
data-cache/Sangwin2024_phd-rigour/split-halves/split40.csv,0.7840651243638974,3.1442090726559053,0.9081393217576721
data-cache/Sangwin2024_phd-rigour/split-halves/split41.csv,0.7927155319340712,2.3777111758691567,0.8497033994849692
data-cache/Sangwin2024_phd-rigour/split-halves/split42.csv,0.8063621014885777,2.103265420831899,0.8156248849946184
data-cache/Sangwin2024_phd-rigour/split-halves/split43.csv,0.7809700636153586,2.80030342506648,0.8868995688286804
data-cache/Sangwin2024_phd-rigour/split-halves/split44.csv,0.6913566341454642,2.475498832933735,0.8597100523922234
data-cache/Sangwin2024_phd-rigour/split-halves/split45.csv,0.7944182477475275,2.4142303364972713,0.853555127596138
data-cache/Sangwin2024_phd-rigour/split-halves/split46.csv,0.8560361906086695,2.2197215171734777,0.8312852377364373
data-cache/Sangwin2024_phd-rigour/split-halves/split47.csv,0.8282478474120888,2.5188155285305456,0.863842425748887
data-cache/Sangwin2024_phd-rigour/split-halves/split48.csv,0.8324400126292526,2.7255557238911505,0.8813570945584931
data-cache/Sangwin2024_phd-rigour/split-halves/split49.csv,0.8795554735656221,2.7100019573533225,0.8801549923201746
data-cache/Sangwin2024_phd-rigour/split-halves/split5.csv,0.6727643790598217,2.8798128574055477,0.8923958526434546
data-cache/Sangwin2024_phd-rigour/split-halves/split50.csv,0.8913972745675409,2.3348440588380113,0.8449972100674484
data-cache/Sangwin2024_phd-rigour/split-halves/split51.csv,0.7538887892508538,2.2299623794430223,0.8325724368320044
