individual,id,Ntot,N1,ND,N0,raw,score,propscore,theta,se.theta,outfit,infit
Greyscaling Menu,15,162,138,0,24,138,137.7888888888889,0.8505486968449931,1.7659200704531246,0.2274839383063393,0.9482976881492593,1.0559340059797524
Transparency Menu,45,207,167,0,40,167,166.81594202898555,0.8058741160820557,1.537433579505147,0.18399779352044623,0.8981263696136835,0.9178020648481576
Highlighting Menu,17,180,145,0,35,145,144.8166666666667,0.8045370370370372,1.5555050872269802,0.1956339039141617,0.9272000024778003,1.0014805203820614
Rating Menu,34,199,149,0,50,149,148.85075376884424,0.7479937375318806,1.1439798161573118,0.17039865721793798,0.9482717487641493,0.9616296871121771
Underlying Menu,48,187,136,0,51,136,135.86363636363637,0.72654350996597,1.1045476622197536,0.17297208113337825,0.9354885332443781,0.9507377411397165
Pushpin Menu,32,176,126,0,50,126,125.87045454545455,0.7151730371900826,0.9479379863726657,0.17587224922642364,1.0281475772230302,1.0141827345636474
Fish-eye Menu,10,170,117,0,53,117,116.8870588235294,0.6875709342560553,0.931499803870709,0.17455704972631958,1.0828662617545222,1.0786607072776129
Bowing Menu,4,168,113,0,55,113,112.89642857142857,0.6720025510204082,0.7536573977942381,0.17311407688881372,0.9951639226822018,0.9919138826821646
Bolding Menu,3,152,102,0,50,102,101.89736842105263,0.6703774238227147,0.8355905706199489,0.18322324735577195,1.0945317119745774,0.9814893010682098
Morphing Menu,21,177,113,0,64,113,112.91694915254237,0.637948865268601,0.6424404470661529,0.16679486157633241,1.0169289741970267,1.0326502711769319
Prediction-by-bar Menu,25,165,102,0,63,102,101.9290909090909,0.6177520661157024,0.485565574974785,0.17066525840196928,1.0582967572640414,1.007055398450689
Split Menu with Replication,38,176,108,0,68,108,107.93181818181819,0.6132489669421488,0.5141213695745147,0.1642511836902203,0.9435436660536699,0.9805871071295009
Patined Menu,23,154,93,0,61,93,92.93766233766235,0.6034913138809244,0.516138736054362,0.17480484520826817,1.012027695048379,1.0268627767621312
Probability-based Menu,30,174,102,0,72,102,101.94827586206895,0.5859096313912009,0.44613669949615314,0.16485763752483562,1.1493126271376348,1.0772948904243216
Smart Menu,36,181,102,0,79,102,101.96187845303866,0.5633252953206556,0.3748901768737151,0.1590674912075863,0.961080438285245,0.973304816073352
Frequency-based Menu,13,163,91,0,72,91,90.96503067484662,0.5580676728518197,0.2914488629555571,0.16717751108969672,1.0062572140699317,0.964713661840679
Prediction-by-line Menu,27,164,91,0,73,91,90.96707317073171,0.5546772754312909,0.26347851655158105,0.16836718863741998,0.9937042868614936,1.0082078400391083
Font-changing Menu,12,170,94,0,76,94,93.96823529411765,0.5527543252595156,0.30403355628123635,0.16630284701960116,1.06293272184807,1.0596427110610007
Blurring Menu,2,176,91,0,85,91,90.98977272727272,0.5169873450413223,0.13026024360197352,0.16059529549222407,1.0867871262898467,1.0547779937011044
Bubbling Menu,5,163,84,0,79,84,83.99079754601227,0.5152809665399526,0.15394997384707215,0.16668888672201684,1.0231081801536372,1.0069876366090382
Split Menu without replication,40,150,77,0,73,77,76.992,0.5132800000000001,0.09244167287628845,0.17474076808338868,0.9611830840697555,0.9656996174156375
Split Menu with Scrollbar,39,159,81,0,78,81,80.9943396226415,0.5093983624065503,-0.001042127214126481,0.16932085897315083,0.8895309433340013,0.9123201851502531
Glowing Menu,14,181,89,0,92,89,89.00497237569061,0.49174017887121885,-0.03211727118304908,0.15693712176990401,0.9457924498886173,0.960035526371738
Pulsing Menu,31,161,79,0,82,79,79.0055900621118,0.4907179506963466,-0.005940275802735644,0.16924523489719198,0.9622227228137412,0.9611737512506641
Cloud Menu,6,159,76,0,83,76,76.01320754716981,0.47807048771804916,-0.00740528480921798,0.16949111529191496,1.0272830237075026,1.0096919621663327
Ephemeral Menu,7,145,69,0,76,69,69.01448275862069,0.475961950059453,-0.17257827842834492,0.17501242415418608,1.1030779577154355,1.0916884740390154
Time-based Menu,44,157,73,0,84,73,73.02101910828026,0.4651020325368169,-0.14135537805873172,0.1699232109597593,1.2050830586899757,1.1374921526898878
