name,value
10,309.235
52,300.383
133,283.485
107,282.702
101,266.12
36,258.228
27,250.042
58,238.95
108,231.627
128,222.437
38,208.879
56,203.278
60,198.742
117,191.422
42,157.607
81,152.053
84,151.468
89,149.522
2,145.367
113,143.239
51,139.684
14,135.002
126,133.603
61,131.927
34,128.291
121,127.482
9,121.038
29,115.244
91,115.22
40,114.174
33,113.56
122,103.042
105,95.175
48,94.182
11,92.773
39,89.68
44,83.525
125,78.55
37,78.18
114,74.927
104,62.923
28,61.243
23,56.568
19,54.906
97,48.107
12,47.256
21,42.974
26,38.34
43,36.192
49,35.873
59,34.16
57,33.173
22,33.093
46,32.638
54,31.399
96,31.008
20,22.694
55,19.992
63,19.989
116,19.433
134,19.157
111,14.775
13,12.559
79,12.35
93,10.01
127,9.93
41,8.069
106,6.528
45,4.007
112,3.773
76,0.425
35,-1.777
118,-8.18
15,-9.118
98,-9.358
32,-12.108
31,-17.056
83,-18.071
4,-18.806
90,-23.487
120,-24.244
6,-27.102
102,-29.412
87,-33.766
3,-35.389
47,-38.934
109,-41.072
110,-43.577
18,-56.401
115,-56.919
25,-60.392
130,-62.065
124,-63.299
103,-65.696
132,-68.669
1,-69.069
129,-70.782
131,-82.873
123,-90.627
88,-90.743
5,-96.235
72,-99.224
17,-112.046
74,-114.216
71,-115.314
119,-116.024
94,-118.701
30,-122.6
77,-129.186
50,-132.498
53,-137.481
62,-140.758
92,-144.201
82,-155.989
85,-161.995
86,-162.305
67,-167.586
66,-170.239
68,-175.189
16,-175.248
65,-177.7
64,-180.003
24,-181.651
75,-184.959
8,-184.991
7,-189.571
99,-194.69
73,-203.286
95,-241.184
80,-272.477
78,-311.871
70,-328.073
69,-358.096
100,-389.01
