name,value
W12-17-02,293.187
E23-12-01,241.329
W21-06-02,213.93
W22-17-02,210.072
W21-06-01,201.224
A22-08-01,179.358
O23-12-01,175.839
W12-17-01,163.923
E23-16-02,151.985
E22-03-01,146.523
A23-16-02,136.653
E22-09-02,132.05
W22-10-01,125.148
A21-13-01,117.972
A21-13-02,113.036
E23-16-01,109.395
O23-12-02,104.521
O22-02-02,103.873
E22-03-02,100.007
W21-09-01,88.86
O21-09-02,86
A22-22-02,79.966
O22-02-01,73.233
E11-06-01,68.754
O13-03-01,68.559
E21-17-02,67.192
A21-18-02,52.545
W21-10-01,40.944
W22-17-01,38.412
O13-03-02,33.339
O22-19-01,13.826
E22-09-01,8.474
A23-27-01,5.944
O21-09-01,5.167
O11-16-01,4.021
A22-22-01,0.908
W21-17-01,-6.6
A22-08-02,-7.78
A11-15-01,-11.408
A22-23-01,-14.583
W21-21-02,-20.556
E22-13-02,-31.832
A23-27-02,-46.24
A23-16-01,-47.742
W21-17-02,-50.477
E23-04-02,-52.165
E21-15-02,-68.135
E21-15-01,-68.616
E23-04-01,-73.719
E21-17-01,-79.928
O13-04-01,-89.79
W21-21-01,-91.178
O11-16-02,-106.302
A21-18-01,-107.401
W21-10-02,-110.662
O13-04-02,-114.312
O22-04-01,-130.313
O23-17-02,-163.047
O23-17-01,-201.21
A13-09-02,-202.974
A11-15-02,-244.427
A13-09-01,-247.959
O23-13-01,-288.344
O23-13-02,-342.704
A21-16-02,-343.813
A21-16-01,-391.952
