name,value
2,272.764
5,232.198
15,168.947
10,90.39
6,86.346
14,81.766
8,63.191
3,25.879
4,16.789
9,-4.341
7,-20.181
12,-168.197
11,-241.343
13,-246.969
1,-357.239
