name,value
eTweTaoweTai,437.309
rKorKatorKar,428.02
nJinJorinJor,391.855
oAdoAdndoAdr,378.19
eYbeYuubeYur,369.456
eCneChwneChr,363.499
rTerTaherTad,356.338
sRmsReomsReg,349.442
yBayBrsayBro,329.41
nSonSasonSal,329.102
nFonFrdonFri,316.036
nManMoganMon,305.854
rSerShmerSha,304.232
iLuiLoauiLok,281.871
nJonJesonJes,273.108
nDonDysonDyl,250.656
wLowLyrowLyd,247.183
rAerAlberAle,238.001
sHmsHaamsHay,233.179
dOndOlondOli,228.391
rRerRowerRow,226.496
nJanJoganJos,210.417
yRlyRollyRos,204.124
hTthTaithTay,203.667
hSahSaWahSam,202
hAthAlithAle,194.614
aImaIsimaIsa,187.506
dEndErandEri,180.861
dTldTaaldTay,176.257
sCnsCuensCur,175.309
nSenSadenSam,171.228
aPoaPotoaPop,156.336
rKerKaserKat,154.027
nDwnDaownDav,153.051
eJieJorieJos,133.146
yMeyMeleyMeg,132.766
dCldCoeldCou,130.788
nJinJekinJes,117.502
sJdsJardsJad,110.061
hJshJulshJus,108.139
nSenSteenSte,95.137
hFahFalahFai,90.542
oSdoSaedoSam,89.967
TC-TCaN-TCar,89.365
nHwnHaownHay,87.491
sGdsGrrdsGra,82.646
yTkyThzkyTho,82.29
nVenVyyenVyH,75.771
rKerKrserKri,72.348
eBeeBrGeeBra,64.495
eJreJaureJam,61.38
dGrdGeardGeo,61.271
aCwaChewaChr,55.258
yTtyTaityTay,43.189
hNchNiichNic,42.839
uCouChHouChe,41.398
eJieJodieJoe,37.384
hSghSaaghSam,34.28
oXroXytroXyr,33.533
eNceNanceNaf,31.709
sDrsDaersDan,30.693
xJoxJoRoxJos,23.861
hGthGlithGlo,18.724
nIwnIsownIso,13.681
sLbsLabbsLau,5.345
wSawSuhawSus,-0.351
lJllJaullJac,-0.593
dNrdNiardNia,-7.055
rRerReterReb,-9.1
nTonTasonTay,-12.69
tLttLiittLia,-19.01
rKarKimarKia,-19.505
rAorAmlorAmy,-36.847
sNnsNainsNat,-46.219
sCesCanesCam,-47.023
rJerJaterJam,-49.973
eCieCadieCai,-55.695
iBgiBrngiBri,-76.199
nZonZatonZan,-82.781
nEanEsmanEst,-103.116
kSrkSiarkSim,-103.342
rTerTiterTim,-108.621
sJpsJoipsJor,-109.307
eAoeAlcoeAle,-115.528
oAaoArtaoAry,-118.944
yAeyAileyAid,-119.104
eDceDyrceDyl,-134.082
sLesLunesLuk,-136.297
sJisJorisJor,-137.704
gTngTrongTre,-146.356
eRieRowieRon,-150.2
sCesCaiesCal,-165.353
rTerTalerTay,-167.085
rLerLokerLog,-174.807
nTonTrsonTri,-175.408
aRraRiaraRis,-194.818
yHeyHeveyHen,-200.787
rTerTokerTom,-217.042
lJllJuellJua,-249.444
eAseAmwseAme,-259.458
gJngJoongJon,-302.81
aVnaViinaVij,-303.8
yTeyTyreyTyl,-316.461
yJbyJosbyJon,-318.881
nAonAisonAid,-329.565
iJliJailiJae,-334.532
nEonElsonEli,-346.7
aMtaMautaMak,-357.286
yAeyAmleyAmb,-373.849
NMINMaDINMat,-376.568
eMieMadieMas,-379.137
nDnnDeannDec,-387.219
sLesLunesLuc,-393.736
aDwaDaewaDav,-404.365
oGooGelooGeo,-413.857
yMryMatryMat,-443.971
hJthJoithJos,-478.131
rJirJoairJoe,-512.685
dLldLualdLuc,-580.627
