name,value
83,511.2
53,438.909
31,426.794
35,402.256
134,399.26
126,398.121
15,392.699
110,358.128
151,356.452
1,353.789
21,346.507
111,340.49
19,335.117
112,320.197
104,316.496
46,302.81
125,299.326
129,286.564
140,286.557
14,283.585
22,283.204
25,280.652
124,275.204
105,260.597
10,223.343
12,222.52
106,213.867
96,209.267
107,192.072
127,187.244
2,182.287
81,181.354
116,179.39
148,175.67
130,175.301
149,173.324
3,171.221
79,165.536
103,161.223
119,160.33
82,159.955
118,159.812
55,156.965
50,141.931
13,141.56
27,138.204
54,134.339
75,130.877
102,126.636
147,118.964
152,118.926
52,114.15
123,112.821
137,108.543
24,108.349
128,101.444
51,97.226
8,95.252
120,90.122
7,89.831
143,83.609
71,75.06
38,73.004
92,72.751
85,72.266
56,69.019
28,66.158
29,65.986
94,45.927
154,44.54
20,43.905
138,35.248
155,33.849
90,25.589
95,22.125
59,17.171
66,15.961
6,14.473
115,7.512
26,1.64
18,0.171
101,-1.623
136,-8.055
132,-22.627
62,-24.415
133,-31.628
68,-40.415
121,-40.962
141,-52.071
84,-62.242
117,-62.467
4,-71.588
36,-72.892
108,-73.995
33,-74.924
76,-75.42
67,-76.869
74,-82.408
30,-89.202
139,-94.548
64,-95.113
9,-100.521
113,-100.758
60,-106.835
135,-107.022
16,-109.889
34,-116.234
61,-125.672
69,-135.577
40,-146.663
144,-148.465
72,-152.789
32,-155.982
58,-162.247
41,-163.441
47,-165.404
48,-176.672
153,-184.99
11,-194.573
37,-196.784
91,-203.537
65,-208.631
78,-211.591
114,-214.048
57,-217.055
88,-218.049
131,-225.249
80,-237.241
5,-250.473
70,-256.945
39,-264.104
142,-274.267
43,-278.146
17,-292.261
63,-292.526
45,-300.449
122,-306.657
146,-311.605
49,-314.761
150,-325.478
145,-329.064
93,-343.288
86,-343.364
109,-344.231
77,-346.919
23,-354.221
89,-367.567
100,-367.586
98,-384.863
97,-399.319
99,-434.756
73,-458.198
87,-489.164
42,-491.139
